chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
16,2,2,1,20,0,0,0,"(0, 1, 2, 3, 4)",236.8062625,10,5,0,10
16,2,2,1,20,0,0,0,"(0, 1, 2, 3, 4)",242.116591,10,5,0,10
16,2,2,1,20,0,0,0,"(0, 1, 2, 3, 4)",249.1296235,10,5,0,10
16,2,2,1,20,0,0,0,"(0, 1, 2, 3, 4)",259.60964650000005,10,5,0,10
16,2,2,1,20,0,0,0,"(0, 1, 2, 3, 4)",242.5496665,10,5,0,10
16,2,2,1,20,0,0,0,"(0, 1, 2, 3, 4)",231.6510605,10,5,0,10
32,256,4,1,18,2,1,0,"(1, 0, 4, 2, 3)",10.784232,10,5,0,10
64,2,2,2,18,1,1,0,"(4, 0, 3, 2, 1)",10.507014,10,5,0,10
32,32,4,8,14,2,1,0,"(1, 0, 4, 2, 3)",118.7851295,10,5,0,10
64,32,32,2,18,2,1,0,"(0, 1, 4, 3, 2)",43.1001015,10,5,0,10
32,32,8,8,14,0,1,0,"(0, 1, 4, 2, 3)",31.763293,10,5,0,10
16,256,8,32,4,1,0,1,"(4, 0, 2, 3, 1)",121.373414,10,5,0,10
2,64,2,2,14,2,1,1,"(0, 1, 2, 3, 4)",120.863599,10,5,0,10
64,32,32,4,2,1,0,1,"(1, 0, 4, 3, 2)",74.206117,10,5,0,10
2,256,4,2,10,1,0,1,"(0, 1, 2, 3, 4)",195.719591,10,5,0,10
64,16,8,32,2,0,1,1,"(1, 0, 4, 3, 2)",72.08976200000001,10,5,0,10
32,128,16,32,20,2,0,0,"(0, 1, 4, 2, 3)",46.769234,10,5,0,10
64,128,32,4,12,2,1,1,"(0, 1, 4, 3, 2)",4.626665,10,5,0,10
16,64,32,1,12,1,1,0,"(4, 0, 2, 3, 1)",110.240817,10,5,0,10
4,128,32,1,10,2,0,0,"(0, 1, 2, 4, 3)",215.77996,10,5,0,10
32,2,16,2,16,1,1,0,"(1, 0, 4, 2, 3)",163.447764,10,5,0,10
4,8,16,8,8,0,0,0,"(0, 1, 2, 4, 3)",733.089592,10,5,0,10
32,128,8,1,4,1,0,1,"(1, 0, 4, 2, 3)",86.8389325,10,5,0,10
64,128,64,16,4,1,1,0,"(0, 1, 4, 3, 2)",8.5830255,10,5,0,10
256,64,16,32,8,1,0,0,"(0, 4, 3, 2, 1)",10.007816,10,5,0,10
2,8,32,16,14,2,0,1,"(0, 1, 2, 3, 4)",378.276609,10,5,0,10
64,8,2,16,6,1,1,1,"(4, 0, 3, 2, 1)",29.7996775,10,5,0,10
32,16,32,4,4,2,1,1,"(1, 0, 4, 2, 3)",555.7274944999999,10,5,0,10
32,256,4,8,20,0,0,1,"(1, 0, 4, 2, 3)",119.5445315,10,5,0,10
32,256,32,8,10,1,1,0,"(0, 1, 4, 2, 3)",82.852387,10,5,0,10
64,256,128,8,20,0,1,1,"(0, 1, 4, 3, 2)",5.2414760000000005,10,5,0,10
64,16,128,1,8,2,1,1,"(1, 0, 4, 3, 2)",15.3042585,10,5,0,10
64,2,2,32,14,1,0,0,"(0, 1, 4, 3, 2)",20.158983,10,5,0,10
256,8,16,16,4,0,1,1,"(0, 4, 3, 2, 1)",8.8854,10,5,0,10
64,128,16,16,6,0,1,0,"(4, 0, 3, 2, 1)",44.9249155,10,5,0,10
4,8,4,8,12,0,1,0,"(0, 1, 2, 4, 3)",112.504875,10,5,0,10
64,128,256,32,6,2,0,0,"(1, 0, 4, 3, 2)",9.032783,10,5,0,10
64,2,32,8,8,2,0,1,"(0, 4, 2, 3, 1)",32.236813999999995,10,5,0,10
2,32,16,4,14,1,0,0,"(1, 0, 2, 3, 4)",116.1517515,10,5,0,10
2,64,16,8,20,1,0,1,"(1, 0, 2, 3, 4)",88.867621,10,5,0,10
32,2,64,4,16,2,0,1,"(1, 0, 4, 2, 3)",235.584077,10,5,0,10
2,32,128,2,20,1,1,1,"(0, 1, 2, 3, 4)",631.429763,10,5,0,10
32,4,8,8,18,2,0,1,"(1, 0, 4, 2, 3)",20.6014455,10,5,0,10
32,8,256,1,18,0,1,1,"(0, 1, 4, 2, 3)",397.437131,10,5,0,10
16,64,8,16,10,2,1,0,"(4, 0, 2, 3, 1)",109.932413,10,5,0,10
32,2,2,1,12,2,1,1,"(1, 0, 4, 2, 3)",16.843235999999997,10,5,0,10
4,64,16,32,18,0,0,1,"(0, 1, 2, 4, 3)",171.293805,10,5,0,10
2,32,64,1,16,0,0,0,"(1, 0, 2, 3, 4)",1520.759507,10,5,0,10
64,64,8,2,2,2,1,1,"(0, 1, 4, 3, 2)",71.5496325,10,5,0,10
256,256,128,2,10,2,0,0,"(0, 4, 3, 2, 1)",16.0011055,10,5,0,10
64,2,2,16,8,1,0,0,"(0, 1, 4, 3, 2)",35.650789,10,5,0,10
64,64,8,16,2,0,1,0,"(0, 4, 2, 3, 1)",30.687167,10,5,0,10
256,2,128,4,16,2,0,0,"(0, 4, 3, 2, 1)",10.178832,10,5,0,10
256,16,16,8,20,1,1,0,"(0, 4, 3, 2, 1)",9.712979,10,5,0,10
64,128,16,16,14,1,1,0,"(4, 0, 3, 2, 1)",47.41843849999999,10,5,0,10
2,8,4,1,14,1,1,1,"(0, 1, 2, 3, 4)",973.3136915,10,5,0,10
32,2,128,4,4,0,0,1,"(0, 1, 4, 2, 3)",2166.4996835,10,5,0,10
64,128,4,4,16,2,1,1,"(1, 0, 4, 3, 2)",4.0590150000000005,10,5,0,10
64,256,32,8,6,2,0,1,"(4, 0, 3, 2, 1)",58.8906685,10,5,0,10
64,8,256,16,10,0,1,1,"(1, 0, 4, 3, 2)",35.9690195,10,5,0,10
64,128,2,8,18,0,1,0,"(0, 1, 4, 3, 2)",4.1832195,10,5,0,10
32,8,256,16,14,1,1,0,"(0, 1, 4, 2, 3)",1594.3301620000002,10,5,0,10
256,16,32,8,14,2,0,0,"(0, 4, 3, 2, 1)",11.6687985,10,5,0,10
32,256,8,16,14,1,0,1,"(1, 0, 4, 2, 3)",158.98741,10,5,0,10
2,2,2,2,10,1,0,1,"(0, 1, 2, 3, 4)",2739.5200255,10,5,0,10
64,128,64,4,16,1,0,0,"(1, 0, 4, 3, 2)",19.5895595,10,5,0,10
32,16,256,16,6,1,0,0,"(1, 0, 4, 2, 3)",721.7480015000001,10,5,0,10
2,8,128,16,8,1,1,0,"(1, 0, 2, 3, 4)",3169.328333,10,5,0,10
4,4,8,4,18,0,1,1,"(1, 0, 2, 4, 3)",539.6081615,10,5,0,10
64,4,8,16,2,0,0,1,"(1, 0, 4, 3, 2)",127.6735505,10,5,0,10
256,64,64,4,4,1,0,1,"(0, 4, 3, 2, 1)",10.639383,10,5,0,10
2,32,64,4,14,0,1,1,"(0, 1, 2, 3, 4)",642.5868284999999,10,5,0,10
16,16,64,1,6,2,1,0,"(4, 0, 2, 3, 1)",122.59536,10,5,0,10
64,8,64,2,10,2,0,1,"(4, 0, 3, 2, 1)",32.119169,10,5,0,10
16,256,4,4,10,2,1,1,"(4, 0, 2, 3, 1)",121.7301565,10,5,0,10
16,128,128,32,10,2,0,0,"(4, 0, 2, 3, 1)",169.6331875,10,5,0,10
2,8,128,1,8,2,0,0,"(0, 1, 2, 3, 4)",1376.320489,10,5,0,10
256,2,64,4,16,0,1,0,"(0, 4, 3, 2, 1)",10.7691315,10,5,0,10
64,128,16,8,16,0,0,1,"(0, 1, 4, 3, 2)",7.109208499999999,10,5,0,10
64,128,64,32,8,2,1,1,"(4, 0, 3, 2, 1)",45.335471,10,5,0,10
2,8,32,16,6,1,1,0,"(1, 0, 2, 3, 4)",1806.687654,10,5,0,10
64,128,128,2,20,0,0,1,"(4, 0, 3, 2, 1)",46.084063,10,5,0,10
64,32,32,8,8,0,0,1,"(0, 1, 4, 3, 2)",45.7841785,10,5,0,10
4,64,128,32,16,1,1,1,"(0, 1, 2, 4, 3)",1078.963193,10,5,0,10
64,256,4,8,4,2,1,1,"(1, 0, 4, 3, 2)",13.096447,10,5,0,10
32,8,256,1,18,2,0,1,"(0, 1, 4, 2, 3)",1501.8227375,10,5,0,10
32,16,8,16,8,2,1,1,"(0, 1, 4, 2, 3)",68.98595750000001,10,5,0,10
16,256,16,16,18,2,1,0,"(4, 0, 2, 3, 1)",220.2258,10,5,0,10
2,8,8,1,2,0,0,1,"(1, 0, 2, 3, 4)",1432.546741,10,5,0,10
2,256,16,4,14,1,0,1,"(1, 0, 2, 3, 4)",285.723213,10,5,0,10
4,2,128,16,12,1,0,0,"(1, 0, 2, 4, 3)",402.471451,10,5,0,10
2,2,128,16,10,0,0,1,"(1, 0, 2, 3, 4)",1341.4276945,10,5,0,10
16,8,256,4,4,2,0,1,"(4, 0, 2, 3, 1)",113.537383,10,5,0,10
4,64,256,32,10,1,1,1,"(0, 1, 2, 4, 3)",1180.141095,10,5,0,10
4,256,32,32,4,0,0,0,"(0, 1, 2, 4, 3)",1394.5535025,10,5,0,10
64,64,8,8,2,2,1,1,"(1, 0, 4, 3, 2)",26.969999,10,5,0,10
32,16,8,32,4,0,1,0,"(1, 0, 4, 2, 3)",58.244348,10,5,0,10
64,16,16,1,4,0,0,1,"(0, 1, 4, 3, 2)",59.599294,10,5,0,10
2,4,8,4,20,1,1,1,"(0, 1, 2, 3, 4)",1327.1159395,10,5,0,10
2,32,128,16,16,0,0,1,"(0, 1, 2, 3, 4)",2028.579729,10,5,0,10
4,32,16,16,2,2,0,0,"(1, 0, 2, 4, 3)",501.356514,10,5,0,10
256,32,2,4,4,1,1,0,"(0, 4, 3, 2, 1)",10.4296535,10,5,0,10
64,8,128,16,8,2,1,1,"(1, 0, 4, 3, 2)",98.125535,10,5,0,10
2,2,16,16,4,2,1,0,"(0, 1, 2, 3, 4)",1885.398293,10,5,0,10
2,256,2,2,16,0,1,0,"(0, 1, 2, 3, 4)",176.387887,10,5,0,10
16,16,32,1,6,2,0,1,"(4, 0, 2, 3, 1)",121.5422665,10,5,0,10
16,64,64,1,16,2,1,1,"(4, 0, 2, 3, 1)",110.276402,10,5,0,10
64,2,256,16,20,2,0,0,"(0, 4, 2, 3, 1)",11.54823,10,5,0,10
4,128,64,32,10,0,1,0,"(0, 1, 2, 4, 3)",1066.091465,10,5,0,10
64,32,32,4,16,2,1,1,"(0, 4, 2, 3, 1)",34.5254535,10,5,0,10
16,128,256,2,4,1,1,0,"(4, 0, 2, 3, 1)",125.6723025,10,5,0,10
32,16,64,1,6,1,1,1,"(0, 1, 4, 2, 3)",1323.7760495,10,5,0,10
2,128,2,2,20,2,1,1,"(0, 1, 2, 3, 4)",186.077075,10,5,0,10
16,4,128,8,10,0,0,1,"(4, 0, 2, 3, 1)",121.5277085,10,5,0,10
4,2,64,8,12,1,0,1,"(0, 1, 2, 4, 3)",520.849072,10,5,0,10
32,256,256,16,2,1,1,0,"(0, 1, 4, 2, 3)",2012.1085495,10,5,0,10
4,16,128,4,16,0,1,1,"(0, 1, 2, 4, 3)",398.762157,10,5,0,10
2,256,2,4,16,2,0,1,"(0, 1, 2, 3, 4)",189.44181250000003,10,5,0,10
4,256,64,4,10,1,0,0,"(0, 1, 2, 4, 3)",324.621454,10,5,0,10
32,4,256,32,2,0,1,0,"(0, 1, 4, 2, 3)",3834.0548165,10,5,0,10
4,64,64,2,8,0,0,1,"(0, 1, 2, 4, 3)",1586.06245,10,5,0,10
2,2,64,16,10,2,1,0,"(0, 1, 2, 3, 4)",828.9901915,10,5,0,10
2,4,32,1,16,0,0,1,"(1, 0, 2, 3, 4)",393.4331365,10,5,0,10
64,128,16,1,20,2,1,1,"(0, 1, 4, 3, 2)",5.1055515,10,5,0,10
2,16,64,2,8,2,0,0,"(0, 1, 2, 3, 4)",2533.363418,10,5,0,10
16,8,2,4,8,2,0,1,"(4, 0, 2, 3, 1)",122.710922,10,5,0,10
16,2,4,1,8,0,1,1,"(4, 0, 2, 3, 1)",120.499065,10,5,0,10
256,16,2,1,20,0,1,0,"(0, 4, 3, 2, 1)",10.533097,10,5,0,10
64,8,8,32,6,1,1,1,"(0, 4, 2, 3, 1)",31.996578,10,5,0,10
64,2,16,8,14,2,1,1,"(0, 4, 2, 3, 1)",12.2635955,10,5,0,10
256,128,2,8,10,0,0,0,"(0, 4, 3, 2, 1)",9.6730755,10,5,0,10
16,256,64,2,2,1,0,0,"(4, 0, 2, 3, 1)",223.3178385,10,5,0,10
4,2,16,1,2,0,1,1,"(1, 0, 2, 4, 3)",1317.033377,10,5,0,10
4,8,4,8,12,0,1,0,"(1, 0, 2, 4, 3)",421.695837,10,5,0,10
64,2,4,32,10,2,1,1,"(0, 4, 2, 3, 1)",12.284759,10,5,0,10
4,16,16,16,8,2,0,1,"(0, 1, 2, 4, 3)",423.09863,10,5,0,10
2,128,256,8,8,1,0,1,"(0, 1, 2, 3, 4)",4107.6442575,10,5,0,10
64,256,64,4,18,1,0,1,"(4, 0, 3, 2, 1)",60.8794675,10,5,0,10
64,16,64,4,8,2,1,0,"(4, 0, 3, 2, 1)",34.449259,10,5,0,10
64,2,64,8,18,1,0,0,"(4, 0, 3, 2, 1)",11.798078,10,5,0,10
64,64,64,8,14,0,1,1,"(4, 0, 3, 2, 1)",33.465064,10,5,0,10
2,4,128,16,14,1,1,1,"(0, 1, 2, 3, 4)",1043.8088095,10,5,0,10
2,8,256,32,10,1,1,0,"(0, 1, 2, 3, 4)",3937.4478925,10,5,0,10
32,4,8,8,10,0,1,0,"(1, 0, 4, 2, 3)",216.139758,10,5,0,10
256,16,32,16,6,2,1,0,"(0, 4, 3, 2, 1)",11.343904,10,5,0,10
64,2,256,8,2,0,0,1,"(0, 4, 2, 3, 1)",11.480465,10,5,0,10
32,256,32,1,6,2,0,0,"(1, 0, 4, 2, 3)",113.0787015,10,5,0,10
4,32,32,8,4,2,1,0,"(1, 0, 2, 4, 3)",506.548386,10,5,0,10
32,64,4,1,18,2,0,0,"(0, 1, 4, 2, 3)",17.5848385,10,5,0,10
32,4,256,1,6,0,0,0,"(0, 1, 4, 2, 3)",1767.205884,10,5,0,10
2,4,64,16,20,2,0,0,"(0, 1, 2, 3, 4)",411.1968665,10,5,0,10
2,8,32,32,8,2,1,0,"(0, 1, 2, 3, 4)",2122.1346095,10,5,0,10
64,256,2,2,12,0,0,0,"(1, 0, 4, 3, 2)",5.0757265,10,5,0,10
64,4,64,16,12,0,1,1,"(1, 0, 4, 3, 2)",147.4020155,10,5,0,10
64,32,8,16,2,1,0,0,"(0, 4, 2, 3, 1)",33.785717,10,5,0,10
64,64,2,8,20,2,0,1,"(0, 4, 2, 3, 1)",29.9586995,10,5,0,10
256,8,32,8,18,1,0,0,"(0, 4, 3, 2, 1)",10.80991,10,5,0,10
4,4,2,16,18,2,0,0,"(0, 1, 2, 4, 3)",72.711858,10,5,0,10
64,256,4,16,2,2,1,1,"(1, 0, 4, 3, 2)",64.2694625,10,5,0,10
32,64,2,8,16,2,0,1,"(0, 1, 4, 2, 3)",18.5879385,10,5,0,10
2,16,8,8,16,2,1,1,"(0, 1, 2, 3, 4)",511.985493,10,5,0,10
2,8,2,4,8,1,1,0,"(1, 0, 2, 3, 4)",136.3971655,10,5,0,10
16,4,128,2,4,1,0,1,"(4, 0, 2, 3, 1)",58.698852,10,5,0,10
2,128,16,2,12,0,1,0,"(1, 0, 2, 3, 4)",135.173115,10,5,0,10
4,8,256,4,8,2,1,0,"(1, 0, 2, 4, 3)",978.98855,10,5,0,10
64,256,4,32,18,1,0,1,"(0, 4, 2, 3, 1)",33.6107385,10,5,0,10
64,64,8,8,10,2,1,0,"(0, 4, 2, 3, 1)",33.3614685,10,5,0,10
32,8,32,4,18,2,0,1,"(0, 1, 4, 2, 3)",69.96685049999999,10,5,0,10
64,256,2,1,6,2,0,0,"(0, 1, 4, 3, 2)",22.9156245,10,5,0,10
64,32,64,16,8,2,0,1,"(4, 0, 3, 2, 1)",34.5856055,10,5,0,10
64,16,32,2,6,2,1,0,"(0, 4, 2, 3, 1)",33.5397965,10,5,0,10
32,128,4,16,10,2,1,0,"(0, 1, 4, 2, 3)",138.5886815,10,5,0,10
64,256,16,1,14,2,1,0,"(4, 0, 3, 2, 1)",57.499227,10,5,0,10
256,8,128,4,8,0,0,1,"(0, 4, 3, 2, 1)",9.159661,10,5,0,10
16,8,64,8,4,1,0,1,"(4, 0, 2, 3, 1)",113.7451865,10,5,0,10
64,128,16,8,14,0,1,1,"(1, 0, 4, 3, 2)",6.199085999999999,10,5,0,10
64,16,64,2,12,2,0,0,"(0, 4, 2, 3, 1)",33.572702500000005,10,5,0,10
256,8,2,1,4,0,1,0,"(0, 4, 3, 2, 1)",11.417266,10,5,0,10
64,16,256,4,6,1,0,0,"(1, 0, 4, 3, 2)",25.7977525,10,5,0,10
64,128,64,4,6,0,1,0,"(1, 0, 4, 3, 2)",27.3732825,10,5,0,10
256,8,256,32,18,1,0,1,"(0, 4, 3, 2, 1)",11.937375,10,5,0,10
2,32,128,8,12,2,0,1,"(0, 1, 2, 3, 4)",2581.602403,10,5,0,10
4,4,32,8,10,2,0,0,"(1, 0, 2, 4, 3)",176.7475655,10,5,0,10
64,256,4,2,6,0,0,0,"(4, 0, 3, 2, 1)",57.508645,10,5,0,10
2,256,4,4,20,2,0,0,"(1, 0, 2, 3, 4)",58.611465,10,5,0,10
32,32,4,1,8,0,0,0,"(1, 0, 4, 2, 3)",121.478839,10,5,0,10
2,256,32,4,2,2,0,1,"(1, 0, 2, 3, 4)",5260.895077,10,5,0,10
2,32,4,32,12,0,0,0,"(1, 0, 2, 3, 4)",343.96068,10,5,0,10
4,64,256,4,12,1,1,1,"(0, 1, 2, 4, 3)",981.497675,10,5,0,10
4,32,8,2,6,2,1,0,"(0, 1, 2, 4, 3)",212.025881,10,5,0,10
2,8,4,16,2,1,0,0,"(0, 1, 2, 3, 4)",987.6054385,10,5,0,10
256,64,256,4,8,1,0,1,"(0, 4, 3, 2, 1)",10.336688,10,5,0,10
64,2,32,4,18,1,0,1,"(1, 0, 4, 3, 2)",30.3746975,10,5,0,10
64,8,32,4,8,2,0,1,"(0, 4, 2, 3, 1)",33.183356,10,5,0,10
64,256,2,1,12,0,1,0,"(0, 1, 4, 3, 2)",5.234547,10,5,0,10
64,4,4,2,6,1,1,0,"(1, 0, 4, 3, 2)",102.588634,10,5,0,10
2,64,256,16,18,2,1,0,"(1, 0, 2, 3, 4)",982.8121805,10,5,0,10
32,128,64,4,6,1,0,1,"(0, 1, 4, 2, 3)",252.9517185,10,5,0,10
32,2,16,8,16,1,1,1,"(0, 1, 4, 2, 3)",97.4747,10,5,0,10
64,2,64,8,2,2,1,1,"(4, 0, 3, 2, 1)",35.840990000000005,10,5,0,10
64,64,2,4,8,1,1,1,"(0, 4, 2, 3, 1)",31.528615,10,5,0,10
2,16,64,2,2,2,0,1,"(1, 0, 2, 3, 4)",7100.3235845,10,5,0,10
2,128,64,1,6,1,1,0,"(0, 1, 2, 3, 4)",3027.5312655,10,5,0,10
2,256,32,32,4,2,1,1,"(0, 1, 2, 3, 4)",4219.88022,10,5,0,10
64,128,32,16,4,1,0,0,"(0, 1, 4, 3, 2)",33.497346500000006,10,5,0,10
64,8,8,8,2,2,0,0,"(1, 0, 4, 3, 2)",74.2911725,10,5,0,10
4,16,32,2,12,2,0,0,"(1, 0, 2, 4, 3)",141.5979775,10,5,0,10
64,32,64,16,18,0,1,0,"(1, 0, 4, 3, 2)",44.738995,10,5,0,10
64,256,256,2,6,0,0,1,"(0, 1, 4, 3, 2)",44.9571375,10,5,0,10
2,8,128,1,16,2,0,1,"(1, 0, 2, 3, 4)",749.5019805,10,5,0,10
32,256,128,4,2,2,1,0,"(1, 0, 4, 2, 3)",2224.864505,10,5,0,10
16,16,4,32,4,1,1,1,"(4, 0, 2, 3, 1)",123.7848435,10,5,0,10
64,16,64,1,14,1,0,0,"(0, 4, 2, 3, 1)",33.058241,10,5,0,10
64,16,16,4,14,2,1,1,"(4, 0, 3, 2, 1)",34.6664495,10,5,0,10
64,128,128,2,18,0,0,0,"(0, 4, 2, 3, 1)",45.3346555,10,5,0,10
2,128,16,32,12,1,1,0,"(0, 1, 2, 3, 4)",405.110752,10,5,0,10
16,8,32,16,12,0,1,0,"(4, 0, 2, 3, 1)",113.806044,10,5,0,10
32,64,16,1,8,1,1,0,"(1, 0, 4, 2, 3)",60.7091815,10,5,0,10
4,8,32,16,6,0,1,1,"(1, 0, 2, 4, 3)",880.5593005000001,10,5,0,10
32,8,4,8,12,0,1,1,"(0, 1, 4, 2, 3)",164.7513485,10,5,0,10
2,64,256,2,20,0,1,0,"(0, 1, 2, 3, 4)",2655.033319,10,5,0,10
32,128,8,4,8,0,1,1,"(1, 0, 4, 2, 3)",161.974504,10,5,0,10
64,2,2,16,12,0,1,1,"(1, 0, 4, 3, 2)",26.732953,10,5,0,10
32,32,2,4,8,2,0,1,"(1, 0, 4, 2, 3)",19.318421,10,5,0,10
64,4,32,2,20,1,1,1,"(4, 0, 3, 2, 1)",17.6612325,10,5,0,10
64,256,16,4,6,0,1,1,"(1, 0, 4, 3, 2)",7.297788,10,5,0,10
16,8,2,1,4,1,0,1,"(4, 0, 2, 3, 1)",112.638078,10,5,0,10
64,8,4,1,14,1,0,0,"(1, 0, 4, 3, 2)",58.3467055,10,5,0,10
64,128,8,2,8,1,1,0,"(0, 1, 4, 3, 2)",7.2919085,10,5,0,10
32,128,128,16,2,1,1,1,"(1, 0, 4, 2, 3)",2001.029416,10,5,0,10
64,256,32,4,6,0,1,1,"(0, 1, 4, 3, 2)",13.288709,10,5,0,10
32,128,16,8,18,1,0,0,"(1, 0, 4, 2, 3)",21.719895,10,5,0,10
2,8,16,2,8,2,1,1,"(0, 1, 2, 3, 4)",1190.62823,10,5,0,10
64,64,16,2,2,2,1,0,"(1, 0, 4, 3, 2)",38.9433115,10,5,0,10
256,128,8,8,14,0,1,0,"(0, 4, 3, 2, 1)",14.0975615,10,5,0,10
2,32,8,8,4,0,0,0,"(1, 0, 2, 3, 4)",752.687711,10,5,0,10
64,2,256,4,8,0,1,0,"(0, 1, 4, 3, 2)",272.71954,10,5,0,10
64,256,16,2,2,0,1,0,"(0, 1, 4, 3, 2)",12.80388,10,5,0,10
64,256,16,32,18,0,1,1,"(1, 0, 4, 3, 2)",5.295256,10,5,0,10
4,128,256,4,10,2,1,0,"(0, 1, 2, 4, 3)",1973.075769,10,5,0,10
64,16,16,1,20,0,0,1,"(0, 1, 4, 3, 2)",59.650187,10,5,0,10
2,64,16,1,6,2,0,0,"(1, 0, 2, 3, 4)",258.7795975,10,5,0,10
64,4,64,16,18,2,1,0,"(4, 0, 3, 2, 1)",16.091448999999997,10,5,0,10
64,2,64,2,6,1,1,1,"(0, 1, 4, 3, 2)",240.6410215,10,5,0,10
64,64,128,16,16,2,0,1,"(0, 4, 2, 3, 1)",30.7599705,10,5,0,10
64,16,256,1,20,2,0,1,"(1, 0, 4, 3, 2)",51.763822000000005,10,5,0,10
32,16,64,32,16,2,0,1,"(1, 0, 4, 2, 3)",89.316451,10,5,0,10
4,4,8,4,10,2,1,1,"(1, 0, 2, 4, 3)",156.9456895,10,5,0,10
64,256,16,2,20,1,0,1,"(4, 0, 3, 2, 1)",58.686075,10,5,0,10
32,2,128,16,8,0,0,0,"(0, 1, 4, 2, 3)",1103.1737545,10,5,0,10
64,4,8,32,18,1,0,0,"(0, 4, 2, 3, 1)",16.217391,10,5,0,10
2,128,256,4,20,0,1,1,"(1, 0, 2, 3, 4)",2829.6394855,10,5,0,10
64,64,4,1,12,0,1,1,"(4, 0, 3, 2, 1)",32.876453,10,5,0,10
4,32,32,4,6,1,1,0,"(1, 0, 2, 4, 3)",782.972604,10,5,0,10
64,32,8,16,14,0,0,1,"(4, 0, 3, 2, 1)",33.765449000000004,10,5,0,10
2,16,8,4,2,1,1,0,"(1, 0, 2, 3, 4)",1091.8726514999998,10,5,0,10
32,256,128,16,18,0,0,0,"(0, 1, 4, 2, 3)",1490.674246,10,5,0,10
32,32,2,2,18,2,1,1,"(0, 1, 4, 2, 3)",17.943586000000003,10,5,0,10
64,32,2,1,10,1,1,1,"(0, 1, 4, 3, 2)",17.545061,10,5,0,10
4,128,64,32,10,2,0,0,"(0, 1, 2, 4, 3)",372.0178375,10,5,0,10
4,4,2,16,20,1,1,1,"(0, 1, 2, 4, 3)",579.2535379999999,10,5,0,10
32,16,32,4,10,0,0,1,"(0, 1, 4, 2, 3)",524.5199789999999,10,5,0,10
4,16,32,2,8,1,0,0,"(0, 1, 2, 4, 3)",1069.788442,10,5,0,10
32,64,64,8,14,0,1,0,"(1, 0, 4, 2, 3)",837.8525155,10,5,0,10
16,128,64,32,6,2,0,0,"(4, 0, 2, 3, 1)",169.353546,10,5,0,10
16,2,16,2,12,1,1,1,"(4, 0, 2, 3, 1)",34.865719,10,5,0,10
2,128,256,1,10,2,1,0,"(1, 0, 2, 3, 4)",3815.637417,10,5,0,10
32,2,8,16,6,0,1,1,"(0, 1, 4, 2, 3)",439.2221405,10,5,0,10
2,32,8,1,6,1,1,1,"(1, 0, 2, 3, 4)",801.7925869999999,10,5,0,10
2,8,128,1,2,2,0,0,"(1, 0, 2, 3, 4)",5970.798865000001,10,5,0,10
64,64,64,16,10,1,1,1,"(0, 1, 4, 3, 2)",38.196393,10,5,0,10
2,64,128,8,8,2,0,0,"(0, 1, 2, 3, 4)",1348.760355,10,5,0,10
64,16,8,1,20,1,1,1,"(0, 4, 2, 3, 1)",33.1065325,10,5,0,10
2,4,256,2,18,2,1,0,"(1, 0, 2, 3, 4)",850.564249,10,5,0,10
64,2,16,16,16,0,0,0,"(0, 4, 2, 3, 1)",11.098615,10,5,0,10
4,16,128,2,4,0,1,1,"(0, 1, 2, 4, 3)",4645.856538,10,5,0,10
16,128,16,4,8,0,0,0,"(4, 0, 2, 3, 1)",170.759159,10,5,0,10
4,8,8,2,12,0,0,1,"(1, 0, 2, 4, 3)",110.1368975,10,5,0,10
16,64,256,32,4,0,0,1,"(4, 0, 2, 3, 1)",123.7884665,10,5,0,10
2,2,4,1,16,0,1,0,"(0, 1, 2, 3, 4)",306.993724,10,5,0,10
4,64,8,1,4,2,0,1,"(1, 0, 2, 4, 3)",951.7257785,10,5,0,10
256,64,16,4,4,1,1,1,"(0, 4, 3, 2, 1)",9.913636,10,5,0,10
2,64,64,2,16,0,0,0,"(0, 1, 2, 3, 4)",479.2034925,10,5,0,10
2,32,32,16,4,2,0,1,"(0, 1, 2, 3, 4)",4216.422138,10,5,0,10
256,128,8,16,16,1,0,1,"(0, 4, 3, 2, 1)",13.3017935,10,5,0,10
64,128,2,1,12,0,1,1,"(0, 1, 4, 3, 2)",7.765905,10,5,0,10
64,4,128,8,14,2,1,0,"(0, 1, 4, 3, 2)",29.211717,10,5,0,10
32,32,2,2,12,1,1,0,"(1, 0, 4, 2, 3)",101.161158,10,5,0,10
64,8,4,32,6,2,1,0,"(0, 4, 2, 3, 1)",31.12564,10,5,0,10
64,32,16,16,6,2,1,1,"(0, 1, 4, 3, 2)",14.464711,10,5,0,10
32,4,2,8,2,2,0,1,"(0, 1, 4, 2, 3)",211.4631655,10,5,0,10
32,64,128,1,2,2,1,1,"(0, 1, 4, 2, 3)",2221.8742205,10,5,0,10
4,4,16,2,18,0,0,1,"(0, 1, 2, 4, 3)",922.2440305,10,5,0,10
32,4,2,32,4,0,0,0,"(0, 1, 4, 2, 3)",145.690924,10,5,0,10
64,16,16,2,4,2,0,1,"(4, 0, 3, 2, 1)",33.241584,10,5,0,10
64,16,8,16,16,2,1,0,"(0, 1, 4, 3, 2)",8.6036575,10,5,0,10
