chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
256,8,2,13,0,1,1,"(3, 0, 4, 2, 1)",5,0.0,10.0,10,944.537002
512,1,2,8,1,0,0,"(0, 2, 1, 4, 3)",5,0.0,10.0,10,1038.3039039999999
256,4,2,13,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,992.2525195000001
1024,16,64,11,2,1,0,"(3, 2, 0, 4, 1)",5,0.0,10.0,10,1072.875406
128,32,256,11,1,1,0,"(2, 4, 1, 3, 0)",5,0.0,10.0,10,1027.702092
64,4,64,19,0,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,986.0697749999999
64,1,32,2,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,972.5681225000001
1024,64,4,15,2,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,1039.5441544999999
8,1,256,14,2,1,0,"(1, 2, 0, 4, 3)",5,0.0,10.0,10,1036.034534
128,4,128,7,0,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,1005.1897035
4,2,128,9,0,0,1,"(0, 2, 3, 4, 1)",5,0.0,10.0,10,948.7971815000001
32,2,256,18,0,0,0,"(0, 4, 2, 1, 3)",5,0.0,10.0,10,1003.49992
64,1,8,4,0,1,0,"(4, 0, 2, 1, 3)",5,0.0,10.0,10,1005.2668410000001
128,32,128,6,1,1,1,"(1, 2, 4, 0, 3)",5,0.0,10.0,10,1011.862812
32,1,8,19,1,1,0,"(2, 4, 0, 3, 1)",5,0.0,10.0,10,1054.3161765
64,1,256,3,1,1,1,"(2, 4, 0, 1, 3)",5,0.0,10.0,10,947.8488185000001
512,1,1,16,1,1,1,"(4, 3, 0, 1, 2)",5,0.0,10.0,10,952.8580145
1024,128,64,4,2,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,1092.02033
256,128,128,17,2,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,994.6185204999999
64,2,128,14,1,1,1,"(3, 2, 4, 0, 1)",5,0.0,10.0,10,956.098572
4,1,16,2,2,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,954.0385645
128,8,64,9,0,1,0,"(3, 4, 2, 0, 1)",5,0.0,10.0,10,1028.1667465
32,2,16,5,1,0,0,"(4, 3, 2, 0, 1)",5,0.0,10.0,10,1038.360912
1024,512,2,9,2,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,1068.9106080000001
256,32,256,12,2,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,1082.1323585
4,2,8,15,2,0,1,"(1, 3, 2, 4, 0)",5,0.0,10.0,10,211.93278
2,1,2,11,1,0,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,118.0428505
128,16,16,19,0,1,1,"(4, 0, 3, 1, 2)",5,0.0,10.0,10,943.264724
1024,128,32,14,2,1,0,"(2, 1, 4, 3, 0)",5,0.0,10.0,10,1068.5463450000002
256,64,4,5,2,0,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,991.003721
256,64,16,6,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1050.6908375
128,8,32,3,0,0,0,"(4, 1, 2, 3, 0)",5,0.0,10.0,10,1020.559814
1024,2,1,9,1,0,1,"(3, 2, 4, 1, 0)",5,0.0,10.0,10,943.603468
128,1,8,11,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1023.3480445
128,32,2,18,0,1,0,"(4, 2, 1, 3, 0)",5,0.0,10.0,10,991.78292
32,16,128,10,2,0,1,"(3, 0, 4, 2, 1)",5,0.0,10.0,10,1064.37856
512,2,256,11,1,1,1,"(1, 4, 2, 3, 0)",5,0.0,10.0,10,942.753505
512,16,16,4,2,1,0,"(0, 4, 2, 1, 3)",5,0.0,10.0,10,1035.701599
32,1,16,6,0,0,0,"(2, 4, 0, 3, 1)",5,0.0,10.0,10,1027.5740645
1024,256,16,14,1,1,1,"(0, 4, 1, 2, 3)",5,0.0,10.0,10,995.022701
2,1,128,12,0,0,0,"(2, 1, 0, 4, 3)",5,0.0,10.0,10,1003.79169
32,16,4,13,1,1,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,632.556612
128,32,16,10,0,0,0,"(3, 2, 4, 1, 0)",5,0.0,10.0,10,999.9810185000001
512,128,64,3,0,1,0,"(4, 2, 0, 3, 1)",5,0.0,10.0,10,1012.2320870000001
32,16,16,20,1,0,1,"(2, 0, 1, 4, 3)",5,0.0,10.0,10,988.189845
256,16,2,13,2,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,989.9789860000001
512,16,1,10,2,1,1,"(4, 3, 1, 2, 0)",5,0.0,10.0,10,990.1768565
128,16,2,11,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,1090.64698
64,32,2,19,2,1,0,"(3, 4, 1, 2, 0)",5,0.0,10.0,10,655.8253145
1024,64,8,15,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,1014.8812674999999
512,1,4,3,1,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,957.227071
256,16,128,6,0,0,0,"(2, 0, 1, 4, 3)",5,0.0,10.0,10,1042.3779385
1024,1,128,11,0,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,964.7551275000001
512,128,256,15,1,0,1,"(2, 1, 0, 4, 3)",5,0.0,10.0,10,947.1088844999999
128,1,32,8,1,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,976.318931
1024,256,1,6,0,0,1,"(1, 3, 0, 4, 2)",5,0.0,10.0,10,942.1351115
256,2,64,10,0,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,947.1999515
8,4,8,15,1,1,1,"(2, 0, 3, 4, 1)",5,0.0,10.0,10,392.19676200000004
1024,1,8,4,0,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,988.1672854999999
256,64,256,18,1,1,1,"(3, 0, 4, 1, 2)",5,0.0,10.0,10,995.555175
256,1,128,17,2,1,0,"(4, 3, 1, 0, 2)",5,0.0,10.0,10,1033.679835
8,2,64,17,2,1,0,"(4, 0, 1, 2, 3)",5,0.0,10.0,10,1068.368782
128,16,128,8,1,1,0,"(1, 4, 0, 2, 3)",5,0.0,10.0,10,1040.96376
4,1,1,16,2,1,0,"(0, 3, 4, 1, 2)",5,0.0,10.0,10,79.7314485
64,1,256,18,2,1,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,1038.678361
64,2,16,9,1,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1035.372345
256,1,256,7,2,0,0,"(4, 3, 0, 1, 2)",5,0.0,10.0,10,1035.0654755
128,2,64,18,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1009.2236305
256,1,2,12,2,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,953.7075655
512,4,128,18,0,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,1036.9923680000002
256,1,4,11,0,0,0,"(3, 2, 0, 4, 1)",5,0.0,10.0,10,1049.2843655
512,1,16,18,0,1,0,"(2, 4, 1, 0, 3)",5,0.0,10.0,10,950.5116694999999
512,256,8,16,0,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,965.2368655
16,1,4,5,0,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,357.28192149999995
64,8,64,17,2,0,1,"(1, 2, 3, 4, 0)",5,0.0,10.0,10,944.1367580000001
512,256,8,20,1,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,989.14549
256,128,8,16,0,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,1000.2519765000001
32,1,128,9,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,1025.3254855
32,16,4,3,1,0,0,"(4, 0, 3, 1, 2)",5,0.0,10.0,10,668.866497
8,1,8,2,1,0,1,"(1, 4, 2, 3, 0)",5,0.0,10.0,10,944.2859619999999
16,4,1,3,1,0,0,"(2, 3, 4, 1, 0)",5,0.0,10.0,10,370.144718
512,16,4,10,2,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,1042.9019435
16,1,64,18,2,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,1033.5541925
256,1,4,9,2,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,1002.924634
512,4,256,7,1,0,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,973.793336
128,4,16,5,0,1,0,"(3, 1, 4, 2, 0)",5,0.0,10.0,10,1034.646072
32,16,16,8,1,0,0,"(4, 2, 0, 1, 3)",5,0.0,10.0,10,991.138794
128,8,32,5,2,0,1,"(2, 0, 4, 3, 1)",5,0.0,10.0,10,975.5458659999999
128,16,32,18,0,1,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,996.277929
8,4,128,16,2,1,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,1018.108528
1024,1,64,5,1,0,1,"(3, 2, 4, 1, 0)",5,0.0,10.0,10,969.582703
32,8,16,2,0,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,1001.6317755
256,32,256,2,1,0,1,"(2, 0, 3, 4, 1)",5,0.0,10.0,10,947.4899795
128,8,8,10,1,1,0,"(2, 1, 0, 4, 3)",5,0.0,10.0,10,1002.3083455
128,8,16,19,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,1035.2239725
16,4,2,16,1,1,1,"(3, 4, 0, 1, 2)",5,0.0,10.0,10,209.2663375
512,8,64,4,1,0,0,"(4, 1, 2, 0, 3)",5,0.0,10.0,10,1041.234481
1024,2,256,13,1,1,1,"(2, 3, 4, 0, 1)",5,0.0,10.0,10,991.0667685000001
4,1,1,15,0,1,0,"(4, 2, 0, 1, 3)",5,0.0,10.0,10,92.1474525
16,8,16,12,1,1,0,"(3, 1, 4, 0, 2)",5,0.0,10.0,10,1013.132717
1024,32,2,3,1,0,0,"(3, 0, 4, 2, 1)",5,0.0,10.0,10,1042.107201
32,16,256,5,1,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,1061.877282
32,4,16,7,1,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,951.6968589999999
1024,512,64,19,1,0,1,"(3, 2, 1, 4, 0)",5,0.0,10.0,10,1034.989501
128,1,16,16,0,1,1,"(4, 0, 3, 1, 2)",5,0.0,10.0,10,985.158668
512,8,16,10,2,1,0,"(1, 4, 3, 2, 0)",5,0.0,10.0,10,1048.81196
64,16,1,4,0,0,1,"(2, 0, 4, 3, 1)",5,0.0,10.0,10,362.97150899999997
64,4,2,10,2,1,0,"(1, 2, 0, 4, 3)",5,0.0,10.0,10,659.3345695
512,64,64,20,2,0,0,"(4, 1, 2, 0, 3)",5,0.0,10.0,10,1046.1665395
1024,32,4,16,0,0,1,"(2, 1, 3, 4, 0)",5,0.0,10.0,10,966.9505325
8,4,16,20,1,1,0,"(3, 4, 2, 1, 0)",5,0.0,10.0,10,616.64674
512,256,16,4,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1037.0619609999999
512,8,32,4,1,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,1037.8908915
512,2,64,19,1,0,0,"(4, 2, 1, 3, 0)",5,0.0,10.0,10,1058.6461045
256,32,16,8,0,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,947.726471
8,2,4,8,2,1,1,"(1, 3, 0, 4, 2)",5,0.0,10.0,10,198.9674255
16,2,2,2,0,0,1,"(0, 2, 3, 4, 1)",5,0.0,10.0,10,952.4160234999999
128,32,256,20,1,1,1,"(2, 0, 3, 4, 1)",5,0.0,10.0,10,1056.9055445
1024,2,32,11,1,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,1038.049252
2,1,64,4,2,1,0,"(2, 4, 0, 3, 1)",5,0.0,10.0,10,666.9329365
256,1,16,12,2,0,0,"(0, 3, 4, 2, 1)",5,0.0,10.0,10,1050.384544
16,1,128,13,1,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,1051.6228715000002
128,16,2,6,0,1,0,"(4, 1, 0, 2, 3)",5,0.0,10.0,10,1008.7477269999999
64,1,2,13,0,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,597.894094
256,128,32,16,2,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,1060.0377254999999
64,8,2,16,0,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,595.4402895000001
1024,1,1,16,2,1,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,984.2323745
16,1,256,2,0,0,0,"(4, 0, 1, 2, 3)",5,0.0,10.0,10,971.1040800000001
64,8,8,19,0,1,0,"(2, 4, 0, 1, 3)",5,0.0,10.0,10,1058.8605535
32,16,64,6,1,0,0,"(3, 0, 1, 4, 2)",5,0.0,10.0,10,1089.417802
1024,128,32,14,1,0,1,"(3, 1, 4, 2, 0)",5,0.0,10.0,10,969.9203565
1024,512,16,19,2,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,1025.4118315
256,32,4,17,1,1,1,"(3, 4, 2, 0, 1)",5,0.0,10.0,10,953.0508075
16,4,16,7,2,1,1,"(3, 2, 4, 0, 1)",5,0.0,10.0,10,969.55949
32,1,32,2,1,0,0,"(4, 2, 0, 3, 1)",5,0.0,10.0,10,1037.844629
1024,128,16,5,0,1,1,"(2, 1, 4, 3, 0)",5,0.0,10.0,10,1009.138599
128,2,64,4,2,0,0,"(0, 3, 2, 4, 1)",5,0.0,10.0,10,1033.8472459999998
1024,128,1,5,0,1,0,"(1, 2, 3, 4, 0)",5,0.0,10.0,10,1050.050252
1024,32,8,13,2,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,980.2919790000001
512,4,256,11,0,1,0,"(2, 1, 0, 4, 3)",5,0.0,10.0,10,1001.4101765
64,1,1,16,1,1,1,"(4, 3, 1, 0, 2)",5,0.0,10.0,10,382.6914905
256,1,64,12,2,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,978.6696919999999
1024,8,16,8,2,0,1,"(2, 0, 1, 4, 3)",5,0.0,10.0,10,948.49635
256,64,2,3,1,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,943.9557355
64,16,8,13,2,0,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,994.7001534999999
128,16,1,5,1,1,0,"(1, 2, 4, 3, 0)",5,0.0,10.0,10,656.1291425
128,16,32,16,0,0,1,"(3, 2, 4, 0, 1)",5,0.0,10.0,10,948.8529085
1024,256,4,19,0,0,0,"(3, 4, 1, 2, 0)",5,0.0,10.0,10,999.1754510000001
256,16,256,20,1,0,1,"(3, 1, 4, 0, 2)",5,0.0,10.0,10,993.5131920000001
32,16,64,4,2,1,1,"(0, 4, 3, 1, 2)",5,0.0,10.0,10,943.097195
256,32,32,6,0,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,998.864163
128,32,32,4,1,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,932.2031965
8,4,8,2,0,1,0,"(2, 3, 0, 4, 1)",5,0.0,10.0,10,627.1598735
64,8,128,15,1,0,1,"(0, 4, 1, 2, 3)",5,0.0,10.0,10,1094.7956450000001
64,32,256,13,2,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,1035.9856395
1024,32,256,18,0,0,1,"(4, 0, 3, 1, 2)",5,0.0,10.0,10,972.5854225
512,4,128,11,0,0,0,"(3, 4, 1, 0, 2)",5,0.0,10.0,10,1038.9539650000002
1024,16,8,8,2,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,944.792609
128,64,16,18,0,1,1,"(2, 1, 4, 3, 0)",5,0.0,10.0,10,970.631677
8,2,1,8,2,0,0,"(3, 0, 4, 2, 1)",5,0.0,10.0,10,153.5822765
1024,4,4,11,0,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,1004.149049
256,2,32,19,0,0,1,"(2, 4, 0, 3, 1)",5,0.0,10.0,10,947.5348805
64,2,64,10,2,1,0,"(2, 0, 1, 4, 3)",5,0.0,10.0,10,1035.1020485
1024,4,32,2,1,0,0,"(4, 3, 1, 2, 0)",5,0.0,10.0,10,992.677094
128,64,8,10,0,0,1,"(2, 3, 4, 0, 1)",5,0.0,10.0,10,965.748915
32,16,256,15,0,1,1,"(1, 4, 0, 2, 3)",5,0.0,10.0,10,968.9205159999999
256,1,128,14,0,1,0,"(1, 3, 0, 4, 2)",5,0.0,10.0,10,970.6922890000001
1024,8,2,11,2,1,0,"(3, 1, 4, 2, 0)",5,0.0,10.0,10,1035.134732
32,4,256,17,1,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,946.914074
32,2,1,7,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,213.506195
16,2,4,10,2,1,0,"(3, 1, 4, 0, 2)",5,0.0,10.0,10,370.5439635
1024,8,256,19,0,1,1,"(0, 2, 4, 3, 1)",5,0.0,10.0,10,948.9402375
64,4,256,14,0,0,1,"(3, 2, 4, 0, 1)",5,0.0,10.0,10,952.6507285
512,256,2,16,1,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,1034.7499185000001
512,1,1,16,0,1,1,"(3, 0, 2, 4, 1)",5,0.0,10.0,10,948.6046925
512,256,256,6,0,1,1,"(2, 0, 3, 4, 1)",5,0.0,10.0,10,969.8954215
128,64,32,2,2,1,0,"(0, 2, 3, 4, 1)",5,0.0,10.0,10,1000.5533399999999
64,2,128,11,2,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,1002.3069439999999
2,1,16,12,2,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,211.44326999999998
64,1,64,7,1,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1039.9023235
16,8,32,11,1,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,974.7439099999999
32,8,8,11,2,0,1,"(2, 3, 4, 1, 0)",5,0.0,10.0,10,979.6447585000001
512,2,256,15,2,1,1,"(2, 0, 4, 1, 3)",5,0.0,10.0,10,974.7802385
32,1,1,19,1,0,0,"(4, 0, 3, 1, 2)",5,0.0,10.0,10,216.0968775
1024,1,2,13,0,0,1,"(3, 2, 4, 0, 1)",5,0.0,10.0,10,963.7292545
64,1,16,16,2,0,0,"(3, 2, 1, 4, 0)",5,0.0,10.0,10,1000.1761584999999
256,16,32,8,0,0,1,"(2, 4, 1, 0, 3)",5,0.0,10.0,10,994.707268
256,4,128,17,1,1,0,"(4, 0, 2, 1, 3)",5,0.0,10.0,10,1038.744422
256,64,1,18,1,0,0,"(3, 4, 1, 0, 2)",5,0.0,10.0,10,1051.3587870000001
1024,32,2,3,1,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,1015.6047490000001
32,8,4,11,0,0,1,"(2, 0, 4, 3, 1)",5,0.0,10.0,10,595.785801
256,32,2,10,1,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,973.5782650000001
1024,64,2,17,0,0,0,"(3, 4, 1, 2, 0)",5,0.0,10.0,10,1002.8865235000001
32,1,1,15,0,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,199.17015800000001
512,256,256,15,1,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,1015.845867
128,16,32,6,1,1,1,"(2, 1, 4, 0, 3)",5,0.0,10.0,10,941.6637734999999
256,8,1,8,0,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,1045.6445804999998
256,32,4,6,0,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,949.4210215
128,32,128,6,1,0,0,"(0, 3, 4, 2, 1)",5,0.0,10.0,10,1013.287221
32,16,64,5,1,0,1,"(4, 1, 3, 0, 2)",5,0.0,10.0,10,949.0118125
8,4,256,7,0,1,0,"(3, 1, 4, 0, 2)",5,0.0,10.0,10,1011.1416865
512,32,128,5,0,1,1,"(2, 4, 0, 3, 1)",5,0.0,10.0,10,991.1628694999999
1024,64,32,17,0,1,0,"(4, 3, 1, 0, 2)",5,0.0,10.0,10,995.9873895000001
256,128,1,9,0,0,0,"(1, 4, 2, 0, 3)",5,0.0,10.0,10,1004.028871
1024,4,1,13,1,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,1006.8247085
8,4,1,8,0,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,180.229476
1024,1,256,9,2,1,0,"(1, 3, 0, 4, 2)",5,0.0,10.0,10,1042.9548774999998
512,1,4,12,2,1,0,"(2, 0, 4, 3, 1)",5,0.0,10.0,10,1038.68916
8,2,1,10,0,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,136.624444
64,8,16,11,2,1,0,"(2, 0, 3, 4, 1)",5,0.0,10.0,10,1018.860089
16,1,8,2,1,1,1,"(4, 2, 3, 1, 0)",5,0.0,10.0,10,944.2535714999999
64,1,8,19,1,1,1,"(3, 1, 4, 2, 0)",5,0.0,10.0,10,1099.907215
512,16,8,12,2,1,1,"(2, 0, 4, 3, 1)",5,0.0,10.0,10,980.6055385
32,16,4,12,2,1,1,"(2, 4, 1, 3, 0)",5,0.0,10.0,10,622.5012715
2,1,16,16,0,0,1,"(1, 2, 0, 4, 3)",5,0.0,10.0,10,202.45565649999998
1024,512,128,4,1,1,0,"(0, 4, 3, 1, 2)",5,0.0,10.0,10,1036.7698785
16,4,64,6,0,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,1004.0992315000001
64,32,64,11,1,1,1,"(3, 4, 0, 1, 2)",5,0.0,10.0,10,971.481957
8,2,256,13,0,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,1011.3985975
256,4,16,2,0,0,0,"(2, 3, 1, 4, 0)",5,0.0,10.0,10,1004.028466
1024,32,8,10,0,1,0,"(2, 0, 1, 4, 3)",5,0.0,10.0,10,1025.121376
32,2,32,10,1,0,1,"(4, 1, 2, 0, 3)",5,0.0,10.0,10,1033.4407935
64,16,32,20,1,1,1,"(2, 3, 4, 1, 0)",5,0.0,10.0,10,1067.9727229999999
64,2,16,6,2,1,1,"(4, 1, 0, 2, 3)",5,0.0,10.0,10,1005.4608424999999
64,16,8,18,0,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,985.712428
32,1,16,6,2,1,1,"(3, 4, 0, 2, 1)",5,0.0,10.0,10,993.823112
512,128,256,6,0,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,1005.438524
128,32,8,5,2,0,0,"(3, 0, 4, 1, 2)",5,0.0,10.0,10,1049.4001735
8,2,1,3,1,1,1,"(4, 2, 1, 0, 3)",5,0.0,10.0,10,494.272062
32,4,128,15,0,0,0,"(0, 3, 1, 4, 2)",5,0.0,10.0,10,999.40571
512,64,256,4,1,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,1034.960622
1024,128,128,14,0,0,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,971.9378265
2,1,32,8,2,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,380.54085599999996
1024,16,256,5,2,1,1,"(1, 2, 0, 4, 3)",5,0.0,10.0,10,1043.7524705
512,8,256,10,2,0,1,"(2, 4, 0, 3, 1)",5,0.0,10.0,10,1022.7752465000001
1024,4,64,10,1,1,1,"(2, 3, 1, 4, 0)",5,0.0,10.0,10,946.652112
128,1,1,10,2,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,642.219243
64,1,8,6,1,0,1,"(2, 1, 4, 0, 3)",5,0.0,10.0,10,1037.8295659999999
128,32,8,5,2,1,1,"(3, 4, 0, 2, 1)",5,0.0,10.0,10,995.477686
32,1,4,14,1,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,653.1304640000001
1024,4,256,3,0,0,0,"(2, 3, 4, 1, 0)",5,0.0,10.0,10,1060.8848600000001
128,64,32,19,1,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,998.3583100000001
256,128,128,11,0,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,947.4730785
16,2,2,14,1,1,1,"(0, 2, 1, 4, 3)",5,0.0,10.0,10,210.5821075
256,8,256,10,2,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,949.0715855
256,2,64,13,1,1,1,"(2, 1, 4, 3, 0)",5,0.0,10.0,10,946.1007079999999
256,128,8,5,1,1,0,"(2, 0, 3, 4, 1)",5,0.0,10.0,10,1049.000334
256,16,4,12,2,0,0,"(1, 4, 3, 2, 0)",5,0.0,10.0,10,1040.7104605
32,2,2,13,2,1,0,"(3, 4, 1, 0, 2)",5,0.0,10.0,10,393.4551085
512,1,32,2,1,1,0,"(2, 4, 1, 0, 3)",5,0.0,10.0,10,994.4117905
16,2,1,5,0,0,1,"(4, 3, 1, 0, 2)",5,0.0,10.0,10,278.80791
16,4,64,13,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,997.9661424999999
128,32,2,6,0,1,0,"(0, 4, 2, 1, 3)",5,0.0,10.0,10,1004.9836385000001
256,128,128,6,2,1,1,"(3, 1, 2, 4, 0)",5,0.0,10.0,10,969.305512
512,4,2,12,2,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,947.1924315
64,32,8,20,2,0,1,"(2, 3, 4, 1, 0)",5,0.0,10.0,10,995.1313345
128,16,16,15,2,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,980.6203075000001
1024,4,16,4,0,0,1,"(2, 0, 4, 1, 3)",5,0.0,10.0,10,989.8775055
1024,1,256,11,2,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,1044.412444
256,1,32,18,1,0,0,"(2, 0, 4, 3, 1)",5,0.0,10.0,10,1034.19048
2,1,2,11,2,0,1,"(2, 3, 4, 0, 1)",5,0.0,10.0,10,109.368637
256,4,64,4,2,1,0,"(4, 1, 3, 0, 2)",5,0.0,10.0,10,1036.5548275
1024,1,256,15,0,0,1,"(2, 1, 4, 0, 3)",5,0.0,10.0,10,944.971052
32,1,128,10,2,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,1038.1837154999998
256,8,64,5,0,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,955.648629
16,1,64,11,2,1,0,"(0, 2, 4, 1, 3)",5,0.0,10.0,10,1040.291743
64,1,1,10,1,0,0,"(2, 4, 0, 3, 1)",5,0.0,10.0,10,377.11346849999995
256,32,256,13,2,1,0,"(1, 3, 4, 2, 0)",5,0.0,10.0,10,1080.7730635
512,8,64,18,2,1,1,"(3, 0, 2, 4, 1)",5,0.0,10.0,10,1039.798053
64,8,1,9,1,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,393.12289
16,1,256,2,2,1,0,"(4, 1, 2, 3, 0)",5,0.0,10.0,10,958.6126505
64,16,1,15,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,380.672197
512,32,4,18,0,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,950.182933
512,32,1,3,2,0,1,"(2, 3, 1, 4, 0)",5,0.0,10.0,10,945.3113129999999
64,16,64,2,2,0,1,"(4, 3, 1, 0, 2)",5,0.0,10.0,10,947.6257165
32,4,8,19,2,0,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,954.2096905
128,2,64,9,0,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,981.128526
1024,2,8,20,0,1,1,"(1, 3, 4, 2, 0)",5,0.0,10.0,10,947.2404785
1024,128,4,17,1,0,0,"(2, 4, 0, 1, 3)",5,0.0,10.0,10,969.483318
