chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
4,2,1,2,2,1,0,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,425.2009075,"[460.507452, 425.039292, 425.139964, 425.158053, 425.132093, 425.189841, 425.271023, 425.084533, 424.903293, 425.075573]",1702594085732.0,1.0,10.992610599999898
2,1,4,14,2,1,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,105.788912,"[119.364379, 105.772857, 105.144597, 105.946806, 105.832027, 105.630098, 105.255347, 105.669397, 105.343928, 105.324817]",1702594091855.0,1.0,4.556664200000523
16,2,2,8,0,1,1,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,134.1532125,"[156.154256, 134.235353, 134.019869, 133.975999, 134.074, 134.104937, 134.325527, 134.201488, 133.945481, 134.382685]",1702593980835.0,1.0,4.390790100000595
16,4,4,10,1,1,1,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,145.889922,"[163.975848, 145.737472, 145.864752, 145.763482, 145.786474, 145.600303, 145.458257, 145.660523, 145.914662, 145.222509]",1702593989013.0,1.0,5.7475407000005365
8,4,32,8,2,1,1,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,84.83395250000001,"[101.345981, 84.610521, 84.744828, 84.840767, 84.791699, 84.766029, 84.773678, 84.752958, 84.845639, 84.789008]",1702593994227.0,1.0,3.1462725999990653
2,1,2,8,2,1,1,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,163.7431795,"[180.219923, 163.749079, 163.704369, 163.736101, 163.780271, 163.71748, 163.710351, 163.724159, 163.743679, 163.74544]",1702594003233.0,1.0,5.638595300000452
32,2,32,12,0,1,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,113.1722785,"[121.0512, 113.398021, 113.580489, 113.903125, 113.884045, 113.940685, 113.44797, 113.969374, 113.717717, 113.832636]",1702594009655.0,1.0,4.73061030000099
4,2,1,4,2,1,1,0,"(4, 0, 1, 3, 2)",hpclab63.idi.ntnu.no,586.3335165000001,"[672.242994, 586.236668, 586.044069, 586.303167, 586.333517, 586.468015, 586.317668, 586.333516, 586.563554, 586.333798]",1702594040182.0,1.0,13.85289849999972
16,1,1,16,1,1,0,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,135.65995099999998,"[149.080668, 135.417733, 137.357604, 135.335316, 135.608141, 136.107887, 136.009488, 136.052567, 135.900808, 135.610003]",1702594047788.0,1.0,5.696209700001054
64,4,1,4,2,0,0,0,"(0, 4, 1, 3, 2)",hpclab63.idi.ntnu.no,162.9225585,"[182.915393, 162.664113, 162.543863, 162.347625, 162.454663, 162.76498, 162.551974, 162.632071, 162.407244, 162.479433]",1702594056825.0,1.0,5.611205700000573
4,1,2,4,2,1,1,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,793.0687645,"[876.784684, 790.520541, 790.501492, 791.206284, 791.038817, 791.702689, 791.470052, 791.206844, 791.958446, 791.573741]",1702594097615.0,1.0,18.141224900000815
8,4,32,10,2,1,0,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,134.57020749999998,"[148.417404, 134.697693, 134.322135, 134.416284, 134.773052, 135.154426, 134.418146, 134.556692, 134.583723, 134.517385]",1702594105192.0,1.0,5.470470600000408
8,2,4,12,2,1,1,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,114.18288,"[128.826343, 113.927546, 114.433275, 114.623656, 113.867054, 113.988075, 114.612566, 113.730203, 114.391927, 114.531885]",1702594145137.0,1.0,4.136466600000131
16,8,32,2,2,1,1,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,860.8296095000001,"[934.372558, 860.525564, 860.978524, 860.782124, 860.772395, 860.801472, 860.803684, 860.855535, 860.925984, 861.316785]",1702594189427.0,1.0,20.42741659999956
4,2,32,6,0,1,0,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,101.1488985,"[116.034168, 101.051159, 101.124369, 101.074288, 101.115178, 101.828568, 103.102642, 101.038189, 100.980029, 101.089969]",1702594195482.0,1.0,3.622513200001413
32,4,4,14,0,1,1,0,"(0, 1, 4, 3, 2)",hpclab19.idi.ntnu.no,112.996103,"[125.841709, 112.444724, 112.273882, 115.312357, 114.079585, 115.353856, 111.945054, 111.930851, 115.608418, 113.525224]",1702594201992.0,1.0,4.730035000001226
64,2,4,14,0,0,1,0,"(1, 0, 3, 4, 2)",hpclab19.idi.ntnu.no,181.897176,"[202.519376, 183.899835, 181.71045, 181.72575, 181.080951, 181.41505, 183.467614, 183.267002, 182.119893, 181.64234]",1702594211935.0,1.0,7.15939070000095
32,8,32,2,1,0,1,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,928.36012,"[1016.596242, 927.708079, 927.87478, 930.012993, 928.472749, 934.400687, 927.624539, 929.100912, 929.45808, 929.135451]",1702594259606.0,1.0,22.44218659999897
8,2,8,14,1,0,0,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,98.2534345,"[112.479643, 98.371954, 98.320466, 98.306376, 98.133134, 98.170634, 98.279375, 98.136544, 98.063535, 98.052235]",1702594265517.0,1.0,3.6712504000010084
32,8,2,10,1,0,1,0,"(0, 1, 3, 4, 2)",hpclab19.idi.ntnu.no,152.278794,"[162.877336, 152.271314, 152.256354, 152.563173, 152.449013, 152.305485, 152.422644, 152.448433, 152.385074, 152.345264]",1702594273963.0,1.0,6.085355800001707
8,2,64,12,0,1,0,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,171.178903,"[183.296903, 169.246475, 170.765016, 171.307768, 171.576119, 170.781168, 170.860837, 171.258196, 170.495407, 169.641176]",1702594283360.0,1.0,6.532819300000119
8,2,2,16,2,1,1,0,"(0, 1, 4, 3, 2)",hpclab19.idi.ntnu.no,95.353746,"[109.53537, 95.29647, 95.445663, 95.16094, 95.546662, 95.360201, 95.087551, 95.23689, 95.397563, 95.58967]",1702594288983.0,1.0,4.221765099999902
4,1,16,4,1,1,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,187.98225,"[206.449392, 187.28975, 189.249452, 187.64088, 187.82564, 188.000529, 187.48576, 187.55546, 188.254931, 188.139181]",1702594148626.0,1.0,6.560641000000032
64,4,16,4,2,0,0,0,"(1, 4, 0, 3, 2)",hpclab61.idi.ntnu.no,260.093941,"[276.854282, 258.62304, 260.871721, 258.543619, 257.830779, 259.70597, 260.35609, 259.70444, 261.381152, 261.133371]",1702594162508.0,1.0,9.007073500000024
16,1,16,10,2,1,0,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,98.3675175,"[105.124001, 98.333058, 98.347548, 98.180129, 98.387487, 98.129129, 98.828139, 98.567529, 97.594138, 99.098458]",1702594168174.0,1.0,4.5597983999999085
4,1,2,16,1,1,0,0,"(4, 1, 0, 3, 2)",hpclab61.idi.ntnu.no,116.763351,"[130.79428, 116.684712, 116.75093, 116.596661, 116.547839, 116.805381, 116.72005, 116.867752, 116.89699, 116.775772]",1702594174848.0,1.0,5.356281199999922
32,8,64,14,0,0,1,0,"(4, 1, 0, 3, 2)",hpclab61.idi.ntnu.no,360.5086105,"[372.9097, 364.535862, 364.788902, 365.036183, 365.708912, 366.444973, 367.934586, 356.245876, 356.071326, 355.938977]",1702594193694.0,1.0,13.477101399999901
4,2,32,14,1,1,1,0,"(1, 4, 0, 3, 2)",hpclab61.idi.ntnu.no,144.66111949999998,"[158.71295, 144.60483, 144.627399, 144.59873, 144.628731, 144.650451, 144.3117, 144.91781, 144.41207, 144.49972]",1702594201768.0,1.0,5.9800922999997965
64,4,4,14,0,1,1,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,131.23037,"[145.233201, 132.019641, 132.055223, 131.142851, 131.32455, 131.21663, 131.382432, 131.217841, 131.3359, 130.30888]",1702594209169.0,1.0,5.621410300000207
16,8,64,4,0,1,0,0,"(4, 1, 0, 3, 2)",hpclab61.idi.ntnu.no,426.6619055,"[447.959519, 426.832105, 426.214474, 426.282934, 426.008494, 426.753795, 426.791336, 426.664554, 426.796545, 426.639045]",1702594231407.0,1.0,14.149385900000107
32,1,64,12,2,0,1,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,120.768713,"[134.010622, 124.941926, 121.294543, 121.698195, 121.552693, 121.539893, 121.403725, 120.758582, 120.733242, 120.565682]",1702594238268.0,1.0,5.1664105999996535
8,1,8,2,1,1,1,0,"(0, 1, 4, 3, 2)",hpclab61.idi.ntnu.no,759.92769,"[846.089913, 759.847743, 760.077584, 759.859824, 759.887504, 759.997824, 760.104672, 759.925394, 759.861124, 760.107634]",1702594277439.0,1.0,19.283011599999917
16,1,4,12,0,0,1,0,"(4, 1, 0, 3, 2)",hpclab62.idi.ntnu.no,186.384936,"[201.696833, 185.225807, 189.661678, 185.632016, 184.874648, 186.965742, 188.940359, 186.047574, 185.569766, 190.116427]",1702594148591.0,1.0,6.866040800000337
64,2,2,16,2,1,1,0,"(4, 0, 1, 3, 2)",hpclab62.idi.ntnu.no,139.1062045,"[152.212843, 138.718771, 139.682558, 139.09695, 138.9625, 139.477559, 139.272649, 139.472578, 139.438959, 139.659889]",1702594156387.0,1.0,5.5751282000012
4,2,64,8,2,0,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,106.2228155,"[115.725916, 106.902904, 106.562355, 106.533834, 106.539526, 106.316786, 106.155906, 106.153216, 106.179816, 106.157118]",1702594162505.0,1.0,4.534050599998591
16,2,1,12,2,1,1,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,84.77919349999999,"[99.04189, 81.753416, 82.045584, 82.087244, 81.910196, 84.745659, 82.002476, 85.027768, 84.715698, 84.97318]",1702594167681.0,1.0,3.1085705000004964
2,1,16,4,1,1,0,0,"(1, 4, 0, 3, 2)",hpclab62.idi.ntnu.no,239.374822,"[259.882556, 239.521786, 239.331237, 239.477549, 239.399327, 239.449377, 239.339207, 239.198247, 239.197559, 239.350317]",1702594180520.0,1.0,7.407221800000116
16,1,1,4,0,1,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,418.687586,"[501.879287, 417.01794, 417.714358, 420.504942, 418.280067, 420.553411, 418.468076, 417.292889, 418.163607, 419.055805]",1702594202662.0,1.0,10.108646199998475
16,4,16,14,2,1,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,94.762834,"[99.35169, 94.273831, 94.193989, 94.974828, 95.051989, 95.08345, 93.84393, 94.830358, 95.175319, 94.803608]",1702594208217.0,1.0,4.383332099999825
32,2,16,8,2,1,1,0,"(1, 0, 3, 4, 2)",hpclab62.idi.ntnu.no,214.903012,"[240.005595, 215.139846, 214.928588, 215.061966, 214.830236, 214.667639, 214.856736, 214.847356, 214.949267, 214.877436]",1702594219848.0,1.0,7.433210799999506
4,1,16,16,2,1,0,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,121.6096395,"[137.475303, 122.086273, 121.670035, 121.867714, 121.098776, 121.566915, 121.848754, 121.410555, 121.978494, 121.589245]",1702594226712.0,1.0,5.181920200001332
32,1,4,12,0,0,1,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,135.65833650000002,"[147.570632, 120.584777, 135.109847, 116.888745, 138.82361, 121.614935, 137.289973, 121.988824, 135.103848, 117.538425]",1702594233988.0,1.0,5.016116599999805
32,8,4,10,0,1,1,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,79.52807150000001,"[93.30937, 79.381737, 79.470346, 79.552326, 79.441248, 79.535476, 79.491057, 79.432189, 79.582416, 79.656174]",1702594143521.0,1.0,3.4344813000003342
32,8,4,16,1,1,1,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,216.1225045,"[229.003131, 218.765572, 215.519071, 217.273637, 215.383668, 215.282398, 215.814383, 215.405886, 215.19914, 215.392908]",1702594155180.0,1.0,8.530938299998525
32,4,32,14,0,0,1,0,"(0, 4, 1, 3, 2)",hpclab63.idi.ntnu.no,122.4002505,"[134.780492, 120.570816, 123.396155, 121.488695, 119.342739, 124.014079, 122.445295, 122.622153, 121.868353, 125.668501]",1702594162136.0,1.0,5.055909200001042
16,2,1,12,2,0,0,0,"(1, 0, 3, 4, 2)",hpclab63.idi.ntnu.no,132.088751,"[150.138738, 132.651895, 132.202571, 131.997941, 131.945263, 131.991154, 132.035022, 131.660077, 131.956562, 131.966834]",1702594169569.0,1.0,5.593504899998516
64,1,2,6,2,0,0,0,"(1, 0, 3, 4, 2)",hpclab63.idi.ntnu.no,171.538903,"[196.007595, 171.453179, 171.588428, 171.625116, 171.412709, 171.808506, 172.006583, 171.706296, 171.681497, 171.726136]",1702594178993.0,1.0,6.246864700000879
64,8,4,4,0,1,0,0,"(1, 0, 3, 4, 2)",hpclab63.idi.ntnu.no,287.735106,"[309.563095, 287.730842, 287.622922, 287.651161, 287.564933, 287.656851, 287.79531, 287.690841, 287.890819, 287.8343]",1702594194268.0,1.0,9.228621299999213
64,8,32,12,0,0,0,0,"(4, 1, 0, 3, 2)",hpclab63.idi.ntnu.no,318.930891,"[331.343912, 320.017553, 318.630879, 317.067914, 318.395602, 318.196702, 318.688119, 318.637628, 319.056135, 317.057935]",1702594211070.0,1.0,11.389219600000796
4,2,1,8,0,0,1,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,165.7352655,"[181.488612, 165.737701, 165.76793, 165.74382, 165.74746, 165.731162, 165.683141, 165.6885, 165.64694, 165.669622]",1702594220220.0,1.0,5.6331225000008995
32,1,2,6,0,0,1,0,"(4, 1, 0, 3, 2)",hpclab63.idi.ntnu.no,336.724904,"[364.520647, 336.743314, 336.772393, 336.630025, 336.753574, 336.727286, 336.965321, 336.737184, 336.627125, 336.670845]",1702594237950.0,1.0,9.642728100000387
8,4,2,14,2,1,1,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,114.4776525,"[128.060436, 114.267424, 114.304175, 114.311775, 114.690189, 114.711961, 114.381354, 114.627151, 114.540712, 114.814189]",1702594244624.0,1.0,4.309599100000196
2,1,8,14,1,1,0,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,110.8256255,"[125.037458, 110.89626, 110.714942, 110.6967, 110.805231, 111.013611, 110.666022, 110.97705, 110.772751, 110.717041]",1702594295375.0,1.0,4.9271438000017955
64,8,64,4,1,1,0,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,420.3516135,"[440.701468, 420.251114, 419.891842, 420.007824, 422.816866, 420.848484, 420.452113, 419.928243, 419.586504, 420.663803]",1702594317300.0,1.0,13.206302400000277
4,1,16,16,2,1,1,0,"(0, 1, 2, 3, 4)",hpclab19.idi.ntnu.no,85.6635935,"[99.007567, 86.68564, 86.011329, 86.55849, 86.000489, 85.409588, 85.090326, 87.079621, 87.218101, 86.36669]",1702594322451.0,1.0,3.3087156000015967
64,1,8,16,1,0,1,0,"(0, 1, 3, 2, 4)",hpclab19.idi.ntnu.no,86.750765,"[94.364379, 86.588961, 87.192081, 87.083191, 87.405411, 87.751501, 87.284121, 86.366029, 85.955139, 87.059419]",1702594327537.0,1.0,4.143656199999532
64,2,1,2,0,0,1,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,872.1609465,"[952.270279, 877.528244, 874.60264, 874.053148, 874.142838, 873.96023, 873.8243, 874.2324, 872.911077, 872.881968]",1702594372317.0,1.0,20.725284599999576
2,1,64,12,2,1,1,0,"(0, 4, 1, 3, 2)",hpclab19.idi.ntnu.no,110.1943145,"[123.705007, 110.18058, 110.15079, 110.13555, 110.761451, 109.729969, 109.845719, 110.039209, 110.15554, 110.986352]",1702594378661.0,1.0,4.634947100000136
8,1,8,6,2,1,1,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,265.428572,"[292.817001, 265.501106, 265.342177, 265.299316, 265.543667, 265.533078, 265.421607, 265.638428, 265.341537, 265.395657]",1702594392784.0,1.0,8.066297299999132
4,1,4,8,1,1,0,0,"(1, 4, 0, 3, 2)",hpclab19.idi.ntnu.no,142.39944100000002,"[155.700927, 142.42263, 142.294121, 142.377731, 142.281981, 142.213261, 142.314861, 142.369761, 142.373031, 142.363361]",1702594400741.0,1.0,5.727773599998909
64,4,4,2,1,1,1,0,"(0, 4, 1, 3, 2)",hpclab19.idi.ntnu.no,586.3050785,"[673.700975, 586.343293, 586.589535, 586.638575, 586.608695, 586.475353, 586.891755, 586.838785, 587.849877, 586.924925]",1702594431308.0,1.0,14.247438200000033
64,2,32,12,2,0,0,0,"(0, 1, 3, 4, 2)",hpclab19.idi.ntnu.no,110.0873045,"[115.975446, 109.516529, 113.006823, 109.045578, 110.788221, 109.98604, 111.212001, 108.350897, 109.109929, 110.330301]",1702594437604.0,1.0,4.89470669999937
64,8,4,2,0,0,1,0,"(1, 0, 3, 4, 2)",hpclab61.idi.ntnu.no,1119.0721845,"[1193.762458, 1118.973758, 1118.846317, 1118.819966, 1118.889698, 1119.043338, 1120.347087, 1119.044858, 1118.645168, 1119.107046]",1702594346078.0,1.0,28.478675499999916
64,4,2,14,1,0,1,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,92.617184,"[100.900959, 92.561473, 92.981855, 92.753983, 92.660935, 92.807513, 92.569823, 92.379034, 92.849573, 92.778235]",1702594351539.0,1.0,4.426795800000218
8,2,1,12,0,1,1,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,137.49595449999998,"[153.110594, 131.559251, 142.432718, 130.313218, 136.464634, 144.05946, 130.978748, 143.239419, 130.99402, 143.940147]",1702594359227.0,1.0,5.598932300000342
8,2,16,10,0,1,1,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,63.2226585,"[77.962204, 63.066942, 63.317933, 63.083444, 63.093693, 63.089693, 63.056764, 63.048643, 63.022424, 62.992023]",1702594363357.0,1.0,2.579483700000128
16,1,16,10,1,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,118.9704215,"[132.809151, 118.916302, 119.033122, 118.867112, 119.123372, 119.065951, 119.049241, 119.07031, 118.990292, 119.046922]",1702594370153.0,1.0,4.632575899999938
32,4,32,2,2,1,1,0,"(1, 0, 3, 4, 2)",hpclab61.idi.ntnu.no,1018.834881,"[1097.761511, 1018.748476, 1018.575116, 1018.583994, 1018.421306, 1020.267876, 1019.166775, 1018.785166, 1018.502144, 1018.567994]",1702594422251.0,1.0,25.817280499999832
8,2,2,10,0,1,0,0,"(4, 0, 1, 3, 2)",hpclab61.idi.ntnu.no,152.2815895,"[165.586823, 151.884613, 151.280313, 154.710945, 152.359223, 156.631317, 157.497318, 149.962654, 155.506917, 150.036212]",1702594430711.0,1.0,6.239040500000192
64,1,16,16,1,0,0,0,"(1, 0, 3, 2, 4)",hpclab61.idi.ntnu.no,161.6704105,"[180.386423, 162.24218, 161.81611, 161.848799, 161.615761, 160.599829, 160.717499, 161.72506, 161.43352, 161.27277]",1702594439623.0,1.0,6.862685199999942
64,4,16,14,1,1,1,0,"(4, 0, 1, 3, 2)",hpclab61.idi.ntnu.no,173.2323735,"[186.334098, 172.796298, 173.529047, 172.818918, 172.839198, 173.428477, 173.341989, 174.153229, 173.105306, 173.972549]",1702594449139.0,1.0,7.040326399999685
4,2,16,6,0,0,1,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,93.298863,"[120.980023, 93.051913, 93.595074, 93.416463, 93.096023, 93.298625, 93.455123, 93.097093, 93.167103, 93.026443]",1702594455182.0,1.0,3.202457299999878
16,8,1,16,2,1,1,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,109.2773755,"[117.378745, 108.67028, 108.850262, 110.273679, 109.550589, 109.126832, 109.515261, 110.214739, 109.304639, 108.994011]",1702594295252.0,1.0,5.173253999999725
16,8,4,6,2,1,0,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,177.507484,"[189.730169, 177.354975, 177.403813, 177.399665, 177.577713, 177.570554, 177.585734, 177.606383, 177.738784, 177.580952]",1702594304957.0,1.0,6.542643800000223
2,1,32,2,2,0,1,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,746.9510265,"[815.747623, 746.728333, 745.998853, 746.644041, 746.370902, 746.455341, 746.499082, 746.451283, 745.928082, 746.029012]",1702594343368.0,1.0,17.19832779999997
8,2,8,16,2,0,1,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,97.501679,"[110.900678, 97.724544, 97.557535, 97.415103, 97.514645, 97.918094, 97.207585, 97.524703, 97.503264, 97.547964]",1702594349094.0,1.0,4.365457099999185
4,2,32,4,0,0,1,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,809.1457705,"[884.157986, 809.008986, 809.139315, 809.352116, 809.132076, 809.022626, 809.252926, 809.152226, 809.067766, 809.185196]",1702594390681.0,1.0,18.27625959999932
2,1,4,16,2,1,1,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,85.456898,"[98.991732, 85.551298, 85.413829, 85.350538, 85.787628, 85.314569, 85.436699, 85.671958, 87.181023, 85.366709]",1702594395814.0,1.0,3.3010821000010764
16,4,1,14,2,1,0,0,"(0, 1, 4, 3, 2)",hpclab62.idi.ntnu.no,95.317894,"[109.427341, 94.578939, 94.74267, 94.539011, 94.83146, 95.706587, 94.73455, 94.86433, 94.70384, 95.393527]",1702594401430.0,1.0,4.300339200000598
64,2,64,6,2,0,1,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,94.605215,"[123.139631, 94.53668, 95.311289, 95.32674, 95.503807, 95.408529, 94.83885, 94.94947, 94.936228, 95.658939]",1702594407241.0,1.0,3.0543997000000673
16,8,64,6,2,1,1,0,"(4, 1, 0, 3, 2)",hpclab62.idi.ntnu.no,480.3439355,"[510.019997, 480.668693, 479.941127, 480.761166, 480.072207, 480.303986, 480.567044, 480.852216, 480.254226, 480.202786]",1702594432184.0,1.0,14.248007499999222
32,8,16,16,0,0,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,151.2632865,"[163.011524, 151.125398, 151.041785, 151.006658, 151.132277, 149.698028, 151.433637, 151.940154, 151.711306, 151.532357]",1702594440831.0,1.0,5.947508800000651
16,2,2,10,1,0,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,129.984891,"[147.753726, 130.216144, 130.168984, 130.156344, 130.410501, 130.121365, 130.159205, 130.041825, 130.181142, 130.260183]",1702594296338.0,1.0,5.4966960000005205
32,2,32,10,0,1,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,166.983499,"[184.67278, 167.217876, 167.605844, 166.708881, 166.581113, 166.646124, 166.77938, 166.841261, 166.343226, 167.066449]",1702594305516.0,1.0,6.37979070000074
8,2,1,10,0,0,1,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,139.79774700000002,"[155.593171, 139.85021, 139.90257, 139.716262, 139.588352, 139.783223, 139.94602, 139.728281, 139.8166, 140.402214]",1702594313392.0,1.0,5.552285600001778
64,1,32,8,2,1,1,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,224.504588,"[241.532498, 224.519433, 224.566662, 224.471443, 224.407623, 224.494483, 224.657071, 224.477403, 224.719659, 224.223625]",1702594325466.0,1.0,7.575249099999928
64,8,8,2,2,1,1,0,"(4, 1, 0, 3, 2)",hpclab63.idi.ntnu.no,1086.7309715,"[1178.556157, 1084.150515, 1099.811046, 1115.163864, 1117.37938, 1129.136433, 1122.399597, 1125.67196, 1125.73052, 1126.846499]",1702594381250.0,1.0,28.828408900000795
8,2,4,2,2,0,0,0,"(1, 0, 3, 4, 2)",hpclab63.idi.ntnu.no,476.9236635,"[516.415921, 476.849845, 476.908594, 476.805115, 476.902094, 476.842864, 476.921153, 476.933443, 477.064402, 476.784655]",1702594406065.0,1.0,12.10031539999909
64,2,1,10,1,0,0,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,173.901863,"[188.026591, 174.1249, 173.759414, 173.838063, 173.779853, 173.886952, 173.674694, 173.847511, 174.064851, 173.990191]",1702594415618.0,1.0,6.535564400001022
8,4,64,8,0,0,0,0,"(4, 1, 0, 3, 2)",hpclab63.idi.ntnu.no,212.7531715,"[225.710997, 212.919375, 212.798166, 212.590618, 212.828465, 212.661367, 212.564758, 212.615178, 213.098682, 212.732777]",1702594427123.0,1.0,7.693805500001327
32,1,64,4,2,0,1,0,"(0, 4, 1, 3, 2)",hpclab63.idi.ntnu.no,758.6809075,"[844.234068, 758.534154, 758.645203, 758.543534, 758.374316, 758.493155, 758.695882, 758.601715, 758.563933, 758.432255]",1702594466237.0,1.0,17.009404700000594
16,1,64,10,2,0,0,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,149.21768500000002,"[162.141537, 150.418531, 149.698141, 148.718481, 149.494052, 148.336485, 148.905178, 148.937249, 149.204976, 148.522392]",1702594474498.0,1.0,5.849099200000637
4,1,2,8,2,0,1,0,"(1, 0, 3, 4, 2)",hpclab19.idi.ntnu.no,166.5265715,"[190.314671, 166.492803, 167.126392, 166.732942, 166.374651, 166.516231, 166.536912, 166.266431, 166.467371, 166.705382]",1702594483664.0,1.0,5.981085700001131
64,1,1,4,0,0,1,0,"(0, 4, 1, 3, 2)",hpclab19.idi.ntnu.no,754.413898,"[841.614509, 754.407577, 754.449857, 754.394777, 754.401268, 754.300267, 754.402657, 754.317028, 754.323957, 754.309887]",1702594522581.0,1.0,17.46313200000077
16,8,16,4,2,1,1,0,"(1, 4, 0, 3, 2)",hpclab19.idi.ntnu.no,1060.7711115000002,"[1143.823548, 1056.346656, 1057.693908, 1060.287161, 1054.965454, 1055.725085, 1056.878317, 1051.15104, 1057.359488, 1051.408809]",1702594576974.0,1.0,26.0637613999992
8,2,16,8,1,0,0,0,"(0, 1, 3, 4, 2)",hpclab19.idi.ntnu.no,114.455951,"[125.018879, 114.487727, 114.447697, 114.522396, 114.480206, 114.478365, 114.449366, 114.435346, 114.394356, 114.406507]",1702594583534.0,1.0,4.9122702999993635
4,2,16,14,2,0,0,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,131.8393875,"[146.273317, 131.865147, 132.465917, 132.062957, 130.999897, 132.013479, 131.776399, 131.922018, 131.288926, 130.933516]",1702594590987.0,1.0,5.567452099999355
64,8,8,14,0,0,1,0,"(0, 1, 3, 4, 2)",hpclab19.idi.ntnu.no,145.35894000000002,"[150.615352, 140.193259, 139.929038, 137.260475, 139.805558, 140.000378, 145.309395, 145.197564, 145.040146, 145.145494]",1702594598996.0,1.0,5.943412200000603
4,1,2,4,2,0,0,0,"(0, 4, 1, 3, 2)",hpclab19.idi.ntnu.no,199.2094245,"[219.92558, 199.194095, 199.160304, 199.176573, 199.258684, 199.175864, 199.223965, 199.187475, 199.148563, 199.294303]",1702594609820.0,1.0,6.315807800000039
64,4,2,4,1,1,1,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,762.8245365,"[848.969402, 761.22781, 759.920449, 761.981779, 763.296083, 762.025861, 760.661889, 760.781218, 760.027469, 762.135842]",1702594649164.0,1.0,18.64745159999875
4,1,1,2,0,0,0,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,471.810701,"[515.240075, 471.71121, 471.727762, 471.695302, 471.88608, 471.6198, 471.728782, 471.579912, 471.766901, 471.77986]",1702594673745.0,1.0,12.226267499999086
