chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
64,32,2,16,2,0,0,0,0,"(1, 4, 3, 0, 2)",hpclab61.idi.ntnu.no,9.647337,"[9.210347, 9.644969, 9.655467, 9.633008, 9.625539, 9.177439, 9.641538, 9.631767, 9.610928, 9.610577, 9.192998, 9.647337, 9.637379, 9.721407, 9.683129, 305.528509, 306.5438, 306.51916, 306.46803, 306.48917, 305.476769, 306.52572, 306.30635, 306.46357, 306.43097]",1704596157090,True,0.2807479999974021
64,4,64,16,16,0,0,0,0,"(4, 2, 0, 1, 3)",hpclab61.idi.ntnu.no,597.859647,"[597.317498, 594.266644, 594.313585, 594.299615, 594.358635, 601.742762, 599.630549, 600.836909, 599.716109, 599.688999, 601.53797, 597.727308, 597.859647, 600.02524, 597.689248, 600.183519, 597.691498, 593.610883, 593.331404, 594.915805, 602.015251, 599.769909, 599.929859, 600.13138, 600.003169]",1704596182704,True,14.825984999995853
256,2,8,1,14,0,0,0,0,"(1, 0, 2, 4, 3)",hpclab62.idi.ntnu.no,3.197883,"[4.141841, 3.286243, 2.921422, 3.152333, 3.197883, 59.965, 60.709926, 60.691718, 60.692018, 60.654008, 2.841483, 3.269494, 2.920324, 2.877493, 2.845283, 59.95799, 60.702167, 60.679218, 60.655578, 60.669037, 3.176992, 3.522761, 2.968524, 3.080523, 2.951713]",1704595791881,True,0.11504500000592088
32,128,8,32,2,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab62.idi.ntnu.no,16.845841,"[16.631991, 16.93787, 16.845571, 16.845841, 16.89838, 68.975068, 69.708366, 69.774207, 70.084415, 69.667347, 16.164912, 16.87923, 16.842481, 16.803201, 16.79919, 16.061093, 16.827331, 16.737991, 16.729351, 16.742941, 68.979388, 69.715098, 69.678186, 69.781386, 70.057767]",1704595803519,True,0.3998670000000857
16,32,32,16,10,0,0,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,151.222707,"[150.523947, 151.252995, 151.215526, 151.216855, 151.216935, 150.536528, 151.251595, 151.222707, 151.242175, 151.212005, 68.05128, 68.80017, 68.800798, 68.659919, 68.612629, 150.607878, 151.249925, 151.239185, 151.230446, 151.204295, 150.555748, 151.244875, 151.240554, 151.222187, 151.307085]",1704595817570,True,3.24282900000253
4,4,16,4,12,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab62.idi.ntnu.no,536.703852,"[536.034813, 536.718062, 536.737621, 536.685112, 536.691922, 536.006294, 536.782892, 536.698292, 536.704122, 536.703852, 536.106793, 537.068971, 536.751222, 537.117191, 536.674112, 94.725638, 95.203237, 95.738336, 95.011737, 95.082208, 536.361693, 536.812132, 537.096831, 536.729371, 536.708672]",1704595839439,True,11.38472599999659
8,256,8,8,12,0,0,0,0,"(4, 0, 1, 2, 3)",hpclab62.idi.ntnu.no,914.746887,"[917.4254, 920.026144, 916.57124, 916.590543, 917.455609, 915.737182, 916.340493, 916.160492, 916.278513, 916.78101, 914.179208, 914.678465, 914.936886, 914.673415, 914.724117, 914.225806, 914.746887, 914.863694, 914.568306, 914.801467, 907.764702, 912.562112, 912.483261, 912.97886, 909.178669]",1704595872992,True,21.023007000003417
32,2,256,16,16,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab62.idi.ntnu.no,1443.473747,"[1442.326669, 1443.288488, 1443.417666, 1443.466126, 1443.752326, 1442.41821, 1443.174128, 1443.473747, 1443.634476, 1443.796766, 1442.310879, 1443.280127, 1444.053845, 1443.266557, 1444.006655, 1443.369886, 1443.718956, 1443.662376, 1443.940806, 1444.337764, 1442.840808, 1443.900406, 1444.004325, 1444.086425, 1444.300565]",1704595919767,True,32.011177000000316
8,256,4,2,4,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab62.idi.ntnu.no,1444.004325,"[1442.840808, 1443.900406, 1444.004325, 1444.086425, 1444.300565, 1442.840808, 1443.900406, 1444.004325, 1444.086425, 1444.300565, 1442.840808, 1443.900406, 1444.004325, 1444.086425, 1444.300565, 1442.840808, 1443.900406, 1444.004325, 1444.086425, 1444.300565, 1442.840808, 1443.900406, 1444.004325, 1444.086425, 1444.300565]",1704595929957,False,32.011177000000316
32,256,128,4,10,0,0,0,0,"(4, 3, 2, 0, 1)",hpclab62.idi.ntnu.no,69.423027,"[68.702689, 69.463967, 69.427126, 69.417679, 69.411658, 113.494724, 113.094305, 114.319412, 114.303032, 114.303622, 68.712069, 69.459869, 69.436428, 69.423027, 69.419747, 68.695299, 69.472367, 69.429317, 69.436408, 69.418427, 68.720459, 69.471037, 69.423698, 69.419076, 69.415717]",1704595942570,True,1.4931629999991856
64,8,256,2,14,0,0,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,181.648194,"[173.448224, 173.989713, 173.696101, 173.837893, 174.066393, 180.876855, 181.717154, 181.648194, 181.599904, 181.965344, 181.760453, 181.695564, 182.045123, 181.763795, 181.664804, 180.828405, 181.685744, 181.793323, 181.758304, 183.94291, 180.797856, 181.681414, 181.715583, 181.644946, 181.630194]",1704595957806,True,4.002554999999994
32,128,2,8,10,0,0,0,0,"(4, 1, 0, 2, 3)",hpclab62.idi.ntnu.no,138.415985,"[137.710616, 138.469186, 138.415985, 138.428686, 138.408075, 58.113114, 58.914651, 58.850353, 58.844592, 58.848152, 137.708457, 138.462586, 138.438945, 138.419557, 138.425964, 137.714637, 138.474576, 138.437744, 138.414007, 138.411774, 137.698937, 138.477365, 138.443125, 138.435606, 138.430215]",1704595971551,True,2.9524230000000102
2,2,128,8,2,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab63.idi.ntnu.no,1987.773169,"[1987.027349, 1989.557849, 1990.811265, 1989.846726, 1990.912893, 1982.644812, 1986.85843, 1987.773169, 1988.7248, 1988.987716, 1984.455999, 1987.469244, 1987.699652, 1988.144686, 1989.104045, 1982.77413, 1985.377379, 1986.009831, 1986.688564, 1986.854452, 1985.691086, 1986.982909, 1989.127835, 1988.62716, 1989.306552]",1704595840972,True,44.738806000000295
8,64,16,4,16,0,0,0,0,"(4, 2, 3, 0, 1)",hpclab63.idi.ntnu.no,268.854775,"[268.063694, 268.905414, 268.854775, 268.860245, 268.847035, 121.663418, 122.440849, 122.296411, 122.297512, 122.586707, 268.103504, 268.895764, 268.853165, 268.856125, 268.867405, 268.071934, 268.896994, 268.858075, 268.848046, 268.850315, 268.052404, 268.894315, 268.871874, 268.851655, 268.873515]",1704595857606,True,5.578599000000395
8,128,128,8,16,0,0,0,0,"(4, 2, 3, 1, 0)",hpclab63.idi.ntnu.no,268.871874,"[268.052404, 268.894315, 268.871874, 268.851655, 268.873515, 268.052404, 268.894315, 268.871874, 268.851655, 268.873515, 268.052404, 268.894315, 268.871874, 268.851655, 268.873515, 268.052404, 268.894315, 268.871874, 268.851655, 268.873515, 268.052404, 268.894315, 268.871874, 268.851655, 268.873515]",1704595867797,False,5.577424999999494
4,32,8,8,10,0,0,0,0,"(4, 0, 2, 1, 3)",hpclab63.idi.ntnu.no,2153.448459,"[2155.211407, 2152.896853, 2151.329594, 2151.204984, 2151.277344, 2209.90881, 2205.889455, 2205.058947, 2207.694534, 2204.587732, 2150.239906, 2147.871724, 2147.974522, 2148.042012, 2148.643945, 2153.448459, 2150.66895, 2150.597093, 2165.412576, 2204.093808, 2208.23442, 2204.855637, 2206.170414, 2204.55178, 2204.049528]",1704595932883,True,50.22751999999855
4,64,32,16,4,0,0,0,0,"(0, 1, 2, 4, 3)",hpclab63.idi.ntnu.no,416.325808,"[413.738678, 414.280812, 414.615589, 414.537059, 414.35271, 4982.58713, 4984.126821, 4984.434179, 4984.26339, 4983.113945, 415.134001, 415.3064, 414.938684, 415.718695, 415.25474, 415.263581, 416.402497, 416.325808, 416.235959, 416.497246, 415.650536, 416.516526, 416.295728, 416.883772, 417.289037]",1704595976730,True,11.819059999999808
64,64,64,16,4,0,0,0,0,"(4, 3, 1, 0, 2)",hpclab63.idi.ntnu.no,9.261831,"[34.418622, 35.312821, 35.269043, 35.263271, 35.245303, 8.242932, 9.26541, 9.238091, 9.229899, 9.066783, 8.236464, 9.299929, 9.261831, 9.26437, 9.23368, 8.232382, 9.29343, 9.23992, 9.232901, 9.217152, 34.409852, 35.305791, 35.255813, 35.275661, 35.273933]",1704595987905,True,0.2464319999999134
2,16,2,32,16,0,0,0,0,"(4, 2, 1, 0, 3)",hpclab63.idi.ntnu.no,35.273933,"[34.409852, 35.305791, 35.255813, 35.275661, 35.273933, 34.409852, 35.305791, 35.255813, 35.275661, 35.273933, 34.409852, 35.305791, 35.255813, 35.275661, 35.273933, 34.409852, 35.305791, 35.255813, 35.275661, 35.273933, 34.409852, 35.305791, 35.255813, 35.275661, 35.273933]",1704595998091,False,0.8059120000016264
256,4,4,32,8,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab63.idi.ntnu.no,10.677154,"[9.737605, 10.692893, 10.677184, 10.689074, 10.679102, 9.744635, 10.702483, 10.677154, 10.672252, 10.689354, 8.789927, 9.739005, 9.704395, 9.715946, 9.713224, 9.727734, 10.694223, 10.680493, 10.672954, 10.697434, 9.729345, 10.689494, 10.687713, 10.665374, 10.668314]",1704596009030,True,0.24766799999997602
16,64,64,16,8,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,1219.203866,"[124.549843, 89.336991, 77.59723, 77.793618, 77.469542, 1219.203866, 1219.243615, 1219.132157, 1219.934578, 1219.045307, 1218.072814, 1219.838367, 1219.323062, 1219.51656, 1219.897946, 76.992468, 78.448142, 78.923735, 77.78302, 77.992036, 1218.047577, 1219.925105, 1220.31996, 1219.854046, 1219.50644]",1704596038752,True,30.689026000000013
2,32,256,2,6,0,0,0,0,"(1, 4, 2, 0, 3)",hpclab63.idi.ntnu.no,1219.854046,"[1218.047577, 1219.925105, 1220.31996, 1219.854046, 1219.50644, 1218.047577, 1219.925105, 1220.31996, 1219.854046, 1219.50644, 1218.047577, 1219.925105, 1220.31996, 1219.854046, 1219.50644, 1218.047577, 1219.925105, 1220.31996, 1219.854046, 1219.50644, 1218.047577, 1219.925105, 1220.31996, 1219.854046, 1219.50644]",1704596048943,False,30.729459000000134
128,64,16,1,14,0,0,0,0,"(4, 3, 1, 0, 2)",hpclab19.idi.ntnu.no,18.085151,"[17.2489, 18.127171, 18.085151, 18.087001, 18.080151, 17.243731, 18.121011, 18.092991, 18.090771, 18.082031, 17.25382, 18.135261, 18.089611, 18.089262, 18.077621, 4.353075, 5.318966, 5.279476, 5.275096, 5.291537, 4.336915, 5.313947, 5.284716, 5.282836, 5.287136]",1704596193721,True,0.3989659999988362
16,16,32,32,14,0,0,0,0,"(4, 0, 1, 2, 3)",hpclab19.idi.ntnu.no,1581.268413,"[1584.247976, 1581.268413, 1580.873302, 1582.064894, 1580.935102, 1585.949898, 1586.776969, 1586.67587, 1586.900179, 1586.611659, 1585.941008, 1586.71139, 1586.490189, 1587.220349, 1586.374909, 1578.68305, 1580.230412, 1578.96982, 1580.396402, 1581.388723, 1579.140691, 1580.146521, 1580.363502, 1579.989351, 1580.408522]",1704596243980,True,36.59817499999917
32,32,256,2,12,0,0,0,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,18.720322,"[17.985261, 18.811452, 18.705452, 18.940672, 18.676412, 557.854768, 558.306457, 573.250914, 568.561259, 573.410886, 17.932261, 18.770732, 19.389621, 18.577041, 18.734322, 17.92338, 18.701911, 18.691292, 18.659812, 19.078472, 17.948601, 18.804422, 18.720322, 18.574192, 18.725012]",1704596257892,True,0.6964520000001357
16,64,64,4,16,0,0,0,0,"(4, 0, 1, 2, 3)",hpclab19.idi.ntnu.no,2031.444522,"[2028.522439, 2038.865321, 2030.124991, 2029.773981, 2034.510085, 2028.326549, 2028.680049, 2030.047601, 2031.812662, 2030.12745, 2029.35987, 2031.572662, 2031.631043, 2031.444522, 2031.439873, 2031.607403, 2031.733102, 2034.077135, 2031.525332, 2031.369713, 2030.999852, 2033.116134, 2035.453747, 2033.486285, 2033.480924]",1704596319369,True,47.09067299999879
8,2,256,1,12,0,0,0,0,"(0, 4, 2, 1, 3)",hpclab19.idi.ntnu.no,11850.589205,"[11853.338846, 11706.954589, 11853.812741, 11713.065314, 11850.589205]",1704596389011,True,273.7685270000002
64,4,64,4,10,0,0,0,0,"(0, 4, 3, 1, 2)",hpclab19.idi.ntnu.no,36.407743,"[35.445152, 36.534223, 36.400512, 36.494263, 36.435552, 35.370222, 36.365982, 36.359723, 36.389202, 36.376163, 35.433482, 36.416222, 36.407743, 36.400012, 36.476353, 38.798945, 39.847059, 39.816676, 39.795157, 39.814726, 35.330961, 36.362412, 36.359023, 36.379374, 36.492853]",1704596400616,True,0.8367030000008526
2,64,256,8,8,0,0,0,0,"(1, 0, 3, 4, 2)",hpclab19.idi.ntnu.no,36.362412,"[35.330961, 36.362412, 36.359023, 36.379374, 36.492853, 35.330961, 36.362412, 36.359023, 36.379374, 36.492853, 35.330961, 36.362412, 36.359023, 36.379374, 36.492853, 35.330961, 36.362412, 36.359023, 36.379374, 36.492853, 35.330961, 36.362412, 36.359023, 36.379374, 36.492853]",1704596410820,False,0.8358480000024429
4,8,16,16,12,0,0,0,0,"(0, 4, 2, 1, 3)",hpclab19.idi.ntnu.no,3802.038329,"[3703.396263, 3784.141817, 3782.071874, 3778.287881, 3784.006229, 3679.959705, 3807.719525, 3792.390517, 3819.02642, 3825.671785, 3745.720152, 3744.08145, 3802.038329, 3815.222114, 3817.342606, 3807.610268, 3813.326611, 3813.101941, 3812.97544, 3814.329015, 3663.811447, 3665.308218, 3752.08985, 3753.925312, 3742.518519]",1704596515802,True,92.53351399999883
16,64,32,2,4,0,0,0,0,"(1, 4, 2, 0, 3)",hpclab19.idi.ntnu.no,3742.518519,"[3663.811447, 3665.308218, 3752.08985, 3753.925312, 3742.518519, 3663.811447, 3665.308218, 3752.08985, 3753.925312, 3742.518519, 3663.811447, 3665.308218, 3752.08985, 3753.925312, 3742.518519, 3663.811447, 3665.308218, 3752.08985, 3753.925312, 3742.518519, 3663.811447, 3665.308218, 3752.08985, 3753.925312, 3742.518519]",1704596525993,False,89.410232000002
16,32,8,8,8,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab19.idi.ntnu.no,136.004329,"[135.176188, 136.059179, 136.010061, 136.012259, 135.995929, 44.899354, 45.715713, 45.577663, 45.572223, 45.595903, 135.167818, 136.055911, 136.010639, 136.004329, 135.996298, 135.180668, 136.065849, 136.023129, 136.00926, 136.000109, 44.956272, 45.731004, 45.601993, 45.615834, 45.609735]",1704596539144,True,2.8865089999999327
4,256,2,8,4,0,0,0,0,"(4, 0, 1, 2, 3)",hpclab61.idi.ntnu.no,784.083111,"[783.423659, 783.44125, 783.252689, 783.4001, 783.773018, 782.610629, 784.39629, 784.083111, 784.217729, 783.885099, 1080.201831, 1080.980662, 1080.955032, 1080.905012, 1081.007533, 1080.669722, 1080.967633, 1081.16575, 1081.198748, 1081.17598, 782.670384, 783.487672, 783.566042, 782.529974, 782.941382]",1704596215954,True,19.763366999999562
4,2,32,8,8,0,0,0,0,"(4, 3, 2, 1, 0)",hpclab61.idi.ntnu.no,782.941382,"[782.670384, 783.487672, 783.566042, 782.529974, 782.941382, 782.670384, 783.487672, 783.566042, 782.529974, 782.941382, 782.670384, 783.487672, 783.566042, 782.529974, 782.941382, 782.670384, 783.487672, 783.566042, 782.529974, 782.941382, 782.670384, 783.487672, 783.566042, 782.529974, 782.941382]",1704596226143,False,19.649786000001768
128,64,64,16,8,0,0,0,0,"(4, 3, 1, 0, 2)",hpclab61.idi.ntnu.no,17.854412,"[17.25664, 17.888553, 17.874053, 17.851843, 17.857243, 17.257863, 17.884233, 17.856251, 17.854812, 17.851473, 4.674493, 5.085024, 4.963714, 5.035693, 5.034634, 4.345383, 5.075054, 5.054393, 5.041554, 5.040734, 17.251491, 17.884463, 17.855502, 17.854412, 17.847293]",1704596237138,True,0.4278340000018943
128,64,4,1,12,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab61.idi.ntnu.no,7.983186,"[7.423896, 8.000215, 7.981056, 7.971516, 7.972125, 17.264823, 17.884583, 17.846982, 17.847771, 17.838933, 17.25054, 17.877053, 17.852513, 17.844583, 17.843732, 7.387706, 7.980355, 7.969626, 7.965576, 7.970976, 7.391445, 7.998056, 7.987025, 7.983186, 7.968626]",1704596248087,True,0.20935499999905005
4,8,32,16,2,0,0,0,0,"(4, 2, 0, 1, 3)",hpclab61.idi.ntnu.no,5202.494615,"[5169.109483, 5192.48814, 5166.603084, 5191.950874, 5177.446884, 5184.340391, 5202.494615, 5210.28278, 5210.436363, 5186.340287, 5168.964676, 5208.607725, 5379.563955, 5444.925682, 5439.579272, 5086.583995, 5208.650872, 5211.082964, 5245.59162, 5076.331992, 5089.703614, 5108.774018, 5092.083147, 5090.493969, 5144.213777]",1704596388636,True,131.19025300000067
2,4,128,4,12,0,0,0,0,"(4, 1, 2, 0, 3)",hpclab61.idi.ntnu.no,5092.083147,"[5089.703614, 5108.774018, 5092.083147, 5090.493969, 5144.213777, 5089.703614, 5108.774018, 5092.083147, 5090.493969, 5144.213777, 5089.703614, 5108.774018, 5092.083147, 5090.493969, 5144.213777, 5089.703614, 5108.774018, 5092.083147, 5090.493969, 5144.213777, 5089.703614, 5108.774018, 5092.083147, 5090.493969, 5144.213777]",1704596398822,False,127.61136600000464
8,2,8,4,14,0,0,0,0,"(0, 1, 4, 3, 2)",hpclab61.idi.ntnu.no,192.941346,"[192.606858, 193.045158, 192.900398, 193.265449, 193.600314, 1307.172099, 1307.931449, 1309.786729, 1309.7792, 1309.445331, 192.605396, 192.609124, 192.803107, 192.927676, 193.595155, 192.186076, 193.026226, 192.893385, 192.660796, 193.560646, 192.150454, 192.709146, 192.941346, 193.609675, 193.249117]",1704596419901,True,8.38486600000033
4,16,16,2,12,0,0,0,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,192.941346,"[192.150454, 192.709146, 192.941346, 193.609675, 193.249117, 192.150454, 192.709146, 192.941346, 193.609675, 193.249117, 192.150454, 192.709146, 192.941346, 193.609675, 193.249117, 192.150454, 192.709146, 192.941346, 193.609675, 193.249117, 192.150454, 192.709146, 192.941346, 193.609675, 193.249117]",1704596430106,False,8.32041699999536
4,64,64,32,10,0,0,0,0,"(1, 4, 0, 2, 3)",hpclab61.idi.ntnu.no,3577.535384,"[3590.554606, 3579.438351, 3555.060463, 3627.823115, 3564.087881, 711.250361, 715.784043, 705.741278, 714.308674, 713.832303, 3609.158243, 3581.501096, 3570.152737, 3578.101003, 3570.092489, 3604.367934, 3577.535384, 3567.404979, 3587.539583, 3572.732373, 706.92279, 721.309169, 712.049173, 712.222743, 717.382427]",1704596501652,True,106.22027600000001
128,16,8,16,14,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab61.idi.ntnu.no,17.910812,"[17.261972, 17.944233, 17.912323, 17.912002, 17.918083, 7.376425, 8.120766, 8.148386, 8.140146, 8.149656, 17.261532, 17.938743, 17.917423, 17.910812, 17.910412, 17.274042, 17.945523, 17.911203, 17.908533, 17.903863, 17.265112, 17.952323, 17.910823, 17.912763, 17.906673]",1704596512802,True,0.4347619999971357
32,64,16,32,8,0,0,0,0,"(1, 4, 3, 0, 2)",hpclab62.idi.ntnu.no,9.402577,"[761.554835, 773.195558, 772.855499, 772.952189, 773.137158, 7.955052, 10.170697, 8.65381, 9.402577, 9.412369, 4.296891, 5.469446, 5.406399, 5.401737, 5.406739, 772.144641, 773.081618, 772.871838, 772.987908, 772.900649, 4.288499, 5.432328, 5.407257, 5.392837, 5.397898]",1704596201226,True,0.297226000000137
128,2,128,2,8,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab62.idi.ntnu.no,32.014927,"[31.196037, 32.036247, 32.106434, 32.014927, 31.981975, 31.184359, 32.055775, 32.034525, 31.964707, 31.924385, 31.252369, 31.995945, 31.980596, 32.067056, 31.982057, 31.485847, 32.295426, 32.295955, 32.352494, 32.381976, 31.186817, 32.094316, 32.009155, 32.042217, 32.197385]",1704596212689,True,0.7297129999997196
256,256,256,4,2,0,0,0,0,"(0, 4, 3, 1, 2)",hpclab62.idi.ntnu.no,9.411368,"[1.912366, 2.678994, 2.633553, 2.632314, 2.632124, 8.686309, 9.454619, 9.410068, 9.418319, 9.421177, 1.908516, 2.720853, 2.661733, 2.641453, 2.647695, 8.675649, 9.461078, 9.424779, 9.411368, 9.402127, 8.680821, 9.450228, 9.414398, 9.421698, 9.406348]",1704596223530,True,0.20424399999956222
2,256,128,4,14,0,0,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,1151.813581,"[309.286532, 309.837673, 309.695811, 308.981994, 309.596642, 1151.292282, 1151.981599, 1151.96175, 1151.972461, 1151.93095, 310.106232, 311.157769, 310.790428, 311.00509, 310.58746, 1151.141922, 1151.893029, 1152.00998, 1152.09654, 1151.813871, 1151.175361, 1151.813581, 1151.77713, 1151.933671, 1151.855289]",1704596254597,True,24.52136000000064
4,2,16,1,12,0,0,0,0,"(4, 2, 0, 1, 3)",hpclab62.idi.ntnu.no,3404.56793,"[3422.057168, 3421.326481, 3420.8224, 3430.84028, 3428.149564, 3389.602943, 3337.140956, 3403.286524, 3415.934142, 3428.467003, 3421.278172, 3424.070973, 3420.810681, 3333.177825, 3333.572954, 3360.92615, 3419.880454, 3420.821401, 3401.620986, 3390.766762, 3419.612673, 3418.414098, 3404.56793, 3387.159189, 3342.675293]",1704596350257,True,79.05845700000009
128,4,8,4,16,0,0,0,0,"(4, 0, 1, 2, 3)",hpclab62.idi.ntnu.no,101.699185,"[100.901926, 101.571623, 101.584085, 101.581275, 101.900333, 101.249176, 101.721634, 101.699185, 101.726564, 101.663844, 101.021126, 101.936233, 101.698454, 102.171104, 101.756033, 101.661164, 102.343743, 102.092753, 101.951344, 102.073644, 101.577105, 102.227603, 101.566444, 101.956844, 101.670464]",1704596363481,True,2.3011500000002343
2,128,4,8,12,0,0,0,0,"(4, 2, 1, 0, 3)",hpclab62.idi.ntnu.no,101.670464,"[101.577105, 102.227603, 101.566444, 101.956844, 101.670464, 101.577105, 102.227603, 101.566444, 101.956844, 101.670464, 101.577105, 102.227603, 101.566444, 101.956844, 101.670464, 101.577105, 102.227603, 101.566444, 101.956844, 101.670464, 101.577105, 102.227603, 101.566444, 101.956844, 101.670464]",1704596373666,False,2.2815440000003946
2,2,64,1,4,0,0,0,0,"(1, 0, 4, 2, 3)",hpclab62.idi.ntnu.no,9051.224831,"[7835.48235, 7817.83786, 7907.010845, 7846.613793, 7830.268922, 9056.66693, 9056.939339, 9056.750339, 9056.67062, 9051.855001, 9051.224831, 9050.166235, 9053.658026, 9052.642059, 9050.622443, 9054.103186, 9063.144184, 9055.654982, 9054.434574, 9056.082132, 7816.328284, 7841.032767, 7870.633529, 7983.117718, 7961.223599]",1704596598877,True,256.91128899999967
32,128,128,16,16,0,0,0,0,"(1, 0, 4, 3, 2)",hpclab62.idi.ntnu.no,5.028579,"[4.577241, 5.090228, 4.973918, 5.028579, 5.052618, 4.24277, 5.054578, 4.99337, 4.958787, 4.96486, 465.679499, 464.467815, 466.280338, 462.202689, 461.139901, 4.16977, 5.006779, 4.912098, 4.90189, 4.944748, 462.402369, 466.06588, 465.032491, 468.659324, 464.180484]",1704596614285,True,0.21507700000074692
8,256,8,16,8,0,0,0,0,"(0, 1, 4, 3, 2)",hpclab62.idi.ntnu.no,22.629697,"[13.652858, 16.689491, 14.676486, 13.958037, 13.926278, 13.354279, 16.154953, 22.630498, 22.667148, 22.629697, 21.985159, 22.677877, 22.707508, 22.671137, 22.606657, 21.57314, 22.376137, 21.92511, 21.13007, 21.051542, 3219.203518, 3227.219551, 3227.108151, 3226.916832, 3227.019021]",1704596641488,True,0.745719000000463
64,16,256,1,10,0,0,0,0,"(4, 1, 0, 3, 2)",hpclab63.idi.ntnu.no,83.375523,"[103.399106, 104.295846, 104.267074, 104.254575, 104.266416, 82.363145, 83.255184, 83.402062, 83.378091, 83.375523, 82.483453, 83.346573, 83.323723, 83.293874, 83.330243, 103.436145, 104.308395, 104.287135, 104.253757, 104.256875, 82.334436, 83.304214, 83.343533, 83.276404, 83.269444]",1704596195804,True,1.8844239999998535
4,128,256,2,8,0,0,0,0,"(4, 1, 0, 2, 3)",hpclab63.idi.ntnu.no,18447.579018,"[17927.748043, 18455.015461, 17924.844547, 18460.252797, 18447.579018]",1704596297706,True,410.5483949999998
16,256,2,16,4,0,0,0,0,"(1, 0, 3, 4, 2)",hpclab63.idi.ntnu.no,18447.579018,"[18447.579018, 18447.579018, 18447.579018, 18447.579018, 18447.579018]",1704596307911,False,413.08470099999977
128,8,32,32,12,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab63.idi.ntnu.no,11.685882,"[10.643223, 11.742231, 11.632382, 11.640412, 11.664042, 17.75201, 18.742048, 18.7043, 18.709168, 18.710508, 10.680173, 11.583763, 11.630142, 11.605962, 11.749881, 17.736262, 18.738888, 18.701788, 18.705949, 18.705918, 10.615585, 11.660162, 11.704061, 11.685882, 11.78593]",1704596318983,True,0.27072299999781535
64,256,32,8,14,0,0,0,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,237.897243,"[12.193506, 12.729659, 12.67542, 12.566382, 13.059566, 233.072541, 237.912002, 237.899014, 237.891143, 237.897243, 236.990285, 237.938303, 237.886964, 237.901093, 237.898382, 11.210287, 12.152925, 12.080667, 12.040947, 12.060217, 233.19649, 238.292499, 240.658851, 240.62988, 240.643611]",1704596333265,True,6.133365000001504
64,32,64,2,14,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,240.62988,"[233.19649, 238.292499, 240.658851, 240.62988, 240.643611, 233.19649, 238.292499, 240.658851, 240.62988, 240.643611, 233.19649, 238.292499, 240.658851, 240.62988, 240.643611, 233.19649, 238.292499, 240.658851, 240.62988, 240.643611, 233.19649, 238.292499, 240.658851, 240.62988, 240.643611]",1704596343439,False,6.167695000000094
256,128,4,8,8,0,0,0,0,"(4, 1, 0, 3, 2)",hpclab63.idi.ntnu.no,9.596827,"[2.135615, 3.096543, 3.062964, 3.063435, 3.049474, 8.680248, 9.643126, 9.608575, 9.591777, 9.596827, 8.683228, 9.638945, 9.609865, 9.603107, 9.600346, 8.684848, 9.643266, 9.602526, 9.611887, 9.592956, 2.131785, 3.078275, 3.067534, 3.057304, 3.035305]",1704596354300,True,0.19469199999730336
8,64,256,8,12,0,0,0,0,"(4, 3, 2, 0, 1)",hpclab63.idi.ntnu.no,118.023612,"[117.151593, 118.013652, 118.008124, 117.903613, 117.940003, 117.210861, 118.004772, 118.136781, 118.112762, 118.023612, 268.065768, 269.033585, 268.974595, 268.983675, 268.963715, 117.280111, 118.118441, 118.060762, 118.047042, 118.064683, 117.196332, 117.929854, 117.922434, 117.930283, 117.851545]",1704596368659,True,2.686521999999968
128,16,32,1,10,0,0,0,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,4.20648,"[156.27453, 161.034904, 158.040029, 157.329887, 157.05852, 3.290562, 4.16611, 4.147411, 4.130861, 4.12094, 3.344301, 4.21402, 4.202929, 4.212201, 4.20648, 147.596972, 157.358677, 156.840753, 157.1396, 156.862863, 3.30869, 4.17579, 4.127011, 4.125241, 4.108411]",1704596381076,True,0.13677199999801815
