tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,tuned_tileX,tuned_tileY,tuned_vec,compute_time,energy,iterations,wait_after_run
4,8,32,16,2,180,2,4.157504,116.29604429814444,10,0
16,32,64,64,2,490,2,5.941024,124.46230735485106,10,0
2,16,32,128,44,6,2,0.366752,91.26214411140388,10,0
16,8,32,128,694,1,2,0.753536,96.40322091491672,10,0
2,4,8,16,4,256,4,5.293888,85.57487651385898,10,0
2,16,2,32,26,30,2,9.476544,76.17010088792348,10,0
16,2,1024,64,2,470,2,5.101568,123.4389263578644,10,0
2,2,1024,128,342,2,2,0.927616,96.01676706179096,10,0
4,8,256,64,384,1,4,2.184,100.28509268345184,10,0
256,1,512,1024,56,12,4,0.166496,94.40928182498013,10,0
4,64,512,128,28,6,4,0.329824,85.00724466360828,10,0
2,4,2,64,8,106,4,6.660704,84.64916055030301,10,0
8,1,64,4,500,1,2,6.768928,127.70222318714418,10,0
16,1,64,64,164,6,4,0.18432,97.91154284197906,10,0
1,64,4,64,296,1,2,59.050336,79.55629831551906,10,0
1,2,1024,512,28,10,4,0.618272,67.97001431141344,10,0
4,64,4,128,8,128,2,3.261888,78.68192188396443,10,0
2,16,8,32,12,24,4,2.406784,102.19980171076602,10,0
128,1,1024,512,84,12,4,0.147456,85.27059061832428,10,0
8,4,64,4,10,18,2,5.1424,56.24286883261635,10,0
64,8,64,512,2,416,2,27.588608,82.26487797740336,10,0
32,2,64,1024,2,510,2,47.403136,77.47745993446883,10,0
32,32,64,64,8,40,4,5.38032,94.6593083168105,10,0
1,32,256,32,112,4,4,4.810752,116.89257509113692,10,0
1,4,1024,32,40,24,2,0.438272,88.78588574696167,10,0
8,32,32,256,2,418,2,2.563392,100.47777463308708,10,0
128,1,512,16,34,26,2,0.623104,92.8098100019159,10,0
1,4,1024,256,20,30,4,0.366368,89.71592639546486,10,0
4,16,512,32,26,6,2,0.426592,63.89050315000867,10,0
1,2,256,32,120,1,4,3.77888,79.90948691288384,10,0
1,16,1,64,194,1,2,40.694144,71.75547256659844,10,0
8,8,32,128,180,1,4,0.627648,99.21134162578444,10,0
1,4,1,512,162,6,2,1.676992,69.31732256295592,10,0
1,2,64,512,20,26,4,0.4728,69.5855203061708,10,0
8,4,128,256,12,1,2,0.254464,65.59936644647298,10,0
2,512,4,512,14,38,2,4.06528,76.89935477728537,10,0
1,8,4,32,166,4,2,4.412896,118.46488915654916,10,0
32,16,512,256,176,1,4,0.186848,95.8896760421044,10,0
2,128,512,1024,4,92,4,0.29504,86.67924834542957,10,0
1,32,64,1024,128,6,2,0.373312,65.36017879389092,10,0
8,2,16,1024,706,1,2,0.618496,62.198960593896,10,0
1,1,32,128,918,1,2,13.813888,53.66887940976533,10,0
8,128,64,1024,344,1,2,1.518432,67.01982070097928,10,0
16,16,128,1024,120,2,2,0.133888,67.27693914698457,10,0
2,16,2,256,22,46,2,1.689312,70.7312339606859,10,0
1,32,4,1024,548,1,4,2.381056,84.93739203640607,10,0
32,2,128,4,12,2,4,14.81104,63.86655408417005,10,0
2,8,2,1024,184,1,4,0.802816,71.60046955576249,10,0
16,8,16,1024,160,1,2,0.223008,62.84087849775537,10,0
16,16,16,1024,2,154,2,5.417088,92.18945502000436,10,0
16,2,1024,8,222,1,2,1.511136,96.42199369625112,10,0
16,1,256,256,644,1,4,0.349536,91.04330870216847,10,0
4,1,16,1,356,2,4,44.818336,61.2592999602234,10,0
1024,1,1024,16,8,34,2,10.645408,52.84578898246404,10,0
2,4,8,16,460,1,4,12.353152,60.67125365033133,10,0
256,2,256,4,10,1,2,91.747872,57.21183809419306,10,0
128,1,1024,4,340,2,4,0.963904,68.26384859912507,10,0
8,4,256,512,604,1,4,0.326944,43.635022308283176,10,0
64,16,128,64,4,40,2,4.548032,87.2691003048709,10,0
4,128,64,256,2,464,2,0.47488,92.09592845297104,10,0
8,4,256,128,40,4,2,0.075776,81.0349048522437,10,0
16,4,32,8,10,24,2,8.597312,54.57333499560447,10,0
1,8,2,128,16,18,4,1.74288,73.67708015400504,10,0
8,32,1024,1024,2,92,2,0.313952,63.91377209551865,10,0
8,4,256,128,126,6,2,0.19552,66.42575747618459,10,0
2,2,512,2,832,1,4,115.886048,68.4162426471355,10,0
32,2,512,1024,110,6,2,0.067168,82.79014687813918,10,0
1,16,4,128,170,6,2,1.692352,92.53102615249738,10,0
2,256,2,256,280,2,2,95.320032,68.35574342160001,10,0
1,1,1,64,130,4,2,5.86368,101.70637531358024,10,0
1,8,4,1024,40,20,2,0.251904,86.92516621985973,10,0
512,1,1024,1,160,2,4,8.409568,80.88277023700587,10,0
512,1,1024,16,18,36,2,2.683424,79.22148542490477,10,0
256,1,1024,256,4,210,4,13.678592,80.95174445151727,10,0
2,1,1024,16,196,1,2,4.375936,110.00745951811228,10,0
16,32,1024,1024,14,38,2,0.077536,84.20105503387948,10,0
64,4,128,512,266,1,2,0.116736,88.29496391756491,10,0
4,16,32,512,28,10,4,0.166688,62.48542272258892,10,0
64,4,512,16,2,168,2,7.452576,55.34813830531785,10,0
8,1,8,2,60,8,4,26.9328,60.92453733130877,10,0
16,4,512,512,12,10,4,0.182592,60.28693940265397,10,0
1,2,2,512,634,1,2,3.429824,79.5549140101386,10,0
8,2,64,8,30,34,2,1.2288,88.2558838072758,10,0
2,1,4,1024,132,4,2,0.893728,85.95984613972601,10,0
4,1,128,128,332,2,2,2.069312,67.67070620574223,10,0
128,1,1024,4,128,8,4,0.369376,78.71848960398388,10,0
8,1,512,64,80,10,2,0.274208,86.31066257715023,10,0
32,4,1024,64,16,14,2,0.128832,65.31819501616663,10,0
16,64,16,64,416,2,4,13.520896,54.509966942253776,10,0
16,4,1024,64,2,508,2,3.772448,71.66579643375086,10,0
16,4,32,8,6,138,2,9.24016,75.05182157769413,10,0
2,1,512,1024,874,1,2,5.638336,127.29937137923235,10,0
16,2,16,1024,14,54,2,1.861632,98.73649519061644,10,0
4,16,64,64,28,6,2,0.440576,92.57431087249802,10,0
16,2,16,256,52,6,2,0.40368,88.45619427742221,10,0
128,8,256,32,30,14,2,2.039424,70.26611972242975,10,0
4,8,256,512,324,1,4,0.334432,88.31059145637994,10,0
32,32,256,128,84,12,2,0.204288,40.36448744527501,10,0
128,2,128,1024,64,2,4,0.178176,65.19478795627636,10,0
8,2,256,4,6,170,2,2.378176,72.5822114485632,10,0
8,1,64,8,2,382,2,21.419648,76.48370529315663,10,0
4,16,32,32,2,42,2,2.520864,94.99046952447009,10,0
16,16,512,16,270,1,2,3.719168,108.0002792069427,10,0
32,32,512,1024,24,6,2,0.17408,92.70089984549736,10,0
1,32,16,32,400,2,4,31.479264,84.9056760336628,10,0
8,64,512,1024,92,2,2,0.462848,63.507079395982736,10,0
1,8,2,1024,112,1,4,0.96256,67.93072709520659,10,0
128,2,512,128,20,28,2,0.289408,62.29563770917721,10,0
32,2,256,128,192,4,2,0.134176,60.535758209013466,10,0
4,64,16,512,4,188,4,0.575648,62.10205924916278,10,0
4,8,32,128,568,1,2,2.349056,72.53201781233291,10,0
1,4,2,128,10,1,2,5.250016,91.53351167901944,10,0
4,32,16,512,2,346,2,1.32288,95.50566974466687,10,0
256,4,512,512,64,6,4,0.240288,87.52410362294216,10,0
16,8,32,64,904,1,4,1.437696,75.87978644956293,10,0
128,2,512,256,192,2,4,0.164512,60.8441026746304,10,0
2,32,512,32,62,12,2,1.169536,66.51942551231207,10,0
2,1,8,128,2,128,2,26.085216,55.17263712573866,10,0
32,1,256,64,18,18,2,0.227232,68.66231326871046,10,0
4,128,64,1024,70,4,2,0.314368,58.834589568013016,10,0
1,2,128,256,18,36,2,0.632736,57.71271422312305,10,0
1,4,64,16,2,338,2,2.512896,68.19064400167939,10,0
2,2,512,256,884,1,2,4.134784,111.26425576175816,10,0
8,32,512,1024,558,1,2,0.443616,88.2752065591835,10,0
2,1,64,1024,10,44,2,0.99328,89.32966180608207,10,0
1,4,128,16,2,478,2,4.9808,81.35974648910569,10,0
32,1,512,256,688,1,4,0.193664,99.94734677136653,10,0
32,16,512,256,324,2,2,0.242688,86.94810287200691,10,0
64,4,1024,16,32,2,4,0.62896,69.70257410271185,10,0
8,128,64,256,8,94,2,0.368704,62.198504445007686,10,0
8,4,128,128,460,2,2,0.761216,58.70564700268452,10,0
2,8,16,512,228,2,2,0.446528,65.86505798437395,10,0
2,32,2,256,424,2,2,13.643712,56.35922629103415,10,0
2,4,2,16,138,4,2,20.416064,54.60592305336105,10,0
256,2,512,2,988,1,4,4.333568,86.22324282761544,10,0
2,8,256,512,10,100,2,0.200736,82.28022618726912,10,0
4,32,256,64,652,1,4,10.088448,81.14511373855336,10,0
128,8,128,128,140,6,4,0.471872,69.12141336409613,10,0
1,256,16,1024,20,22,2,0.590304,65.28990964744224,10,0
16,8,64,512,76,2,2,0.142464,58.64370536839738,10,0
8,2,128,128,126,1,2,0.304416,59.95823267794304,10,0
2,16,1024,256,74,4,2,0.477184,67.23041923527659,10,0
1,32,512,32,184,4,4,10.866592,59.58826253518027,10,0
1,64,1024,1024,4,144,4,0.411648,68.04643804028937,10,0
4,32,4,256,4,78,2,1.881472,67.01212661497854,10,0
4,4,32,4,4,204,2,10.171232,50.8782747039754,10,0
8,1,8,8,236,1,2,12.034144,30.65373821063637,10,0
8,1,128,512,690,1,2,0.889216,62.11407465525944,10,0
1,2,1024,128,128,1,2,2.125792,73.99990938563168,10,0
4,2,4,512,408,1,2,0.886304,76.42072307167972,10,0
16,32,1024,256,2,290,2,0.58768,72.25123700281091,10,0
4,16,1024,32,2,316,2,0.473088,62.155171501689374,10,0
2,32,64,32,140,1,2,16.005024,55.26402354119643,10,0
1,128,128,256,2,244,2,0.591872,66.76907217899995,10,0
1,128,128,512,606,1,2,30.165536,57.86916282143611,10,0
8,16,128,256,52,1,4,0.323648,68.3839413937515,10,0
4,8,4,1024,2,62,2,4.710432,78.9312746567728,10,0
8,2,1024,128,52,12,2,0.13312,85.93599722632864,10,0
8,1,128,32,30,24,2,0.438176,84.6732686845383,10,0
64,4,1024,16,52,1,4,0.770816,64.8744297411454,10,0
2,16,8,1024,2,208,2,3.193376,73.11788213501974,10,0
64,8,128,8,6,10,2,19.595264,78.23769240982082,10,0
2,32,512,128,268,1,2,7.0584,118.6462296626778,10,0
16,1,64,8,200,2,2,2.988032,104.448181243322,10,0
2,2,128,16,2,16,2,0.8568,90.17566449643677,10,0
4,4,512,1024,94,6,2,0.219136,85.29319175959745,10,0
1,8,512,512,776,1,2,5.357952,83.42815635337925,10,0
1,2,64,64,12,78,2,0.767168,92.3602973766254,10,0
64,2,1024,4,44,22,2,0.735488,90.98453060278086,10,0
4,128,64,512,4,80,4,0.386272,69.85797007632787,10,0
8,8,128,8,402,1,2,13.344608,53.8049253941905,10,0
16,16,512,16,40,10,4,0.266112,68.05673578036814,10,0
4,1,256,2,2,450,2,12.720032,56.500866540367895,10,0
1,8,1,1024,168,4,2,0.727136,62.577986651332765,10,0
1,4,1,8,590,1,2,141.948256,68.46995739438456,10,0
2,1,8,1,170,6,2,57.2328,76.60537936089486,10,0
16,8,128,64,494,1,2,0.814848,90.79454863564696,10,0
1,1,1,256,12,68,4,20.436512,58.59710232623784,10,0
8,1,32,1,64,10,4,16.31968,60.49765059405631,10,0
2,16,256,1024,6,146,2,0.214752,62.21171230774507,10,0
8,16,64,256,32,24,4,0.108544,64.11769028210998,10,0
4,4,8,512,4,226,2,7.10032,53.40673553875067,10,0
4,4,4,4,86,8,2,42.208192,32.796633336846945,10,0
4,8,16,256,4,150,2,1.499904,65.69880380136004,10,0
8,64,1024,512,2,466,2,0.434176,63.00750686249229,10,0
32,8,256,8,12,12,4,3.575808,85.33807448565511,10,0
1,4,1024,8,452,1,2,38.991872,75.21078794532859,10,0
2,16,256,16,144,1,2,11.927456,69.89733885670097,10,0
128,1,1024,128,16,62,2,0.634784,75.59108945049609,10,0
4,1,64,2,546,1,2,38.323552,53.42280596232551,10,0
16,8,256,8,484,2,2,8.630272,55.95045185486868,10,0
4,2,1024,4,958,1,2,51.144608,56.15737229765795,10,0
1,8,2,512,2,494,2,27.91024,57.02851789084247,10,0
2,1,4,64,862,1,2,8.306048,49.05153397492003,10,0
32,8,1024,16,392,1,2,2.11936,71.21455427473535,10,0
8,4,1024,32,4,118,2,0.313344,64.55052158479509,10,0
2,4,128,256,8,42,2,0.197792,67.94332469670799,10,0
256,4,512,1024,2,88,2,8.245344,52.3529751179162,10,0
8,1,64,64,68,12,2,0.335072,60.13318351090542,10,0
1,16,512,32,524,1,4,41.320448,60.47738395165388,10,0
1,256,16,256,92,6,4,4.352,82.43009936570856,10,0
512,1,1024,64,680,1,4,0.158592,97.77007506517808,10,0
4,1,32,1024,4,38,4,1.816256,96.8328260332086,10,0
4,1,512,128,6,60,2,0.655904,67.31768536389605,10,0
32,1,256,128,310,1,2,0.165888,60.83606666602056,10,0
16,2,128,256,4,122,2,2.40192,71.72555570187241,10,0
2,64,64,1024,770,1,2,3.86976,114.69054477724336,10,0
2,8,128,512,290,1,2,0.67168,94.24563224634284,10,0
8,1,1024,1,832,1,4,30.226432,84.12901978337962,10,0
1,2,8,1024,924,1,2,8.901664,52.72470498857601,10,0
8,128,512,256,236,4,4,1.397472,71.04601499062045,10,0
64,1,1024,512,364,2,4,0.151392,69.48488065513665,10,0
64,4,1024,32,18,40,2,0.259424,61.41867346005861,10,0
2,1,16,2,472,1,2,60.335648,61.18646587451598,10,0
32,8,1024,8,28,24,4,0.635872,63.93313198041614,10,0
1,8,16,16,6,26,2,2.69696,72.95345830869948,10,0
32,4,64,256,70,6,2,0.1608,62.3596557428389,10,0
64,4,128,4,880,1,2,6.13376,86.96925388654623,10,0
16,2,64,512,112,2,2,0.119232,82.67873542655478,10,0
1,32,8,512,404,1,4,3.676928,108.79207379841388,10,0
1,8,1024,16,144,1,2,10.33824,75.77574888535237,10,0
8,32,32,32,728,1,2,23.526944,80.99542224973912,10,0
32,1,64,8,36,4,4,4.015008,80.6702432415992,10,0
4,1,4,1024,980,1,4,1.9664,101.54555278060413,10,0
8,8,16,256,4,160,4,2.525184,107.39770739552534,10,0
1,128,128,128,496,2,2,50.753376,82.7888791309655,10,0
4,64,4,64,210,2,2,60.754784,33.77854443462372,10,0
64,2,64,512,370,2,2,0.129408,64.02464948106102,10,0
8,64,8,64,884,1,4,37.25472,61.76414273387971,10,0
8,4,16,16,2,370,2,25.017312,54.53143380798309,10,0
512,2,1024,2,16,26,4,29.757216,58.2126223535774,10,0
128,1,1024,8,226,1,2,0.411968,67.44456340846213,10,0
1,2,128,1024,6,36,2,0.618496,59.05425699880509,10,0
4,4,64,32,548,1,4,3.402912,80.09411234280323,10,0
2,8,64,16,10,2,2,2.114848,94.35770658370572,10,0
2,128,64,1024,120,2,2,1.001248,92.75660262339127,10,0
4,16,256,32,2,290,2,0.440928,94.19246527212448,10,0
8,64,1024,64,2,504,2,0.501536,63.18383375795688,10,0
1,4,4,128,28,12,4,0.8504,72.67551392535565,10,0
512,1,1024,4,128,8,2,1.654912,72.50185472077882,10,0
8,8,1024,32,38,4,2,0.23136,72.95422314265232,10,0
1,256,8,512,152,6,2,3.972896,81.58733318807003,10,0
16,8,128,128,8,38,2,0.20288,84.63871736180351,10,0
64,16,1024,128,46,6,2,0.208896,79.18915683757507,10,0
4,256,512,256,394,1,2,25.07904,58.80249010152771,10,0
128,8,256,1024,224,4,2,0.094208,62.44330283989972,10,0
16,32,512,128,272,2,4,0.8896,64.86556522112683,10,0
128,8,256,16,14,54,2,5.032768,86.31628143502252,10,0
4,1,4,8,146,6,2,15.11728,79.54012821264078,10,0
1,1,128,32,508,1,4,6.81344,123.79214293093068,10,0
8,8,512,256,194,2,2,0.197216,92.55590305758,10,0
8,4,16,1024,992,1,4,0.851968,97.7976642375234,10,0
1,1,128,128,6,130,2,2.686912,77.82915515081747,10,0
1,8,128,256,60,10,2,0.59776,62.62033730903961,10,0
32,1,128,1,2,130,2,142.50224,64.29806815531671,10,0
4,8,32,128,468,1,4,0.968512,95.13145779084802,10,0
1,2,512,512,6,24,2,0.595968,87.69793432460342,10,0
2,256,8,256,8,88,2,1.591296,67.4574828040199,10,0
16,2,64,512,2,60,2,4.38496,82.52787633880024,10,0
1,256,256,1024,2,460,2,0.39936,86.73741400860025,10,0
1,32,256,512,876,1,2,7.776288,79.7798892211349,10,0
4,4,64,128,4,72,2,0.379072,65.63379806271891,10,0
32,1,128,1,498,2,2,15.43344,53.98696234170667,10,0
1,32,1,128,316,2,4,34.373536,58.09250186194373,10,0
1,8,1,128,4,202,2,15.437024,31.915028552878344,10,0
1,4,1,1024,180,4,4,0.530176,67.85880271359981,10,0
32,32,128,1024,910,1,2,0.296992,61.73515326079416,10,0
1,4,64,512,12,84,2,0.821248,59.30991640776128,10,0
1,128,1,1024,894,1,2,43.944064,53.01824975288741,10,0
1,2,32,64,84,4,4,1.01376,67.31880540977129,10,0
4,256,256,512,4,42,2,0.2552,63.20570506269328,10,0
1,4,1024,1024,64,6,4,0.403552,68.0300048184102,10,0
64,4,128,4,608,1,2,4.57728,79.50039069067712,10,0
2,64,2,512,20,36,2,0.921408,92.16190058867,10,0
8,64,256,64,348,1,2,8.321984,78.60817199540861,10,0
2,64,8,128,92,2,2,12.578944,54.621029952062464,10,0
512,2,1024,2,820,1,2,4.043264,77.76116769756337,10,0
1,1,128,1,326,2,2,121.865184,84.98354437668972,10,0
16,64,512,128,880,1,4,3.987456,119.4876671696475,10,0
32,4,32,16,180,1,4,3.397984,115.32516402894242,10,0
8,2,32,1024,108,2,2,0.163648,86.09857667179499,10,0
8,8,64,32,4,112,2,1.708704,90.6322108958527,10,0
1,64,32,64,56,8,2,1.951744,72.61779317213535,10,0
2,2,16,16,12,76,2,2.072736,85.81295977819131,10,0
8,1,128,1,26,30,2,4.73264,112.08227876411104,10,0
16,1,64,128,112,6,2,0.182272,85.47076498462941,10,0
4,4,256,64,8,54,4,0.129024,90.95402989166595,10,0
4,2,8,4,18,34,2,21.5664,58.49249871775411,10,0
4,8,128,128,4,216,2,0.532864,64.46356411559997,10,0
1,512,16,1024,12,20,4,1.22336,69.89018627380337,10,0
1,128,8,1024,32,22,2,0.381024,65.76117700310023,10,0
2,2,1024,256,144,6,2,0.691648,65.04209703467944,10,0
16,4,64,512,38,10,2,0.09216,59.62447685405646,10,0
64,2,1024,2,24,2,2,3.170304,73.18596869405971,10,0
512,2,1024,128,950,1,2,0.14336,87.61876017444595,10,0
4,2,4,128,488,1,2,2.551808,92.8297587150629,10,0
1,4,512,512,696,1,2,2.316288,99.33402188425096,10,0
128,2,512,64,50,2,2,0.244224,95.21580753911176,10,0
4,64,1024,128,500,1,4,11.199232,84.77612596167947,10,0
16,4,512,256,624,1,2,0.257664,60.39453519212264,10,0
1,64,128,256,32,2,4,1.355776,76.18777523622252,10,0
2,2,8,128,64,14,4,0.68176,42.62902608179223,10,0
16,32,1024,64,740,1,2,5.139616,83.96850314379355,10,0
2,4,1024,16,20,32,2,0.279584,89.36364598020354,10,0
8,1,16,64,2,138,2,25.749888,76.27041468960546,10,0
2,32,512,256,8,8,4,0.223712,68.6762959927877,10,0
1,4,32,64,388,2,2,3.913632,85.16014035759217,10,0
8,1,256,4,112,1,2,1.931264,97.38840206479117,10,0
128,4,1024,1024,824,1,4,0.18448,92.76963805689068,10,0
4,4,8,32,36,6,4,2.909824,105.60481750970725,10,0
32,4,32,8,386,1,2,5.535552,114.99197636156872,10,0
8,16,256,32,100,4,2,0.752736,87.82201911710955,10,0
16,2,512,32,32,32,4,0.13968,90.33610821417304,10,0
16,2,512,32,8,8,2,0.243712,61.73236083028434,10,0
256,2,1024,256,218,2,2,0.116896,65.75664928816,10,0
4,8,64,256,12,62,4,0.182368,67.10925480504704,10,0
16,2,32,1024,4,6,2,0.658944,63.49554843014877,10,0
4,32,128,128,98,1,2,1.72944,63.61714832929058,10,0
1,16,16,512,4,8,4,0.415744,76.54495709167084,10,0
16,1,64,16,12,44,4,2.662208,86.13367992086538,10,0
1,4,256,64,70,12,2,0.530432,69.20712082737604,10,0
64,2,256,16,2,48,2,9.32576,57.93771669558207,10,0
128,2,1024,2,100,6,2,2.009408,69.02786369079037,10,0
64,8,64,512,2,148,2,10.674528,70.73326907460687,10,0
16,2,32,512,10,56,2,1.44384,80.08752602382951,10,0
2,16,512,128,456,1,4,3.689952,100.92615696446742,10,0
4,8,8,16,308,2,2,12.838016,79.78333908893347,10,0
1,1,1024,4,64,8,4,5.476608,110.38984255162768,10,0
1,256,4,256,14,16,2,4.961376,117.88128009118483,10,0
16,64,16,128,56,1,2,13.36688,81.09842901583944,10,0
4,4,4,4,400,1,2,66.564096,81.14630862602951,10,0
2,2,256,64,54,18,2,0.514976,65.74555715753014,10,0
2,64,4,256,480,2,4,16.59792,55.73127625063999,10,0
4,64,128,512,12,30,4,0.176128,63.93076171739226,10,0
128,1,128,32,84,4,2,0.8568,61.71649150507428,10,0
16,32,32,512,92,1,4,0.865664,68.13637530081803,10,0
2,128,2,1024,12,80,4,1.496032,67.47413893454106,10,0
1,4,4,256,16,8,2,0.5176,65.91096202264733,10,0
1,4,128,512,6,92,2,0.54272,65.88181738768418,10,0
1,8,16,128,12,28,2,0.690688,60.50550712826627,10,0
4,64,128,64,2,490,2,0.670144,37.56962291363385,10,0
1,4,32,1024,20,28,4,0.364544,69.67039133003667,10,0
1,4,64,1024,76,12,2,0.65536,63.97069894319637,10,0
4,32,8,256,2,202,2,2.220672,73.02790521986853,10,0
32,16,128,64,598,1,2,1.13136,91.5236203875062,10,0
4,16,8,32,2,106,2,6.946816,77.0093904597929,10,0
4,32,4,512,30,12,2,0.913408,73.31979122775815,10,0
1,1,32,1,2,506,2,41.941024,55.53008082435765,10,0
32,2,512,8,46,20,2,0.380928,66.17914208777106,10,0
1,2,1,32,126,1,2,24.363136,54.60088724601984,10,0
2,2,64,32,66,2,2,0.97328,63.58376367647175,10,0
1,1,16,512,218,1,2,1.879232,76.26903956307841,10,0
2,2,128,4,228,4,4,10.935104,62.280949024414944,10,0
16,1,512,4,420,2,4,4.777024,85.97414537249212,10,0
512,1,1024,1024,852,1,4,0.176096,96.23196725937406,10,0
4,2,16,128,4,118,4,4.993056,115.85006986411712,10,0
1,32,128,64,16,56,4,0.170336,93.04406097365056,10,0
1,32,2,128,404,1,4,22.565248,77.25640871814707,10,0
64,2,64,8,12,62,4,17.71488,57.5143206315827,10,0
16,16,16,128,16,64,4,1.202208,68.07709481933503,10,0
16,4,1024,4,240,2,2,4.540224,79.8390458351376,10,0
16,1,64,256,4,110,4,7.210528,79.45817389482959,10,0
4,4,16,128,8,82,2,0.90112,89.26684303980156,10,0
4,1,16,1,6,8,2,90.993376,65.82436052898748,10,0
1,1,64,8,214,1,2,15.459488,53.54283114706892,10,0
128,4,128,16,154,6,2,1.45408,68.11076420545491,10,0
1,32,512,32,508,2,2,74.793088,55.894511513245405,10,0
128,1,256,32,504,1,2,0.32912,58.098798987384654,10,0
128,2,256,32,554,1,2,0.274272,64.19182621104845,10,0
16,32,128,256,360,1,4,0.677888,65.2362161157,10,0
4,8,128,128,4,214,2,0.533472,66.89889771561064,10,0
4,16,512,128,18,1,2,0.490912,60.93361148895987,10,0
2,4,1024,512,2,60,2,0.479232,68.2869715288172,10,0
1,128,512,1024,528,1,4,10.4768,56.937898139978046,10,0
16,16,256,16,110,4,2,1.180224,62.301260058809135,10,0
1,4,256,256,16,14,2,0.345056,61.002404190410985,10,0
8,2,128,4,124,2,2,3.74784,75.39849910580934,10,0
128,2,1024,128,18,10,2,0.207296,82.54836264675195,10,0
1,32,8,128,72,8,4,1.180512,86.40770707515341,10,0
4,1,32,64,48,4,4,0.44032,66.39662732593263,10,0
64,2,64,512,22,30,2,0.969088,66.95477636471541,10,0
8,4,64,32,212,1,2,1.256768,69.49833327259446,10,0
1,1,2,64,36,16,2,3.022848,71.5607047565359,10,0
16,2,64,4,234,4,2,4.5776,110.81704586301376,10,0
16,64,128,128,142,6,2,0.41408,91.46849875943008,10,0
8,16,512,32,2,278,2,0.444416,41.60626633295647,10,0
8,1,1024,4,46,4,2,1.630464,58.55040622226377,10,0
8,1,16,64,580,1,4,0.455104,79.12446664229937,10,0
4,16,4,256,2,174,2,6.1952,88.89930274023385,10,0
1,8,4,64,20,16,4,1.10896,96.7174307396207,10,0
2,32,4,64,2,326,2,9.146272,78.51426658421502,10,0
8,4,16,16,34,2,2,8.570272,54.23822990554898,10,0
2,16,32,128,912,1,4,9.461824,56.12896458140733,10,0
32,32,512,32,180,1,2,2.347232,74.54092144282939,10,0
4,8,512,16,382,2,2,10.947904,49.24323582882488,10,0
4,8,256,128,576,1,4,1.623744,70.45829909428092,10,0
4,64,16,64,2,20,2,9.459328,57.51034919950056,10,0
16,64,512,256,150,6,2,0.293088,67.3324522671657,10,0
2,4,8,64,2,368,2,18.593696,51.8368459949,10,0
1,16,1,64,80,2,4,29.564896,60.96881002069927,10,0
1,16,32,512,20,30,4,0.29392,66.18436232146668,10,0
2,2,16,32,44,18,4,0.834752,63.7829514929317,10,0
128,2,512,128,434,2,2,0.136256,62.43317156703866,10,0
32,1,256,1024,1002,1,2,0.664288,63.52361008985351,10,0
32,4,1024,128,672,1,4,0.47408,72.97686221120608,10,0
2,1,64,64,68,4,4,0.682432,69.37068194382246,10,0
2,1,128,1,408,1,4,73.12192,68.14730873040835,10,0
8,128,16,256,84,12,2,2.017312,68.36859392574407,10,0
4,16,8,16,136,1,2,31.385376,61.08739578409374,10,0
512,1,1024,8,56,12,4,2.206176,77.16140706842734,10,0
4,128,128,256,874,1,2,19.564032,71.38728323144957,10,0
2,4,512,1024,44,2,2,0.29408,87.97566767747296,10,0
1,512,2,1024,6,104,2,2.482432,76.35680507538919,10,0
2,16,512,16,86,10,2,1.795904,70.5772464966164,10,0
1,1024,256,1024,4,108,2,0.338848,74.36175911970398,10,0
16,4,256,16,4,240,2,2.341664,84.21852408805,10,0
2,8,64,16,48,18,4,0.503808,89.89850520116532,10,0
2,2,128,8,116,2,2,5.18656,104.02983326196896,10,0
16,32,128,64,2,414,2,2.73616,101.74292565519212,10,0
1,2,256,32,284,2,2,4.23936,110.37402167243864,10,0
1,16,8,1024,2,274,2,1.777472,93.54088576677538,10,0
2,4,8,128,264,2,2,0.81696,89.74004067201034,10,0
64,2,64,128,700,1,2,0.218976,88.63261243815555,10,0
2,1,512,16,110,1,2,3.129312,73.72745782028578,10,0
2,4,4,256,8,84,4,2.076864,104.22567766950652,10,0
2,16,128,32,1008,1,4,41.783136,36.97198724713314,10,0
16,2,256,64,938,1,2,0.870208,63.346443232133744,10,0
8,2,1024,128,30,10,2,0.134752,59.27291524522825,10,0
2,1,4,256,4,210,4,30.085024,54.56815979660596,10,0
64,1,512,4,4,32,4,11.608192,56.51913705282568,10,0
1,2,32,512,2,24,2,1.140736,67.87597325777318,10,0
2,128,128,256,2,352,2,0.38528,61.276119385097154,10,0
2,128,32,256,224,1,4,9.509632,59.07824059139392,10,0
32,2,128,64,188,2,4,0.249536,64.95272817202519,10,0
2,1,32,1,120,2,4,26.582336,55.19978565246523,10,0
1,256,512,256,674,1,2,132.973984,58.34880420361649,10,0
4,128,64,1024,110,2,2,0.864704,65.51262701047507,10,0
256,2,1024,16,56,16,4,0.649216,66.23345023020742,10,0
8,32,64,512,14,4,2,0.309856,60.51986414019154,10,0
16,16,128,16,228,1,4,3.630688,81.28894016603022,10,0
1,8,32,32,16,18,2,0.432384,71.88856611504247,10,0
32,16,256,32,234,1,2,1.445888,79.1758873256246,10,0
64,4,512,512,10,1,2,0.587712,61.21071834943383,10,0
4,128,4,1024,14,20,2,1.31072,66.28771229340336,10,0
64,2,128,16,6,16,2,6.364128,85.83995267465947,10,0
