tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,tuned_tileX,tuned_tileY,tuned_vec,compute_time,energy,iterations,wait_after_run
4,8,32,16,2,180,2,5.451776,34.03316594112579,10,0
16,32,64,64,2,490,2,6.595584,32.268697425207854,10,0
2,16,32,128,44,6,2,0.50192,41.47923313739179,10,0
16,8,32,128,694,1,2,0.861184,43.923955023603206,10,0
2,4,8,16,4,256,4,5.30128,35.218594776346066,10,0
2,16,2,32,26,30,2,13.625344,34.86567056630711,10,0
16,2,1024,64,2,470,2,4.478976,51.69497219044914,10,0
2,2,1024,128,342,2,2,1.16736,46.0491919906432,10,0
4,8,256,64,384,1,4,2.238464,47.358424755297946,10,0
256,1,512,1024,56,12,4,0.224256,41.88945576733554,10,0
4,64,512,128,28,6,4,0.308288,42.33185588367943,10,0
2,4,2,64,8,106,4,6.765568,34.88470326595061,10,0
8,1,64,4,500,1,2,9.792512,35.50021724747078,10,0
16,1,64,64,164,6,4,0.212992,43.34031216483945,10,0
1,64,4,64,296,1,2,65.314816,37.754878998144925,10,0
1,2,1024,512,28,10,4,0.515072,43.644961008580765,10,0
4,64,4,128,8,128,2,3.351552,45.67618337475438,10,0
2,16,8,32,12,24,4,3.419136,52.19069323869312,10,0
128,1,1024,512,84,12,4,0.11264,51.71779870797183,10,0
8,4,64,4,10,18,2,5.640192,25.010633856418668,10,0
64,8,64,512,2,416,2,39.683072,30.617419143254985,10,0
32,2,64,1024,2,510,2,73.05216,33.66848188993046,10,0
32,32,64,64,8,40,4,5.313632,32.523464964867216,10,0
1,32,256,32,112,4,4,7.079936,34.31362620362951,10,0
1,4,1024,32,40,24,2,0.652288,38.46985583358478,10,0
8,32,32,256,2,418,2,2.41664,41.60586128814683,10,0
128,1,512,16,34,26,2,0.852992,41.584529061706334,10,0
1,4,1024,256,20,30,4,0.231424,43.56269894118823,10,0
4,16,512,32,26,6,2,0.406528,40.0315726148567,10,0
1,2,256,32,120,1,4,2.883584,52.88479539747294,10,0
1,16,1,64,194,1,2,57.884672,34.295659932969166,10,0
8,8,32,128,180,1,4,0.73216,46.94167035116792,10,0
1,4,1,512,162,6,2,1.629184,43.115927567197794,10,0
1,2,64,512,20,26,4,0.310272,41.42734589330624,10,0
8,4,128,256,12,1,2,0.16384,37.73964310258413,10,0
2,512,4,512,14,38,2,4.451328,48.63077315316847,10,0
1,8,4,32,166,4,2,6.216704,36.70981154948269,10,0
32,16,512,256,176,1,4,0.290816,46.03858545576334,10,0
2,128,512,1024,4,92,4,0.14336,42.49748662965373,10,0
1,32,64,1024,128,6,2,0.349184,40.506788008857725,10,0
8,2,16,1024,706,1,2,0.407744,41.83053623597058,10,0
1,1,32,128,918,1,2,7.189504,34.49223520364851,10,0
8,128,64,1024,344,1,2,1.96096,44.60664712355469,10,0
16,16,128,1024,120,2,2,0.132096,39.018511863947296,10,0
2,16,2,256,22,46,2,1.69984,41.74571527697568,10,0
1,32,4,1024,548,1,4,2.787328,49.46693956312706,10,0
32,2,128,4,12,2,4,13.950976,39.67629115510323,10,0
2,8,2,1024,184,1,4,0.792576,43.83392036444191,10,0
16,8,16,1024,160,1,2,0.223232,40.09010559290251,10,0
16,16,16,1024,2,154,2,6.064128,33.621856040535164,10,0
16,2,1024,8,222,1,2,2.01936,42.7702291832353,10,0
16,1,256,256,644,1,4,0.264192,43.1649753668689,10,0
4,1,16,1,356,2,4,47.58016,38.19735196530776,10,0
1024,1,1024,16,8,34,2,10.596352,34.120361205293555,10,0
2,4,8,16,460,1,4,12.634112,38.20279641498115,10,0
256,2,256,4,10,1,2,79.576064,35.8876636684375,10,0
128,1,1024,4,340,2,4,0.996352,49.603278301707256,10,0
8,4,256,512,604,1,4,0.28672,41.648059623275,10,0
64,16,128,64,4,40,2,5.81632,32.547775584593104,10,0
4,128,64,256,2,464,2,0.580608,40.76946375547501,10,0
8,4,256,128,40,4,2,0.073728,39.94102239399265,10,0
16,4,32,8,10,24,2,8.73472,32.46748155736073,10,0
1,8,2,128,16,18,4,1.73568,47.493479588906254,10,0
8,32,1024,1024,2,92,2,0.17408,44.69503821003595,10,0
8,4,256,128,126,6,2,0.182272,39.44562838606954,10,0
2,2,512,2,832,1,4,116.697088,41.54623065209843,10,0
32,2,512,1024,110,6,2,0.06352,39.06705201686716,10,0
1,16,4,128,170,6,2,2.395136,43.56674170026276,10,0
2,256,2,256,280,2,2,97.466368,36.116505357597504,10,0
1,1,1,64,130,4,2,7.369728,37.27725491047168,10,0
1,8,4,1024,40,20,2,0.294912,39.96567905920999,10,0
512,1,1024,1,160,2,4,10.73664,36.37728313181249,10,0
512,1,1024,16,18,36,2,2.705408,44.42756302697271,10,0
256,1,1024,256,4,210,4,18.354176,36.6884383687841,10,0
2,1,1024,16,196,1,2,3.931136,48.699243093437,10,0
16,32,1024,1024,14,38,2,0.083136,42.77026426684834,10,0
64,4,128,512,266,1,2,0.083104,37.67432847510214,10,0
4,16,32,512,28,10,4,0.111648,43.48633787713526,10,0
64,4,512,16,2,168,2,6.981632,36.359598385836186,10,0
8,1,8,2,60,8,4,28.012544,38.72244487497301,10,0
16,4,512,512,12,10,4,0.099328,42.24655669250345,10,0
1,2,2,512,634,1,2,2.568192,45.26940266047684,10,0
8,2,64,8,30,34,2,1.708032,46.85419765202028,10,0
2,1,4,1024,132,4,2,0.68096,41.75703198054507,10,0
4,1,128,128,332,2,2,1.427648,42.07773065703944,10,0
128,1,1024,4,128,8,4,0.50688,44.29795942261406,10,0
8,1,512,64,80,10,2,0.278528,40.72776422599544,10,0
32,4,1024,64,16,14,2,0.096256,39.61704741156807,10,0
16,64,16,64,416,2,4,14.053376,37.505926444749086,10,0
16,4,1024,64,2,508,2,2.468864,44.986005317843976,10,0
16,4,32,8,6,138,2,12.84592,36.53794519937912,10,0
2,1,512,1024,874,1,2,3.791936,51.29389274460856,10,0
16,2,16,1024,14,54,2,2.459648,45.98799480428717,10,0
4,16,64,64,28,6,2,0.6144,41.74214823828326,10,0
16,2,16,256,52,6,2,0.39936,40.68603576709203,10,0
128,8,256,32,30,14,2,1.975296,43.50208415504056,10,0
4,8,256,512,324,1,4,0.398336,45.16981678397957,10,0
32,32,256,128,84,12,2,0.208896,32.46215321595,10,0
128,2,128,1024,64,2,4,0.156672,37.09590340936029,10,0
8,2,256,4,6,170,2,2.57024,41.606096624506144,10,0
8,1,64,8,2,382,2,28.879872,35.51602445284665,10,0
4,16,32,32,2,42,2,3.403776,47.00605138085229,10,0
16,16,512,16,270,1,2,6.170624,34.807354281635824,10,0
32,32,512,1024,24,6,2,0.197792,40.89917950587531,10,0
1,32,16,32,400,2,4,46.18752,36.24030876575187,10,0
8,64,512,1024,92,2,2,0.461824,39.369264576116784,10,0
1,8,2,1024,112,1,4,0.76288,45.85699342612054,10,0
128,2,512,128,20,28,2,0.282624,40.222349102845,10,0
32,2,256,128,192,4,2,0.078848,39.43730206117756,10,0
4,64,16,512,4,188,4,0.587776,45.4772996266052,10,0
4,8,32,128,568,1,2,2.356224,44.0217466178395,10,0
1,4,2,128,10,1,2,5.878784,36.871578905379344,10,0
4,32,16,512,2,346,2,1.72032,43.65500743298107,10,0
256,4,512,512,64,6,4,0.227328,44.681373416149135,10,0
16,8,32,64,904,1,4,1.48288,46.72967335746545,10,0
128,2,512,256,192,2,4,0.1024,41.54074143786502,10,0
2,32,512,32,62,12,2,1.123328,43.42916902787841,10,0
2,1,8,128,2,128,2,24.36608,35.31028428233937,10,0
32,1,256,64,18,18,2,0.224256,40.282255578196846,10,0
4,128,64,1024,70,4,2,0.314368,40.04911822934028,10,0
1,2,128,256,18,36,2,0.452768,41.304668935698,10,0
1,4,64,16,2,338,2,2.327552,45.66278967147439,10,0
2,2,512,256,884,1,2,2.97472,49.669719674322415,10,0
8,32,512,1024,558,1,2,0.739328,41.09391258772058,10,0
2,1,64,1024,10,44,2,0.632832,40.89916307453236,10,0
1,4,128,16,2,478,2,2.53856,45.85629376129212,10,0
32,1,512,256,688,1,4,0.198656,47.436112002486176,10,0
32,16,512,256,324,2,2,0.259072,41.17281205995139,10,0
64,4,1024,16,32,2,4,0.610304,43.514842567872,10,0
8,128,64,256,8,94,2,0.340992,40.70916709447501,10,0
8,4,128,128,460,2,2,0.770048,40.59539901919359,10,0
2,8,16,512,228,2,2,0.406528,40.48563447228773,10,0
2,32,2,256,424,2,2,13.836288,33.95484826478917,10,0
2,4,2,16,138,4,2,20.707392,33.304452323109814,10,0
256,2,512,2,988,1,4,6.050816,36.04452385192592,10,0
2,8,256,512,10,100,2,0.168032,38.63199383560178,10,0
4,32,256,64,652,1,4,16.026624,36.33448675380834,10,0
128,8,128,128,140,6,4,0.468096,44.04378478721028,10,0
1,256,16,1024,20,22,2,0.557056,41.52751953434098,10,0
16,8,64,512,76,2,2,0.130144,39.5099371177207,10,0
8,2,128,128,126,1,2,0.186368,39.247476328223776,10,0
2,16,1024,256,74,4,2,0.289824,40.612648427820005,10,0
1,32,512,32,184,4,4,10.84416,37.02350192222116,10,0
1,64,1024,1024,4,144,4,0.196608,41.698020841044425,10,0
4,32,4,256,4,78,2,1.907712,42.20637286448002,10,0
4,4,32,4,4,204,2,10.242048,37.91798541547782,10,0
8,1,8,8,236,1,2,12.967936,27.039641839023737,10,0
8,1,128,512,690,1,2,0.644096,37.61773935243379,10,0
1,2,1024,128,128,1,2,1.635328,41.26346014315703,10,0
4,2,4,512,408,1,2,0.59392,39.43095739214924,10,0
16,32,1024,256,2,290,2,0.377856,41.730322590319176,10,0
4,16,1024,32,2,316,2,0.340992,40.520913900050175,10,0
2,32,64,32,140,1,2,18.361344,36.06495113716672,10,0
1,128,128,256,2,244,2,0.310272,38.52820175713455,10,0
1,128,128,512,606,1,2,33.906688,34.212100082489506,10,0
8,16,128,256,52,1,4,0.349184,42.67123797216378,10,0
4,8,4,1024,2,62,2,4.554752,49.40606728218575,10,0
8,2,1024,128,52,12,2,0.130048,39.42641496546269,10,0
8,1,128,32,30,24,2,0.432128,41.37235566855323,10,0
64,4,1024,16,52,1,4,0.769024,44.70252007924133,10,0
2,16,8,1024,2,208,2,2.999296,45.51921734102975,10,0
64,8,128,8,6,10,2,25.270272,42.557653397719335,10,0
2,32,512,128,268,1,2,9.193536,33.78332875506441,10,0
16,1,64,8,200,2,2,4.076544,46.93977371943955,10,0
2,2,128,16,2,16,2,0.980992,43.41115572303124,10,0
4,4,512,1024,94,6,2,0.147584,39.30216947584769,10,0
1,8,512,512,776,1,2,2.839552,49.199451291870766,10,0
1,2,64,64,12,78,2,0.746496,41.85172146005798,10,0
64,2,1024,4,44,22,2,0.74144,39.884656196318645,10,0
4,128,64,512,4,80,4,0.275456,46.974740424308834,10,0
8,8,128,8,402,1,2,15.09888,34.39086612645667,10,0
16,16,512,16,40,10,4,0.259072,41.66597661165011,10,0
4,1,256,2,2,450,2,8.607744,33.74534151735801,10,0
1,8,1,1024,168,4,2,0.713728,41.889686476040296,10,0
1,4,1,8,590,1,2,141.218816,38.11351331898478,10,0
2,1,8,1,170,6,2,80.105472,37.69743146799943,10,0
16,8,128,64,494,1,2,1.176576,40.87891947168001,10,0
1,1,1,256,12,68,4,19.749888,35.34772195941602,10,0
8,1,32,1,64,10,4,16.701568,37.297312825954485,10,0
2,16,256,1024,6,146,2,0.152576,38.40029332718567,10,0
8,16,64,256,32,24,4,0.089088,41.65924196246556,10,0
4,4,8,512,4,226,2,7.13216,33.22084021329695,10,0
4,4,4,4,86,8,2,42.5216,34.62322906705133,10,0
4,8,16,256,4,150,2,1.506304,41.31974975503867,10,0
8,64,1024,512,2,466,2,0.254976,41.19434597048832,10,0
32,8,256,8,12,12,4,3.196928,49.45001284805081,10,0
1,4,1024,8,452,1,2,55.027712,35.074572888681224,10,0
2,16,256,16,144,1,2,16.596992,35.66444488470001,10,0
128,1,1024,128,16,62,2,0.657408,41.54473214182554,10,0
4,1,64,2,546,1,2,39.071744,35.20019884672696,10,0
16,8,256,8,484,2,2,8.674304,33.8617584799714,10,0
4,2,1024,4,958,1,2,50.997248,34.399656620982846,10,0
1,8,2,512,2,494,2,27.797504,35.50033022560358,10,0
2,1,4,64,862,1,2,4.185088,50.47066159471408,10,0
32,8,1024,16,392,1,2,2.361344,43.36316813101054,10,0
8,4,1024,32,4,118,2,0.252928,39.41488238813999,10,0
2,4,128,256,8,42,2,0.157696,40.019853579705504,10,0
256,4,512,1024,2,88,2,7.651328,34.56749092347619,10,0
8,1,64,64,68,12,2,0.336896,42.05955485238081,10,0
1,16,512,32,524,1,4,41.513984,38.098802177637296,10,0
1,256,16,256,92,6,4,4.340736,50.000601119980224,10,0
512,1,1024,64,680,1,4,0.13824,45.244239072473725,10,0
4,1,32,1024,4,38,4,1.841152,47.234334746256,10,0
4,1,512,128,6,60,2,0.468992,40.83018660833144,10,0
32,1,256,128,310,1,2,0.159936,38.91967341611719,10,0
16,2,128,256,4,122,2,2.386944,46.51301085697772,10,0
2,64,64,1024,770,1,2,6.23104,34.538024757002994,10,0
2,8,128,512,290,1,2,0.787456,42.95232005297253,10,0
8,1,1024,1,832,1,4,43.01824,37.496818181203,10,0
1,2,8,1024,924,1,2,4.287488,52.38864551404578,10,0
8,128,512,256,236,4,4,1.467392,44.3122301038961,10,0
64,1,1024,512,364,2,4,0.100352,41.930911723417424,10,0
64,4,1024,32,18,40,2,0.251904,38.94288310755819,10,0
2,1,16,2,472,1,2,63.048704,35.41436910347484,10,0
32,8,1024,8,28,24,4,0.53248,48.35340525708962,10,0
1,8,16,16,6,26,2,2.675712,44.347473589270514,10,0
32,4,64,256,70,6,2,0.152576,43.17157396309016,10,0
64,4,128,4,880,1,2,6.69696,34.5412125494866,10,0
16,2,64,512,112,2,2,0.094208,39.069998766905215,10,0
1,32,8,512,404,1,4,4.182016,54.39519165852657,10,0
1,8,1024,16,144,1,2,14.562304,33.64150151654301,10,0
8,32,32,32,728,1,2,27.250688,33.75173786751999,10,0
32,1,64,8,36,4,4,4.092928,52.50558781568432,10,0
4,1,4,1024,980,1,4,1.343488,48.72002669592812,10,0
8,8,16,256,4,160,4,3.465216,54.123989836215685,10,0
1,128,128,128,496,2,2,72.635392,36.85986024114339,10,0
4,64,4,64,210,2,2,67.570688,27.8669197530691,10,0
64,2,64,512,370,2,2,0.079872,40.87279250974609,10,0
8,64,8,64,884,1,4,63.13472,38.96258259993627,10,0
8,4,16,16,2,370,2,24.590336,35.98460612176955,10,0
512,2,1024,2,16,26,4,29.790208,39.13517228960738,10,0
128,1,1024,8,226,1,2,0.39424,41.1846150509893,10,0
1,2,128,1024,6,36,2,0.376832,40.032565393268406,10,0
4,4,64,32,548,1,4,3.767296,51.29740209621556,10,0
2,8,64,16,10,2,2,2.977792,45.487284902533325,10,0
2,128,64,1024,120,2,2,1.399808,41.66981085027213,10,0
4,16,256,32,2,290,2,0.422912,52.20514287271399,10,0
8,64,1024,64,2,504,2,0.278528,40.30231841825195,10,0
1,4,4,128,28,12,4,0.780288,42.82906318778751,10,0
512,1,1024,4,128,8,2,1.709216,42.36728034719837,10,0
8,8,1024,32,38,4,2,0.2304,39.83626518866228,10,0
1,256,8,512,152,6,2,3.95776,48.41646323735648,10,0
16,8,128,128,8,38,2,0.253952,39.38398473552986,10,0
64,16,1024,128,46,6,2,0.16384,39.69722232264538,10,0
4,256,512,256,394,1,2,27.112448,35.253641314813294,10,0
128,8,256,1024,224,4,2,0.0768,38.41647139871463,10,0
16,32,512,128,272,2,4,0.910336,44.345273565224254,10,0
128,8,256,16,14,54,2,6.285312,34.177070147422256,10,0
4,1,4,8,146,6,2,20.963328,32.917564450083454,10,0
1,1,128,32,508,1,4,8.077312,37.262315140307706,10,0
8,8,512,256,194,2,2,0.258048,39.31121072594671,10,0
8,4,16,1024,992,1,4,0.456704,43.07823559068946,10,0
1,1,128,128,6,130,2,1.6128,45.64796917710547,10,0
1,8,128,256,60,10,2,0.365568,44.336564399256346,10,0
32,1,128,1,2,130,2,140.705792,38.38667025659362,10,0
4,8,32,128,468,1,4,1.37424,50.72695205825979,10,0
1,2,512,512,6,24,2,0.429216,53.437515521645054,10,0
2,256,8,256,8,88,2,1.647616,43.80757310350473,10,0
16,2,64,512,2,60,2,4.255936,63.29177013577757,10,0
1,256,256,1024,2,460,2,0.315392,41.67826031400347,10,0
1,32,256,512,876,1,2,11.594656,33.479884945803384,10,0
4,4,64,128,4,72,2,0.357376,40.20306453912758,10,0
32,1,128,1,498,2,2,15.696896,33.369579951046006,10,0
1,32,1,128,316,2,4,35.74784,38.12350227305664,10,0
1,8,1,128,4,202,2,15.389696,33.52053555638033,10,0
1,4,1,1024,180,4,4,0.436224,43.4312584737974,10,0
32,32,128,1024,910,1,2,0.338944,42.6236232382959,10,0
1,4,64,512,12,84,2,0.497664,40.71319434325925,10,0
1,128,1,1024,894,1,2,47.604736,37.11867479174847,10,0
1,2,32,64,84,4,4,0.685056,43.89256283087613,10,0
4,256,256,512,4,42,2,0.23552,39.028590851455846,10,0
1,4,1024,1024,64,6,4,0.428032,43.32119833996798,10,0
64,4,128,4,608,1,2,5.368992,33.504632578541695,10,0
2,64,2,512,20,36,2,1.360896,40.85275080665657,10,0
8,64,256,64,348,1,2,14.594048,39.935102324240646,10,0
2,64,8,128,92,2,2,12.547136,35.35659341054998,10,0
512,2,1024,2,820,1,2,4.246528,51.19761008118942,10,0
1,1,128,1,326,2,2,178.374688,43.78840146843836,10,0
16,64,512,128,880,1,4,9.30304,40.317457051884695,10,0
32,4,32,16,180,1,4,5.393408,37.62200078364551,10,0
8,2,32,1024,108,2,2,0.139264,39.45722751038768,10,0
8,8,64,32,4,112,2,1.72544,43.53801975528107,10,0
1,64,32,64,56,8,2,2.34192,42.86247099851339,10,0
2,2,16,16,12,76,2,2.481152,44.89879962036027,10,0
8,1,128,1,26,30,2,6.648832,31.92964159110187,10,0
16,1,64,128,112,6,2,0.249856,37.65323497929784,10,0
4,4,256,64,8,54,4,0.12288,42.78718048749451,10,0
4,2,8,4,18,34,2,21.654528,33.47758793767362,10,0
4,8,128,128,4,216,2,0.288768,40.90618076385858,10,0
1,512,16,1024,12,20,4,1.243136,44.84375487105131,10,0
1,128,8,1024,32,22,2,0.354304,40.84306877121194,10,0
2,2,1024,256,144,6,2,0.451584,40.12197040639028,10,0
16,4,64,512,38,10,2,0.08192,38.4851220828075,10,0
64,2,1024,2,24,2,2,3.149824,46.65479542505198,10,0
512,2,1024,128,950,1,2,0.125952,44.62537503879637,10,0
4,2,4,128,488,1,2,2.507776,45.91276514933579,10,0
1,4,512,512,696,1,2,2.737184,50.42611633187499,10,0
128,2,512,64,50,2,2,0.345088,44.20055814986177,10,0
4,64,1024,128,500,1,4,13.533184,36.183493368293895,10,0
16,4,512,256,624,1,2,0.303232,41.033195711235,10,0
1,64,128,256,32,2,4,1.053696,45.9456240403909,10,0
2,2,8,128,64,14,4,0.718848,34.19154936167681,10,0
16,32,1024,64,740,1,2,7.970816,29.78896776081821,10,0
2,4,1024,16,20,32,2,0.376832,38.58746579562737,10,0
8,1,16,64,2,138,2,39.586816,32.36455850812485,10,0
2,32,512,256,8,8,4,0.129024,36.428582609626375,10,0
1,4,32,64,388,2,2,5.776384,30.052659944316417,10,0
8,1,256,4,112,1,2,2.993152,41.80685117935735,10,0
128,4,1024,1024,824,1,4,0.172192,43.83715797842157,10,0
4,4,8,32,36,6,4,2.896896,47.276253001178574,10,0
32,4,32,8,386,1,2,8.506368,32.6701185075238,10,0
8,16,256,32,100,4,2,0.999424,40.60517646739288,10,0
16,2,512,32,32,32,4,0.119808,41.88662393420264,10,0
16,2,512,32,8,8,2,0.24064,39.32376004750683,10,0
256,2,1024,256,218,2,2,0.096256,41.08355226118324,10,0
4,8,64,256,12,62,4,0.129024,40.54397482490055,10,0
16,2,32,1024,4,6,2,0.653312,40.59235898930973,10,0
4,32,128,128,98,1,2,1.833984,46.31196074327877,10,0
1,16,16,512,4,8,4,0.246784,43.82691647436465,10,0
16,1,64,16,12,44,4,2.697216,49.87342525952828,10,0
1,4,256,64,70,12,2,0.592896,46.247442420714655,10,0
64,2,256,16,2,48,2,10.23488,35.58844441370624,10,0
128,2,1024,2,100,6,2,1.896448,44.866848306015775,10,0
64,8,64,512,2,148,2,11.80672,37.4052894910373,10,0
16,2,32,512,10,56,2,1.734656,44.14212294430381,10,0
2,16,512,128,456,1,4,4.977664,58.66938119280148,10,0
4,8,8,16,308,2,2,17.820672,32.64266958511035,10,0
1,1,1024,4,64,8,4,5.129216,37.28359793526181,10,0
1,256,4,256,14,16,2,7.18336,33.65306931728276,10,0
16,64,16,128,56,1,2,19.345408,34.99840884270677,10,0
4,4,4,4,400,1,2,92.527616,36.40089036338,10,0
2,2,256,64,54,18,2,0.379904,39.28824630275957,10,0
2,64,4,256,480,2,4,16.805888,35.91775965023354,10,0
4,64,128,512,12,30,4,0.107552,41.90243093688874,10,0
128,1,128,32,84,4,2,0.882688,43.62516203943344,10,0
16,32,32,512,92,1,4,1.261568,44.173392081280646,10,0
2,128,2,1024,12,80,4,1.50528,45.42325634710443,10,0
1,4,4,256,16,8,2,0.523264,40.88371090265205,10,0
1,4,128,512,6,92,2,0.343136,39.07863465133365,10,0
1,8,16,128,12,28,2,0.519168,40.16666008576579,10,0
4,64,128,64,2,490,2,0.648192,40.64916842208516,10,0
1,4,32,1024,20,28,4,0.224256,43.73099437362935,10,0
1,4,64,1024,76,12,2,0.385216,41.76438296774972,10,0
4,32,8,256,2,202,2,2.097312,44.24925305851201,10,0
32,16,128,64,598,1,2,1.910784,48.07092036111439,10,0
4,16,8,32,2,106,2,9.795584,36.56029762617784,10,0
4,32,4,512,30,12,2,0.909312,40.90327944138302,10,0
1,1,32,1,2,506,2,40.701952,35.58707476403001,10,0
32,2,512,8,46,20,2,0.382976,43.173810869011234,10,0
1,2,1,32,126,1,2,24.302592,34.03424844251665,10,0
2,2,64,32,66,2,2,0.91648,41.691030335071545,10,0
1,1,16,512,218,1,2,1.189888,43.844342562004485,10,0
2,2,128,4,228,4,4,12.406784,36.21864861158281,10,0
16,1,512,4,420,2,4,5.147648,54.73558564563378,10,0
512,1,1024,1024,852,1,4,0.136384,42.85986898571496,10,0
4,2,16,128,4,118,4,5.254144,36.76552364577854,10,0
1,32,128,64,16,56,4,0.172032,44.24894031982026,10,0
1,32,2,128,404,1,4,32.508928,36.945010051218745,10,0
64,2,64,8,12,62,4,17.833984,37.35603734616733,10,0
16,16,16,128,16,64,4,1.171456,43.55923132640368,10,0
16,4,1024,4,240,2,2,6.1696,37.18903328907684,10,0
16,1,64,256,4,110,4,9.6472,37.22084346221469,10,0
4,4,16,128,8,82,2,1.216512,42.88131925469335,10,0
4,1,16,1,6,8,2,89.227264,38.27398089801432,10,0
1,1,64,8,214,1,2,14.322752,33.75931398159135,10,0
128,4,128,16,154,6,2,1.401856,41.19355799967072,10,0
1,32,512,32,508,2,2,73.990144,36.047476038325655,10,0
128,1,256,32,504,1,2,0.36864,39.15367863034914,10,0
128,2,256,32,554,1,2,0.3216,42.76883406387353,10,0
16,32,128,256,360,1,4,1.074176,44.384402028247685,10,0
4,8,128,128,4,214,2,0.292864,41.88031025691821,10,0
4,16,512,128,18,1,2,0.295936,43.70338092559686,10,0
2,4,1024,512,2,60,2,0.329856,39.380115548630606,10,0
1,128,512,1024,528,1,4,12.312576,35.899481678849995,10,0
16,16,256,16,110,4,2,1.2032,42.51233222044468,10,0
1,4,256,256,16,14,2,0.203872,39.79614103698816,10,0
8,2,128,4,124,2,2,3.856384,48.516674535459885,10,0
128,2,1024,128,18,10,2,0.203776,45.19820285131181,10,0
1,32,8,128,72,8,4,1.195008,44.02023016573488,10,0
4,1,32,64,48,4,4,0.413696,47.15037803069811,10,0
64,2,64,512,22,30,2,0.946176,41.11487880679236,10,0
8,4,64,32,212,1,2,1.24928,42.99467955808919,10,0
1,1,2,64,36,16,2,3.03616,59.172206303206565,10,0
16,2,64,4,234,4,2,6.402112,33.75445671269518,10,0
16,64,128,128,142,6,2,0.546816,41.366571238792766,10,0
8,16,512,32,2,278,2,0.449536,34.00477603266784,10,0
8,1,1024,4,46,4,2,1.67936,38.50533926454296,10,0
8,1,16,64,580,1,4,0.5888,38.14068857053376,10,0
4,16,4,256,2,174,2,6.864896,29.61090520322269,10,0
1,8,4,64,20,16,4,1.718304,41.885578733006334,10,0
2,32,4,64,2,326,2,9.46176,31.49363397958243,10,0
8,4,16,16,34,2,2,8.802272,32.592552874381205,10,0
2,16,32,128,912,1,4,10.088448,34.95778559766502,10,0
32,32,512,32,180,1,2,2.679808,42.7391831285941,10,0
4,8,512,16,382,2,2,11.070304,33.82091560907,10,0
4,8,256,128,576,1,4,1.62816,45.01152416675314,10,0
4,64,16,64,2,20,2,9.363552,33.31431919262327,10,0
16,64,512,256,150,6,2,0.282624,37.94167431387879,10,0
2,4,8,64,2,368,2,18.146304,34.522289037891134,10,0
1,16,1,64,80,2,4,30.664832,36.270468426228575,10,0
1,16,32,512,20,30,4,0.167936,41.85256520786646,10,0
2,2,16,32,44,18,4,0.831488,42.784966314955824,10,0
128,2,512,128,434,2,2,0.082944,40.56569066916878,10,0
32,1,256,1024,1002,1,2,0.324704,39.72717999157479,10,0
32,4,1024,128,672,1,4,0.400448,43.47873389543199,10,0
2,1,64,64,68,4,4,0.429056,42.106357899326746,10,0
2,1,128,1,408,1,4,75.290624,38.98128938069637,10,0
8,128,16,256,84,12,2,2.020352,42.41885680522192,10,0
4,16,8,16,136,1,2,38.701056,38.01410143846166,10,0
512,1,1024,8,56,12,4,2.231296,47.045617413898114,10,0
4,128,128,256,874,1,2,28.455936,33.82569617346199,10,0
2,4,512,1024,44,2,2,0.243712,40.39473217920446,10,0
1,512,2,1024,6,104,2,2.526208,46.15412999500771,10,0
2,16,512,16,86,10,2,1.757184,46.37998379469918,10,0
1,1024,256,1024,4,108,2,0.277504,39.27373542417574,10,0
16,4,256,16,4,240,2,2.338816,47.397442309474926,10,0
2,8,64,16,48,18,4,0.674816,46.08104747737082,10,0
2,2,128,8,116,2,2,5.886976,33.71937506870999,10,0
16,32,128,64,2,414,2,3.01568,47.7443570926982,10,0
1,2,256,32,284,2,2,5.67296,33.96525510555867,10,0
1,16,8,1024,2,274,2,2.358272,45.89177611805627,10,0
2,4,8,128,264,2,2,1.148928,44.539960311938266,10,0
64,2,64,128,700,1,2,0.23776,43.33784153884865,10,0
2,1,512,16,110,1,2,2.542592,47.60157774984442,10,0
2,4,4,256,8,84,4,2.88256,48.369388201767954,10,0
2,16,128,32,1008,1,4,47.598592,29.64808867474478,10,0
16,2,256,64,938,1,2,0.978912,37.83450045935527,10,0
8,2,1024,128,30,10,2,0.099328,35.91004899216961,10,0
2,1,4,256,4,210,4,33.410048,33.909598318605894,10,0
64,1,512,4,4,32,4,12.77952,33.00111652353999,10,0
1,2,32,512,2,24,2,0.643072,37.42743729040561,10,0
2,128,128,256,2,352,2,0.244736,37.11665402826696,10,0
2,128,32,256,224,1,4,12.845056,33.224253235480425,10,0
32,2,128,64,188,2,4,0.238592,37.88254973385119,10,0
2,1,32,1,120,2,4,30.678016,32.3815844800174,10,0
1,256,512,256,674,1,2,165.788672,38.170011673253406,10,0
4,128,64,1024,110,2,2,0.914624,41.1492688807537,10,0
256,2,1024,16,56,16,4,0.6144,43.26462890296298,10,0
8,32,64,512,14,4,2,0.310272,39.92526523231625,10,0
16,16,128,16,228,1,4,4.400128,50.43736799159343,10,0
1,8,32,32,16,18,2,0.540672,40.706621824183486,10,0
32,16,256,32,234,1,2,1.72544,42.80084795158669,10,0
64,4,512,512,10,1,2,0.469184,41.46985356170786,10,0
4,128,4,1024,14,20,2,1.373184,43.08776695319997,10,0
64,2,128,16,6,16,2,6.75328,34.58815489654799,10,0
