tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,compute_time,energy,iterations,wait_after_run
64,1,16,1024,64,128,8,1,32,32,81.547264,620.9904058252337,10,0
128,4,16,8,128,64,128,2,128,16,1119.401984,356.7185773774411,10,0
4,4,256,64,32,1,512,2,1024,512,316.899488,315.3431433497806,10,0
8,2,256,128,8,2,16,16,256,256,6.341536,150.73046538969317,10,0
8,32,512,8,16,4,2,8,64,64,14.076352,324.2212705534526,10,0
16,32,64,8,32,8,8,64,32,256,288.40112,290.9517606307734,10,0
32,32,256,512,32,4,256,2,512,64,1808.369472,2250.714363078182,10,0
8,8,16,1024,8,64,1,8,2,256,47.661056,429.86045200876055,10,0
128,4,8,4,128,4,1,8,256,1024,340.662304,299.4292350882848,10,0
4,2,32,128,8,16,1,16,4,256,11.77552,168.57014789622795,10,0
16,4,128,512,16,64,4,32,16,64,12.670016,160.67038940648376,10,0
64,1,16,4,64,16,16,8,64,1024,9.91376,186.12011880002933,10,0
4,2,16,16,4,1,32,16,128,256,165.141312,80.6708257733238,10,0
4,16,128,128,16,2,32,2,256,4,69.095936,153.36406081438227,10,0
4,8,512,512,4,16,64,1,64,8,1559.68512,1862.6141785513712,10,0
128,2,32,8,256,2,8,4,512,16,187.175296,590.3887206953489,10,0
4,1,256,32,4,4,32,1,512,512,237.642688,793.0133860660836,10,0
8,4,64,256,64,32,4,32,32,1024,2.424832,109.56931666028298,10,0
4,4,16,64,64,4,128,1,256,1024,101.044288,92.77864353993684,10,0
16,16,16,512,128,32,8,8,64,8,87.173088,132.13024927116646,10,0
4,64,64,16,32,4,16,64,256,64,126.42704,136.56828656388188,10,0
16,128,256,64,16,8,32,8,128,64,793.478496,828.3552675237974,10,0
64,2,8,16,64,8,4,4,512,4,38.227968,307.6106958828992,10,0
32,8,64,64,32,8,32,1,32,32,308.426272,1686.967216245665,10,0
64,8,64,256,64,8,128,4,512,1024,524.782912,334.4981094064862,10,0
4,4,16,1024,4,64,16,2,512,128,7.866688,159.33490034794897,10,0
4,1,16,64,64,16,64,8,1024,512,22.579424,298.6133567605127,10,0
8,8,16,64,32,32,2,512,256,512,42.496,424.0585536544293,10,0
256,16,16,16,512,2,64,2,1024,4,0.0,2985.8801790366406,10,0
32,16,16,16,64,1,128,8,256,256,677.845216,281.55217669965674,10,0
64,2,64,16,128,1,32,32,64,1024,597.293056,197.81323534546988,10,0
4,512,1024,32,4,4,2,16,4,1024,4308.255872,1257.711680312813,10,0
8,64,64,4,8,4,32,8,64,512,343.95136,205.7820760097082,10,0
8,64,64,128,8,64,16,2,128,2,1227.203968,311.3309852158088,10,0
8,64,64,8,64,8,1,64,128,512,0.0,2964.29805300292,10,0
8,4,256,128,32,4,16,64,32,1024,73.345632,33.9080228564322,10,0
16,64,64,512,64,64,4,16,64,1024,123.277312,575.9071920129095,10,0
16,4,128,128,16,32,16,8,1024,16,6.573056,146.09493367332203,10,0
4,16,16,128,16,16,4,16,256,32,8.203456,170.37025725460285,10,0
8,4,64,16,16,32,2,2,256,1024,6.551552,189.27925838062137,10,0
4,32,64,64,32,1,2,1,8,512,255.770432,408.5422508411934,10,0
4,16,256,1024,16,8,2,32,32,512,8.701504,169.9468216802584,10,0
4,4,64,4,8,32,16,8,64,16,141.693952,88.56591519322971,10,0
16,16,64,16,16,8,32,2,64,16,361.647712,198.6111032697558,10,0
4,1,16,4,16,256,32,2,64,32,84.1072,86.11388634707643,10,0
64,4,128,32,64,16,4,16,128,128,50.409856,618.7051733450683,10,0
4,8,128,128,64,4,32,4,1024,128,124.114944,111.85931957268514,10,0
8,4,32,16,128,1,1,4,1,16,750.905312,569.9685222622379,10,0
8,1,128,64,16,16,16,16,64,32,44.784608,404.2564408531963,10,0
64,8,32,512,64,64,4,2,64,2,614.01616,318.9115888952622,10,0
4,2,8,64,4,256,1,1,256,4,35.672064,442.3630521687242,10,0
4,64,128,32,32,1,8,8,512,64,292.485184,189.7709395421423,10,0
16,128,512,512,16,2,32,2,256,256,1458.220768,2834.831609553502,10,0
8,2,8,4,64,32,8,64,1024,128,6.289216,121.7826349412343,10,0
4,2,512,512,4,16,64,1,64,4,2036.810208,2518.607597182968,10,0
4,64,256,8,8,32,64,2,1024,2,463.630144,304.6331855996909,10,0
8,1,32,16,256,1,1,16,16,16,315.322304,259.62952143996284,10,0
4,256,256,4,32,2,128,1,512,64,533.460992,681.5069360900462,10,0
4,64,512,128,4,16,64,1,128,4,3721.270912,2099.0932281110395,10,0
4,1,8,256,64,64,1,16,64,512,8.292352,180.27918205118195,10,0
8,256,512,4,8,4,1,16,256,128,277.028864,1884.967330787928,10,0
8,128,512,8,8,8,4,4,64,512,250.520992,322.7061108274248,10,0
64,64,64,16,64,64,256,2,1024,512,0.0,2956.194660394377,10,0
32,2,64,64,64,8,2,1,256,256,46.586048,1219.953700510418,10,0
128,4,8,4,256,1,2,1,16,2,2032.891872,768.9065634028444,10,0
16,32,32,4,32,4,2,32,32,128,274.550784,286.9384948625349,10,0
16,8,32,16,16,8,1,64,1,512,84.299264,101.67073846517393,10,0
4,16,128,64,16,16,4,8,32,1024,3.080928,97.75637223379684,10,0
4,2,8,8,16,4,128,4,1024,64,17.525792,286.66135675909106,10,0
8,32,128,1024,32,32,64,4,1024,512,115.504128,151.5948276815906,10,0
4,1,64,256,16,8,8,32,128,32,15.494528,189.1665881409997,10,0
64,2,16,16,128,2,8,1,64,8,112.146368,431.0758925778253,10,0
16,2,4,4,512,4,1,4,1024,256,75.828448,569.5120919872189,10,0
4,1,8,32,16,256,2,4,16,1024,10.47184,134.63177202074587,10,0
64,1,16,128,64,128,1,2,8,128,123.96544,233.70626525828,10,0
32,2,32,16,32,32,2,16,2,16,200.590496,95.74441758192232,10,0
4,4,16,128,16,256,64,2,128,8,86.943104,76.89821754446592,10,0
8,4,8,16,16,256,4,64,256,1024,4.588224,123.8857676998226,10,0
16,128,256,256,32,1,32,4,1024,128,1255.430144,2162.92533352205,10,0
8,16,16,8,16,128,2,64,8,512,25.526592,279.5624550024683,10,0
32,4,8,4,128,8,128,8,128,8,1591.953184,275.6472312402989,10,0
16,32,256,4,32,1,512,2,1024,64,2328.0144,2083.520408821805,10,0
16,32,64,16,16,16,4,16,512,1024,97.488896,169.50719058935542,10,0
8,16,32,64,128,4,4,2,4,32,137.003264,205.20633111692973,10,0
32,128,256,256,32,4,1,1,2,512,0.0,3049.3973716723217,10,0
16,1,128,256,16,8,4,64,512,256,3.417536,56.94020263922561,10,0
8,8,512,4,8,8,2,16,16,32,47.753216,410.46060074789966,10,0
16,4,512,512,16,2,1,64,64,256,5.7264,142.45379023935462,10,0
8,1,16,128,64,32,4,16,64,32,3.239136,104.93964382987424,10,0
16,1,16,32,16,4,2,512,8,512,255.993856,96.46532573076212,10,0
4,1,8,16,32,4,64,4,128,128,20.664544,283.4971383068982,10,0
4,16,512,16,16,1,16,16,1024,64,311.191776,146.1581187846148,10,0
8,32,32,8,8,8,64,2,64,8,1443.356672,275.0318348949626,10,0
32,64,256,64,32,4,4,1,8,1,0.0,3051.175905182208,10,0
4,4,16,4,64,4,64,2,1024,8,83.152864,34.651026103887325,10,0
32,32,32,16,32,64,128,1,128,32,463.203712,632.8060171936706,10,0
8,32,128,128,64,16,1,8,2,16,322.605184,1641.4295862654797,10,0
128,32,64,128,128,2,128,4,256,64,0.0,2953.949758224299,10,0
4,8,8,32,4,8,4,8,32,32,160.23552,40.72304728146813,10,0
64,4,16,8,64,8,32,1,512,8,72.472288,557.2386185584774,10,0
8,16,32,16,256,2,4,4,64,16,88.399744,561.2219692983065,10,0
16,2,8,4,1024,2,2,64,4,512,186.05056,551.1683438578249,10,0
4,2,4,8,32,32,32,16,1024,16,13.504704,179.57913638759985,10,0
8,32,32,4,8,32,1,16,256,256,20.465472,386.8868279938016,10,0
8,128,512,8,8,1,2,16,32,1024,179.322912,305.16462135690585,10,0
16,2,64,4,64,1,1,4,128,256,136.034272,484.4290097753369,10,0
16,64,64,4,16,8,128,4,128,256,931.004512,343.37968167519256,10,0
8,8,512,128,8,4,4,1,1024,64,0.0,2971.3582726755653,10,0
8,1,64,16,32,4,16,4,16,16,167.508928,67.62636386628778,10,0
1024,1,8,4,1024,1,2,256,16,512,1924.592192,646.02329169068,10,0
8,1,64,128,64,64,32,8,1024,128,6.549408,169.07887684201904,10,0
8,1,32,4,128,2,8,64,128,512,69.003008,76.02528151460407,10,0
16,4,64,256,16,128,8,64,512,128,2.63168,101.50646873045328,10,0
8,2,8,64,8,256,4,2,4,32,197.52224,89.64030826758085,10,0
4,8,64,256,16,16,4,1,16,32,19.353632,322.28364087705086,10,0
8,1,256,128,32,2,8,32,512,32,69.02272,90.96536146564144,10,0
8,16,128,1024,8,8,32,2,128,4,607.25936,207.52339336978983,10,0
16,1,16,1024,64,64,4,16,1024,128,2.859008,92.58515848422088,10,0
16,4,64,32,64,16,2,16,1024,512,1.211392,106.3419117309794,10,0
128,1,64,128,128,2,8,8,16,128,178.106624,275.7097384279725,10,0
4,2,8,4,256,1,1,16,64,64,238.749696,306.5494679661068,10,0
16,1,32,512,16,64,128,8,512,1024,34.248704,385.0035989295101,10,0
64,2,16,8,512,2,1,32,8,128,157.208576,586.3989025379149,10,0
32,8,64,1024,64,32,2,1,128,32,20.125536,1135.6254990663124,10,0
4,1,64,4,64,4,1,256,1024,512,5.598208,145.89109827039806,10,0
4,2,16,256,16,256,16,8,16,256,9.304096,144.85355273282167,10,0
128,16,16,8,128,4,512,2,1024,8,1861.54224,842.4957990258736,10,0
8,4,512,32,8,1,4,1,256,128,296.824896,2686.618006813849,10,0
8,16,16,128,32,64,1,1024,256,1024,303.2888,280.3802313767401,10,0
4,1024,1024,32,8,1,16,64,128,512,0.0,3004.356106298146,10,0
8,4,4,32,64,8,1,32,64,512,40.857216,504.6813176346468,10,0
8,64,128,16,32,32,2,32,512,512,101.986624,607.4087402052093,10,0
16,1,64,4,64,64,8,16,64,512,3.982784,123.59722054215254,10,0
4,4,16,128,4,32,1,4,2,16,251.851584,97.97577021804004,10,0
8,1,16,8,8,16,4,2,32,1024,7.797312,192.88448996189743,10,0
32,1,64,16,64,4,2,2,4,512,159.801344,615.9619440652548,10,0
4,4,16,512,32,128,16,2,256,2,24.624064,226.0949213060568,10,0
8,1,8,4,256,16,2,128,8,256,62.855168,147.7796789595481,10,0
32,2,128,8,64,8,2,2,8,64,149.87264,1366.8249603573213,10,0
16,64,256,4,32,8,32,4,1024,128,293.937088,640.6306325838549,10,0
8,64,64,16,16,1,2,16,2,512,234.020864,284.42038012814186,10,0
16,4,128,1024,64,8,2,1,64,64,40.269856,2120.3676500908027,10,0
8,4,256,256,32,4,512,1,1024,1,530.955232,1041.4258618745102,10,0
4,2,16,16,4,2,4,64,256,1024,17.896736,224.8344559448048,10,0
16,4,128,4,64,16,8,16,8,128,23.015424,261.4012960900582,10,0
512,8,16,32,512,2,4,128,512,128,0.0,3002.626136156284,10,0
4,8,8,4,128,64,1,2,4,16,129.177152,490.6356259759893,10,0
4,2,4,4,512,8,1,8,4,128,129.922784,889.8757615403139,10,0
4,256,256,256,4,1,2,8,4,16,3946.51072,704.0236716258443,10,0
4,16,16,64,8,4,4,8,4,16,1082.390336,206.92346146453383,10,0
16,2,64,256,16,64,32,2,512,256,64.903232,162.19999319524342,10,0
8,8,16,32,64,8,256,4,512,512,42.65936,475.6345295214859,10,0
4,32,128,4,64,8,128,1,1024,2,101.508096,233.76460017564577,10,0
32,1,32,128,256,8,128,8,128,32,214.28976,96.85609422881672,10,0
4,32,128,8,4,8,1,64,16,64,45.740032,406.8778681755982,10,0
16,2,16,32,256,4,32,2,512,16,80.648928,109.35700500580728,10,0
32,16,64,4,64,32,1,4,8,128,109.604512,483.22272160758587,10,0
32,8,128,1024,32,16,8,4,8,1024,599.588864,300.54303770308155,10,0
8,8,64,128,32,32,2,4,1024,8,9.584064,127.95423140276712,10,0
4,8,64,4,8,32,1,1024,32,1024,9.854976,155.83465653104605,10,0
4,1,512,64,8,8,2,8,256,8,6.254592,265.77586569746524,10,0
4,8,64,16,4,16,16,2,64,8,189.0704,115.8364299440587,10,0
8,2,32,64,16,4,2,64,8,64,139.960544,79.80720337549329,10,0
4,1,4,1024,8,512,1,2,16,1024,44.182176,448.8682003485882,10,0
128,32,32,128,128,32,64,2,256,16,0.0,2997.938081301098,10,0
4,256,1024,8,4,2,16,8,64,512,1530.108224,377.059824165248,10,0
16,4,16,256,16,32,1,4,128,128,5.066496,133.2298103905494,10,0
4,16,16,256,256,16,2,16,256,32,215.943232,1687.36253190317,10,0
16,1,16,64,256,4,1,128,512,256,107.394912,281.98931267360064,10,0
4,32,256,32,8,32,1,4,64,128,42.6248,541.8218405100098,10,0
32,8,32,4,64,1,4,2,16,128,169.271328,274.8340388653307,10,0
8,8,16,16,256,1,4,32,16,256,127.907328,274.1476010184689,10,0
64,1,8,4,512,1,8,64,1024,128,558.217216,148.43457366329014,10,0
4,2,1024,256,8,2,1,1,8,32,0.0,3294.1963102882746,10,0
64,16,16,8,256,1,64,4,512,16,1787.799808,809.503861410913,10,0
128,32,64,32,128,4,16,64,512,256,0.0,2943.171571024712,10,0
32,1,16,4,256,1,1,2,64,32,230.589024,1476.0576972855968,10,0
8,1,32,256,16,16,2,512,1024,1024,8.212288,136.39043381705673,10,0
8,1,16,4,8,8,2,2,2,2,4418.441216,569.6682322360388,10,0
32,128,256,8,32,4,8,2,8,256,0.0,2927.5374047051355,10,0
4,32,32,4,128,4,16,32,32,32,467.019776,118.79960818665656,10,0
4,32,256,512,32,2,8,1,8,128,383.457376,412.5449828431482,10,0
16,64,64,32,16,2,2,256,2,512,6507.213184,1008.4598449283404,10,0
32,2,128,8,64,16,8,32,256,128,11.80064,204.9456398205506,10,0
32,128,256,128,32,1,1,512,64,1024,0.0,2934.600220383916,10,0
8,64,256,512,8,4,1,4,1024,512,76.96384,129.97703506087797,10,0
32,8,32,8,32,64,16,8,256,16,28.561408,278.7408801459184,10,0
8,4,32,256,64,32,32,4,32,4,151.681216,93.5047030095258,10,0
4,2,16,4,4,16,16,16,1024,1024,12.37632,215.75811206096253,10,0
64,32,32,4,128,8,4,2,1024,256,418.277376,2002.19287497215,10,0
4,8,32,8,32,64,8,1,1024,512,8.211584,179.6009110462002,10,0
4,16,64,32,64,64,4,2,256,16,15.32448,326.4508506587382,10,0
4,8,16,32,16,64,8,32,512,128,2.19824,100.72376845868932,10,0
16,8,16,256,128,16,2,32,1024,128,22.235936,435.0991099084735,10,0
4,4,512,32,16,1,1,1,128,64,0.0,3129.224391328169,10,0
4,1,512,4,16,1,8,32,128,64,138.319872,47.24545672651999,10,0
64,16,128,16,64,1,2,256,256,1024,107.277088,269.5776987178109,10,0
4,32,64,4,8,32,64,8,64,512,206.97648,121.05118133662384,10,0
4,1,8,4,1024,2,2,2,8,32,297.59568,1831.202263215088,10,0
4,4,32,8,16,1,64,1,64,8,529.362816,156.26813442448037,10,0
16,8,256,256,16,8,1,4,64,32,91.877056,484.6053463214831,10,0
8,2,8,8,512,4,2,1,512,8,421.592064,1369.2626105646082,10,0
8,2,64,8,8,32,16,1,32,1024,305.6632,300.4440306193695,10,0
8,32,128,16,8,32,1,4,64,128,11.112896,225.63553479346984,10,0
4,32,64,1024,4,128,1,2,16,64,43.721472,422.9924789948283,10,0
4,4,32,64,256,8,2,8,64,128,10.642784,428.7224633537236,10,0
8,1,8,16,32,2,4,1,512,1024,227.601792,107.70613582960824,10,0
64,4,64,32,64,4,4,1,128,2,0.0,2994.6685946293424,10,0
256,4,4,4,256,4,32,32,1024,256,850.809184,312.86319863767164,10,0
4,16,64,512,128,16,1,16,64,16,115.927264,1696.1576285204012,10,0
32,2,8,32,32,64,32,2,512,256,9.798976,158.72041314307904,10,0
4,128,256,32,32,1,2,256,256,512,367.142208,1794.1214453727823,10,0
4,2,32,8,8,64,32,8,1024,1024,10.121376,188.91833423962487,10,0
4,32,128,4,32,8,128,8,512,256,48.316416,587.3933006281935,10,0
16,2,128,32,32,8,1,2,8,4,487.202784,1461.86836528394,10,0
32,16,16,4,128,4,16,8,256,64,262.159328,282.2178480627518,10,0
4,64,256,32,32,8,4,8,4,8,565.017088,314.47202773303627,10,0
128,4,8,32,512,8,2,128,32,256,1248.189184,698.6349690393353,10,0
64,8,8,64,256,8,4,256,32,1024,356.09136,286.350722008682,10,0
64,4,64,128,64,16,1,4,32,128,108.19472,477.7435929845298,10,0
32,1,128,8,64,1,512,2,1024,1024,655.276032,1669.5015962408884,10,0
4,64,64,32,4,4,64,1,256,256,149.484352,167.97651623527122,10,0
4,1,64,128,32,8,16,4,256,256,29.145376,397.57111694878967,10,0
4,2,16,128,64,16,2,8,128,128,2.994176,127.02367039013572,10,0
16,8,32,16,64,32,1,8,4,512,6.805856,301.8057010255382,10,0
4,128,128,16,4,64,16,8,64,256,298.706944,212.6599419235536,10,0
8,16,64,128,8,128,16,1,128,512,41.179136,559.945400731466,10,0
8,2,128,4,8,32,32,4,256,512,67.994816,127.69691536568271,10,0
4,1,256,128,4,4,16,8,64,64,24.91824,260.310929664861,10,0
8,2,16,4,8,128,16,64,1024,64,10.364512,180.214912826457,10,0
4,1,16,512,4,32,8,16,8,256,72.042976,80.24568657752832,10,0
128,16,32,16,128,4,8,32,8,512,578.430976,704.2502579999325,10,0
4,64,512,8,4,8,1,8,128,32,19.151808,268.5325724398315,10,0
4,32,1024,8,8,2,1,8,512,1024,40.49376,920.2648599771252,10,0
32,2,64,32,64,1,16,1,512,16,439.292832,930.0707574107892,10,0
4,64,128,64,8,2,8,2,16,512,208.882208,173.09005707317422,10,0
16,4,4,4,1024,1,16,1,128,2,1009.076544,258.39474122976867,10,0
32,16,64,64,64,8,4,128,8,256,627.56608,323.577812771024,10,0
8,64,128,128,64,1,4,8,256,8,290.379488,682.7954465816827,10,0
4,2,8,64,8,8,8,4,16,128,40.39744,369.6412533800999,10,0
4,8,8,8,8,512,16,32,1024,32,17.850368,234.25297253744824,10,0
256,8,8,32,512,8,2,1,1024,32,326.084896,1507.5143322170516,10,0
8,8,32,64,64,32,8,16,32,128,4.100288,122.17769157740342,10,0
32,4,16,128,128,32,2,32,8,256,8.897888,213.3095952295693,10,0
4,8,16,8,8,1,64,16,512,32,391.277376,115.63857445324848,10,0
16,4,128,8,16,1,1,1,2,64,461.828736,935.023658649704,10,0
32,4,128,64,32,4,8,2,32,512,382.091744,511.9995564533581,10,0
4,16,512,256,4,16,2,8,32,32,33.760256,354.96403875939274,10,0
8,16,16,256,64,64,2,32,16,64,78.854208,269.4259809672004,10,0
8,8,32,1024,16,64,2,128,4,256,166.20464,68.50875680270154,10,0
16,128,128,64,16,1,1,4,64,32,1698.53952,2246.30648024686,10,0
4,32,128,128,64,16,4,16,128,256,7.970656,315.7313776431756,10,0
64,4,16,64,128,32,1,1,512,128,38.240128,1295.850975387878,10,0
64,1,8,4,256,32,4,2,64,1024,39.427776,423.9786254004212,10,0
4,1,32,64,128,4,4,64,32,128,11.077376,169.8516046154976,10,0
4,8,32,256,32,32,4,4,256,32,1.54208,104.36209128912596,10,0
4,4,16,64,4,32,256,4,512,32,206.624768,89.37984201177929,10,0
4,2,32,256,32,16,32,8,512,32,24.263904,314.8415458485251,10,0
4,64,128,64,16,64,2,4,1024,4,24.63744,458.1135936549151,10,0
32,4,32,32,128,8,64,8,256,1024,171.552608,122.12961742729108,10,0
4,4,32,64,32,64,8,64,512,512,1.39584,85.47834605292664,10,0
16,16,128,4,64,4,32,4,128,16,127.589824,257.71025744130776,10,0
4,8,8,32,64,16,256,2,256,64,19.920896,211.7575706963296,10,0
4,128,128,128,16,64,2,1,8,64,253.825632,513.3041307785658,10,0
32,1,64,512,64,8,8,32,64,1024,21.422528,300.65371443438823,10,0
4,4,16,4,4,32,2,64,512,512,4.728032,129.44132291747434,10,0
4,2,8,8,64,1,4,4,4,1024,11.30304,162.14453402703165,10,0
16,1,64,8,16,2,1,8,128,256,2.154208,125.05847031322268,10,0
32,2,128,128,32,32,2,2,128,16,121.214976,526.3237198697051,10,0
8,2,32,4,8,4,2,4,32,64,9.717472,156.38730064505526,10,0
8,8,64,64,32,16,16,2,64,256,12.903936,275.9868485225394,10,0
4,2,32,32,4,8,32,16,128,16,357.41152,106.98539403033762,10,0
32,8,256,128,32,2,4,32,512,64,3.713408,152.12280244428038,10,0
4,16,128,4,64,8,2,4,128,16,33.406304,795.5893291256392,10,0
4,2,64,128,4,2,64,4,128,1024,61.715808,91.78594202611048,10,0
16,2,32,16,128,4,64,2,512,1024,126.997696,146.92379529254066,10,0
8,1,8,16,16,2,8,16,1024,128,13.951648,218.3636480335209,10,0
128,1,64,256,128,16,2,64,256,128,11.993856,185.97159975214865,10,0
4,16,256,64,32,1,4,16,256,32,2.562752,117.25565877560466,10,0
64,8,8,1024,64,128,32,2,256,8,504.071872,232.83047400256524,10,0
32,4,8,8,256,2,16,8,128,32,66.455552,109.09068450764885,10,0
8,64,256,64,16,4,4,128,128,256,89.267232,246.25535710054896,10,0
8,4,8,4,256,32,1,2,8,4,429.862912,535.0333937383617,10,0
32,4,128,16,32,2,32,1,256,1,0.0,3026.5205436329584,10,0
4,64,128,64,8,32,2,64,8,512,152.410112,90.09714877758792,10,0
8,256,512,16,16,2,2,128,16,256,598.24336,1894.6301550603928,10,0
8,32,64,8,32,32,8,8,32,32,102.957504,153.02952449658108,10,0
32,8,128,64,32,2,1,1,128,4,173.970304,1762.8461727774045,10,0
32,1,64,256,64,32,2,16,64,1024,2.10944,110.4207008351986,10,0
4,32,64,256,16,4,1,64,16,1024,36.091936,590.1311105430059,10,0
4,64,128,8,8,16,2,32,128,32,63.92816,155.6002289433399,10,0
8,2,32,32,8,256,2,2,32,256,28.340288,275.34810206247573,10,0
32,4,16,128,64,32,4,64,8,1024,7.903776,161.96880225100017,10,0
16,4,64,512,128,8,4,2,64,8,76.577504,480.6749966947543,10,0
16,1,8,256,64,128,64,2,64,2,666.19984,148.89096224457208,10,0
64,1,64,256,64,8,1,16,64,16,66.435936,137.78676577399284,10,0
4,64,64,16,32,2,1,32,256,1024,224.505152,1646.7026714307317,10,0
4,32,32,16,4,64,4,2,8,128,46.438176,427.64244966428606,10,0
8,4,4,4,8,128,2,8,64,32,21.756896,274.1842584823876,10,0
32,2,128,8,32,4,128,4,1024,1024,227.200576,288.5643263977164,10,0
4,1,8,4,32,1,8,1,512,1024,391.641088,135.39451878004556,10,0
16,128,128,32,16,4,2,4,32,4,809.70864,781.2828782632348,10,0
4,16,32,64,64,4,8,128,512,1024,48.852992,585.9042927151717,10,0
64,8,32,256,64,64,2,256,32,256,281.3176,198.06796159222657,10,0
16,64,128,8,32,1,32,32,512,32,1892.251648,929.3503206725284,10,0
128,2,8,4,128,64,2,32,256,64,117.848096,125.2931480808403,10,0
4,16,128,8,16,64,2,64,16,512,2.4856,123.01522374272317,10,0
8,4,4,128,32,128,32,32,256,32,67.54304,77.47389366126174,10,0
16,8,8,512,64,64,4,128,4,1024,267.157504,117.81328617558206,10,0
8,32,128,256,16,32,256,1,256,512,319.08864,458.8847402117034,10,0
16,8,32,16,256,2,1,4,512,256,177.237696,1439.218485179923,10,0
16,8,32,64,16,32,256,4,512,256,57.917504,762.1713348422905,10,0
32,32,32,32,32,1,1,32,64,64,1159.92576,859.6664432992043,10,0
8,16,16,32,64,16,1,32,1024,32,173.970432,615.0455568779148,10,0
4,2,16,32,8,16,16,8,128,1024,7.168384,163.46107122281003,10,0
64,8,32,16,64,8,1,1,32,8,299.000672,1142.6136160221058,10,0
8,1,16,8,32,32,8,16,16,64,24.385312,237.6908761666445,10,0
8,2,64,32,64,32,128,1,1024,16,8.300544,315.3055784064048,10,0
4,8,16,1024,16,128,8,1,64,1,167.82624,98.87470117772554,10,0
8,1,64,64,8,1,16,1,1024,4,344.817568,324.8752882015264,10,0
4,1,8,8,128,16,32,1,32,128,20.41856,319.8465943969909,10,0
4,16,16,8,4,1,8,2,8,1024,151.98208,90.9689135931798,10,0
16,8,32,128,16,128,4,128,128,1024,13.371584,208.47737638649969,10,0
128,16,32,64,128,8,16,8,16,1024,596.434368,729.3515607568195,10,0
4,64,64,8,32,4,16,1,1024,32,121.434048,171.7617742651869,10,0
4,16,16,1024,4,256,16,4,512,256,13.45072,211.0715364156452,10,0
4,1,64,32,32,8,8,16,128,1024,0.543776,72.87144249408186,10,0
256,2,16,256,256,16,8,4,32,4,864.241056,372.81390194319584,10,0
8,64,64,512,16,32,1,4,512,256,344.351136,653.0295543707817,10,0
4,1,64,16,4,1,128,8,256,8,1948.366752,299.0983605518268,10,0
16,2,128,128,32,8,2,8,32,16,17.662016,258.11996447639217,10,0
16,32,64,32,16,2,128,2,512,32,236.384256,205.63823199235483,10,0
32,32,64,16,128,1,1,1,16,1,0.0,3157.076251577484,10,0
16,4,64,64,16,8,256,2,512,8,820.91968,175.51330161876956,10,0
4,16,32,16,64,1,512,1,1024,1,970.035424,203.5290104428345,10,0
4,32,64,64,16,32,8,1,128,1,69.52624,151.00995123674755,10,0
4,32,32,128,32,8,128,1,128,1,739.41904,158.40311539524038,10,0
8,1,16,16,16,32,4,8,512,16,3.074048,102.64071956667154,10,0
4,32,32,256,4,256,1,4,32,1024,40.013824,412.9745409728399,10,0
16,1,256,16,16,1,1,128,256,512,2.001248,94.28029641704605,10,0
8,32,64,64,128,8,2,2,64,4,286.392864,1373.912255774715,10,0
64,8,8,32,64,16,2,32,4,128,933.430048,275.38215997866314,10,0
8,8,128,64,32,4,1,256,512,512,4.77568,204.1689737683437,10,0
4,8,32,1024,32,32,1,1024,32,1024,39.435072,423.0703476483845,10,0
4,16,16,8,128,16,128,1,128,512,21.721696,306.42736479102825,10,0
8,4,32,16,16,4,4,4,256,32,27.093344,348.6928811258252,10,0
64,1,4,8,64,8,2,8,4,64,72.521728,84.14686299890195,10,0
8,2,4,64,16,128,512,1,512,8,606.051968,143.45372116315832,10,0
32,4,8,4,32,2,32,32,32,256,719.09696,169.8810240239841,10,0
16,8,16,8,16,8,8,4,32,64,24.46752,270.2079665478876,10,0
16,64,64,512,64,16,2,16,128,1024,200.818688,1565.4347120934456,10,0
64,8,64,4,128,16,2,8,4,256,36.503552,473.7762361121109,10,0
4,1,8,32,4,128,8,32,32,128,46.993408,412.1107369695131,10,0
4,1,4,8,4,256,1,2,4,1024,31.934624,398.0601065022039,10,0
8,2,64,4,64,2,2,2,32,1024,97.567296,736.7962917958993,10,0
16,64,64,4,32,1,4,8,8,128,984.881312,807.1609337842768,10,0
8,1,512,128,8,4,1,1,2,512,1593.384064,2665.346905376315,10,0
8,16,16,64,16,4,2,1,1024,256,5.033984,151.02396103323906,10,0
4,32,32,8,64,4,256,1,256,32,74.42304,54.958169210766016,10,0
4,1,16,256,64,128,64,2,256,4,29.792256,256.7546606504536,10,0
4,16,16,8,16,2,16,4,16,128,61.749248,89.94545556901534,10,0
8,16,16,16,16,16,1,2,32,8,25.171968,355.4844747305731,10,0
4,1,8,16,32,4,4,4,256,1024,2.217664,101.72273456463482,10,0
4,32,32,8,128,8,4,256,64,512,263.97424,586.8932481273805,10,0
64,8,8,8,128,64,32,2,512,128,219.037408,274.8542190308968,10,0
8,8,8,512,8,128,16,8,16,16,1164.139104,208.56416405496068,10,0
4,8,64,64,32,2,2,8,32,8,18.956288,224.1777835018382,10,0
8,2,4,128,8,512,128,1,512,1024,91.472352,77.04626189203702,10,0
4,16,64,16,16,1,1,16,1,32,733.198944,206.2021792288368,10,0
4,4,256,128,8,32,4,16,16,512,9.672928,157.47660585315955,10,0
16,4,32,32,32,4,8,1,256,512,115.890496,229.94231339624176,10,0
