chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
128,32,2,128,8,0,0,0,"(3, 0, 2, 1, 4)",4.249279,10,5,0,10
2,32,8,2,72,1,1,1,"(0, 3, 1, 2, 4)",104.662248,10,5,0,10
2,64,1,32,126,2,1,0,"(3, 1, 2, 0, 4)",56.772091,10,5,0,10
128,4,32,8,50,0,0,0,"(1, 3, 2, 0, 4)",56.633278,10,5,0,10
1,8,16,256,34,1,0,1,"(2, 1, 0, 3, 4)",11.0674835,10,5,0,10
4,4,4,2,112,2,0,1,"(0, 2, 3, 1, 4)",3.189827,10,5,0,10
128,1,32,256,72,2,1,0,"(1, 2, 3, 0, 4)",54.4642165,10,5,0,10
16,2,2,256,22,1,0,1,"(1, 0, 3, 2, 4)",6.5349275,10,5,0,10
512,64,8,256,118,1,1,1,"(1, 3, 0, 2, 4)",14.825844,10,5,0,10
8,1,2,4,118,0,1,0,"(3, 2, 0, 1, 4)",6.0501375,10,5,0,10
128,8,32,64,58,1,0,0,"(2, 3, 0, 1, 4)",65.62157,10,5,0,10
2,8,64,2,54,2,0,1,"(0, 1, 2, 3, 4)",5.834971,10,5,0,10
4,4,16,32,10,0,0,1,"(0, 1, 2, 3, 4)",1.347664,10,5,0,10
16,1,64,256,104,2,0,1,"(0, 1, 2, 3, 4)",2.393975,10,5,0,10
1024,4,16,1,56,1,0,1,"(0, 2, 1, 3, 4)",1.904021,10,5,0,10
256,64,16,16,78,2,1,0,"(2, 0, 3, 1, 4)",2.160202,10,5,0,10
64,32,64,8,40,1,0,1,"(3, 2, 0, 1, 4)",127.8260115,10,5,0,10
256,8,4,16,28,2,0,0,"(2, 3, 1, 0, 4)",7.6428215,10,5,0,10
64,16,4,16,56,0,1,0,"(2, 1, 3, 0, 4)",6.922091,10,5,0,10
1,64,16,16,54,2,1,0,"(2, 3, 1, 0, 4)",1765.78437,10,5,0,10
8,8,16,256,110,0,1,1,"(2, 3, 1, 0, 4)",31.9712325,10,5,0,10
1,1,1,16,44,0,0,0,"(1, 0, 3, 2, 4)",1.696855,10,5,0,10
2,1,16,64,50,0,0,0,"(2, 1, 0, 3, 4)",1.218231,10,5,0,10
512,64,4,8,92,1,1,1,"(3, 2, 0, 1, 4)",7.433334,10,5,0,10
32,32,8,1,56,1,0,0,"(2, 1, 3, 0, 4)",13.980379,10,5,0,10
512,1,32,16,90,0,1,0,"(2, 3, 0, 1, 4)",46.813652000000005,10,5,0,10
1,64,16,64,104,1,1,1,"(0, 1, 3, 2, 4)",33.1167395,10,5,0,10
2,1,16,16,6,2,0,1,"(3, 1, 0, 2, 4)",31.187528,10,5,0,10
1,16,32,4,60,1,1,0,"(3, 1, 2, 0, 4)",885.3911985,10,5,0,10
512,4,32,16,120,0,0,1,"(0, 3, 1, 2, 4)",1.914172,10,5,0,10
256,32,16,16,44,1,0,1,"(2, 1, 0, 3, 4)",6.0054110000000005,10,5,0,10
8,1,16,2,20,1,0,0,"(3, 1, 0, 2, 4)",27.024227,10,5,0,10
32,1,64,128,54,0,1,1,"(3, 2, 0, 1, 4)",118.657082,10,5,0,10
512,16,4,128,22,2,1,0,"(0, 3, 2, 1, 4)",6.254691,10,5,0,10
16,1,16,1,74,2,1,0,"(2, 1, 3, 0, 4)",28.2955525,10,5,0,10
1024,64,1,16,52,0,0,1,"(1, 0, 3, 2, 4)",1.347435,10,5,0,10
64,32,8,2,126,1,0,1,"(0, 2, 3, 1, 4)",1.637319,10,5,0,10
1,32,32,256,20,1,0,1,"(1, 3, 2, 0, 4)",1781.431666,10,5,0,10
64,64,2,8,20,1,1,1,"(1, 3, 2, 0, 4)",3.525631,10,5,0,10
4,64,64,32,72,0,0,1,"(2, 0, 1, 3, 4)",10.917509,10,5,0,10
16,1,32,256,18,1,0,1,"(1, 2, 3, 0, 4)",53.8837695,10,5,0,10
16,64,32,32,54,0,1,1,"(3, 0, 1, 2, 4)",229.295829,10,5,0,10
1024,2,8,8,110,1,1,0,"(2, 3, 1, 0, 4)",14.103631,10,5,0,10
1024,8,64,2,36,2,0,0,"(2, 0, 1, 3, 4)",2.4138765,10,5,0,10
16,4,16,1,22,0,1,0,"(0, 2, 1, 3, 4)",0.929199,10,5,0,10
64,16,8,8,26,1,1,1,"(3, 0, 2, 1, 4)",16.1581895,10,5,0,10
64,2,8,16,6,0,0,1,"(3, 0, 2, 1, 4)",17.1813615,10,5,0,10
4,32,32,128,118,0,1,1,"(1, 2, 0, 3, 4)",3.040804,10,5,0,10
64,16,32,32,128,1,0,0,"(2, 1, 3, 0, 4)",65.50833850000001,10,5,0,10
512,2,2,16,48,0,0,1,"(1, 3, 0, 2, 4)",4.3400490000000005,10,5,0,10
512,64,2,4,124,2,0,1,"(3, 0, 1, 2, 4)",5.2428825,10,5,0,10
4,1,64,128,26,1,1,1,"(2, 1, 3, 0, 4)",108.194286,10,5,0,10
1,4,2,2,86,1,0,1,"(3, 1, 2, 0, 4)",14.7237975,10,5,0,10
128,1,16,16,80,1,0,1,"(3, 2, 0, 1, 4)",29.835142,10,5,0,10
8,16,64,128,16,2,1,0,"(2, 3, 0, 1, 4)",216.8230255,10,5,0,10
128,4,1,2,20,2,0,1,"(3, 1, 2, 0, 4)",2.0910960000000003,10,5,0,10
4,16,32,128,36,0,0,1,"(2, 1, 3, 0, 4)",220.9861885,10,5,0,10
1,32,64,64,24,1,0,0,"(0, 3, 1, 2, 4)",61.414681,10,5,0,10
2,64,64,256,92,1,1,1,"(2, 1, 0, 3, 4)",36.815405,10,5,0,10
32,1,2,256,32,0,0,0,"(2, 0, 3, 1, 4)",0.7011525000000001,10,5,0,10
32,1,4,2,42,1,1,0,"(3, 1, 2, 0, 4)",7.263947999999999,10,5,0,10
16,8,2,128,94,1,1,1,"(2, 3, 1, 0, 4)",4.3674355,10,5,0,10
16,64,2,32,114,1,1,1,"(2, 1, 3, 0, 4)",14.15888,10,5,0,10
32,4,2,8,128,2,1,0,"(2, 3, 1, 0, 4)",4.5288845,10,5,0,10
512,2,1,16,72,1,0,0,"(2, 0, 3, 1, 4)",1.1696895,10,5,0,10
8,2,64,16,124,1,1,1,"(0, 2, 1, 3, 4)",2.647122,10,5,0,10
1,4,8,32,58,1,1,1,"(3, 1, 0, 2, 4)",63.045434,10,5,0,10
1024,64,4,32,54,2,0,0,"(1, 2, 3, 0, 4)",6.9413205,10,5,0,10
4,1,16,256,40,2,0,1,"(0, 1, 3, 2, 4)",1.9371645,10,5,0,10
256,2,4,8,100,0,0,1,"(1, 3, 2, 0, 4)",7.083554,10,5,0,10
4,32,16,2,50,1,0,1,"(3, 0, 2, 1, 4)",251.1067635,10,5,0,10
16,32,16,8,36,2,0,1,"(0, 1, 3, 2, 4)",2.1739750000000004,10,5,0,10
4,4,32,16,94,1,1,1,"(2, 3, 0, 1, 4)",69.668491,10,5,0,10
256,16,4,8,38,1,0,1,"(1, 0, 3, 2, 4)",3.209397,10,5,0,10
512,8,64,16,106,0,1,0,"(3, 0, 1, 2, 4)",124.1932685,10,5,0,10
1,16,2,4,122,2,1,1,"(2, 1, 0, 3, 4)",54.0998635,10,5,0,10
256,16,32,4,24,0,0,1,"(3, 2, 0, 1, 4)",55.4051365,10,5,0,10
16,64,64,8,46,2,0,0,"(1, 0, 3, 2, 4)",6.965516,10,5,0,10
256,32,64,64,60,2,0,0,"(2, 0, 3, 1, 4)",4.8343785,10,5,0,10
512,8,64,32,126,1,1,0,"(2, 1, 0, 3, 4)",7.9071045,10,5,0,10
2,32,8,128,74,1,1,1,"(1, 2, 0, 3, 4)",34.9239865,10,5,0,10
4,32,16,16,66,2,1,0,"(1, 3, 2, 0, 4)",217.0010245,10,5,0,10
1024,4,4,32,58,0,0,0,"(1, 3, 0, 2, 4)",8.0058835,10,5,0,10
2,4,4,1,50,1,0,1,"(3, 0, 1, 2, 4)",15.874019,10,5,0,10
1,8,1,128,114,2,0,0,"(0, 2, 3, 1, 4)",7.479769,10,5,0,10
2,64,4,8,22,2,0,1,"(0, 3, 1, 2, 4)",12.001761,10,5,0,10
2,2,64,32,120,2,1,1,"(3, 0, 2, 1, 4)",128.6417705,10,5,0,10
256,4,4,64,20,1,1,1,"(3, 1, 0, 2, 4)",11.420956,10,5,0,10
4,16,8,256,96,2,1,1,"(1, 2, 0, 3, 4)",9.564742,10,5,0,10
128,1,16,1,90,1,0,0,"(3, 1, 0, 2, 4)",27.5231475,10,5,0,10
128,64,4,8,26,2,1,1,"(3, 1, 0, 2, 4)",7.57363,10,5,0,10
16,64,64,64,126,0,1,1,"(2, 0, 1, 3, 4)",4.406269,10,5,0,10
8,64,64,16,114,2,1,0,"(0, 1, 2, 3, 4)",6.8696605,10,5,0,10
8,16,1,8,48,1,1,0,"(0, 3, 1, 2, 4)",9.239796,10,5,0,10
1,2,2,32,38,2,1,0,"(3, 1, 0, 2, 4)",8.7045325,10,5,0,10
512,4,16,128,54,0,1,0,"(1, 2, 0, 3, 4)",7.2665585,10,5,0,10
4,1,2,8,42,1,0,1,"(3, 1, 0, 2, 4)",4.0580775,10,5,0,10
256,32,32,128,94,0,1,1,"(1, 0, 2, 3, 4)",4.236288999999999,10,5,0,10
128,64,4,4,122,2,0,0,"(1, 3, 0, 2, 4)",7.606574,10,5,0,10
8,2,4,4,6,1,0,1,"(2, 1, 0, 3, 4)",22.130086,10,5,0,10
16,8,1,128,10,0,0,0,"(1, 3, 2, 0, 4)",1.844453,10,5,0,10
16,2,2,2,128,0,1,0,"(2, 1, 3, 0, 4)",4.991014,10,5,0,10
64,2,16,16,28,2,0,1,"(2, 1, 3, 0, 4)",27.2515385,10,5,0,10
1024,4,64,256,96,2,0,1,"(3, 2, 1, 0, 4)",123.9394435,10,5,0,10
16,4,64,4,96,0,1,0,"(3, 0, 2, 1, 4)",134.53205350000002,10,5,0,10
128,64,32,64,80,0,1,1,"(1, 0, 2, 3, 4)",2.556459,10,5,0,10
64,64,32,16,22,2,0,1,"(0, 1, 2, 3, 4)",2.0767505,10,5,0,10
256,32,16,16,104,1,0,1,"(3, 0, 1, 2, 4)",33.340765,10,5,0,10
1024,2,8,32,116,1,1,1,"(1, 2, 0, 3, 4)",19.0641925,10,5,0,10
1,32,1,64,122,1,1,0,"(1, 2, 3, 0, 4)",52.615367500000005,10,5,0,10
128,4,8,16,96,0,0,1,"(1, 3, 0, 2, 4)",16.5318585,10,5,0,10
512,4,64,1,92,2,1,0,"(0, 3, 2, 1, 4)",1.7751475,10,5,0,10
32,4,1,2,22,2,1,1,"(2, 1, 0, 3, 4)",16.054066,10,5,0,10
512,16,1,8,16,1,0,0,"(2, 0, 3, 1, 4)",0.6808069999999999,10,5,0,10
64,32,32,128,22,1,1,1,"(0, 1, 3, 2, 4)",1.905659,10,5,0,10
512,16,8,256,78,2,0,0,"(3, 0, 2, 1, 4)",17.143369,10,5,0,10
64,2,8,8,46,2,1,1,"(2, 0, 1, 3, 4)",2.971438,10,5,0,10
8,16,64,2,76,1,1,0,"(0, 3, 1, 2, 4)",9.2772785,10,5,0,10
1,64,16,16,96,2,1,0,"(3, 1, 0, 2, 4)",1895.577177,10,5,0,10
32,8,4,16,42,1,0,1,"(1, 0, 3, 2, 4)",4.3585455,10,5,0,10
512,16,64,4,72,1,1,0,"(3, 1, 0, 2, 4)",119.8380955,10,5,0,10
128,4,16,2,86,0,1,1,"(2, 3, 0, 1, 4)",31.5256815,10,5,0,10
1,4,4,8,70,0,0,1,"(0, 3, 1, 2, 4)",1.869883,10,5,0,10
4,8,32,1,38,1,0,0,"(1, 3, 0, 2, 4)",111.780394,10,5,0,10
512,1,4,128,96,0,1,1,"(1, 3, 0, 2, 4)",7.4604235,10,5,0,10
64,32,16,8,100,1,1,1,"(3, 2, 0, 1, 4)",32.526306,10,5,0,10
16,64,4,4,44,2,1,1,"(3, 2, 1, 0, 4)",27.1313435,10,5,0,10
16,16,64,64,10,0,0,0,"(0, 3, 1, 2, 4)",3.5602115,10,5,0,10
32,2,1,256,32,2,1,0,"(2, 1, 0, 3, 4)",11.36846,10,5,0,10
1024,4,64,64,50,1,1,1,"(2, 1, 3, 0, 4)",108.891677,10,5,0,10
256,16,4,256,90,2,0,1,"(2, 1, 0, 3, 4)",19.0010675,10,5,0,10
2,4,1,128,8,0,0,0,"(3, 2, 0, 1, 4)",3.679498,10,5,0,10
256,2,16,256,4,0,0,1,"(2, 1, 3, 0, 4)",27.479332,10,5,0,10
2,4,4,256,90,0,0,0,"(3, 0, 1, 2, 4)",17.083066000000002,10,5,0,10
1024,1,4,256,38,2,0,0,"(1, 2, 3, 0, 4)",7.289476,10,5,0,10
256,8,1,16,116,1,1,0,"(0, 2, 1, 3, 4)",7.025046,10,5,0,10
256,4,16,32,120,1,1,1,"(3, 2, 1, 0, 4)",30.9691945,10,5,0,10
16,1,16,8,26,0,0,0,"(2, 1, 0, 3, 4)",2.1778315,10,5,0,10
256,8,32,128,22,1,0,0,"(1, 3, 0, 2, 4)",56.744244,10,5,0,10
2,2,64,256,68,2,0,1,"(1, 3, 0, 2, 4)",113.471131,10,5,0,10
2,64,16,1,42,2,0,0,"(1, 0, 3, 2, 4)",16.801715,10,5,0,10
8,16,32,256,30,1,1,1,"(0, 2, 1, 3, 4)",1.584619,10,5,0,10
512,4,4,64,126,0,1,1,"(1, 3, 2, 0, 4)",7.619539,10,5,0,10
8,1,32,256,42,1,1,1,"(1, 2, 0, 3, 4)",2.3079855,10,5,0,10
1,2,1,16,16,1,1,0,"(3, 0, 2, 1, 4)",4.65104,10,5,0,10
512,16,1,1,112,2,0,1,"(2, 3, 1, 0, 4)",2.970919,10,5,0,10
4,2,8,8,84,2,1,1,"(2, 0, 3, 1, 4)",2.182976,10,5,0,10
512,4,8,64,22,1,0,0,"(3, 0, 1, 2, 4)",16.4727775,10,5,0,10
64,64,64,128,56,2,0,0,"(1, 2, 3, 0, 4)",110.181765,10,5,0,10
512,64,4,1,112,0,0,0,"(1, 2, 3, 0, 4)",7.067823,10,5,0,10
64,32,4,2,62,2,1,1,"(2, 3, 0, 1, 4)",7.61221,10,5,0,10
128,16,4,64,104,2,0,0,"(0, 3, 2, 1, 4)",3.356859,10,5,0,10
1024,2,1,2,116,0,0,0,"(0, 3, 1, 2, 4)",1.7246074999999998,10,5,0,10
512,8,8,32,8,1,0,1,"(2, 1, 0, 3, 4)",7.456638,10,5,0,10
4,2,2,2,110,2,1,0,"(3, 0, 2, 1, 4)",4.338824,10,5,0,10
64,16,32,32,110,2,1,1,"(0, 2, 1, 3, 4)",2.4865655,10,5,0,10
2,4,8,1,64,0,0,1,"(1, 3, 2, 0, 4)",27.2599515,10,5,0,10
1024,32,32,1,46,0,0,1,"(1, 2, 3, 0, 4)",56.0383885,10,5,0,10
128,32,1,256,20,2,1,0,"(2, 3, 1, 0, 4)",2.3114565,10,5,0,10
128,2,2,32,86,1,1,0,"(0, 2, 1, 3, 4)",4.1615595,10,5,0,10
1024,32,1,256,98,1,1,0,"(2, 0, 1, 3, 4)",36.6273655,10,5,0,10
16,16,2,8,86,1,1,0,"(2, 3, 1, 0, 4)",4.591099,10,5,0,10
128,8,32,16,60,0,1,0,"(0, 2, 3, 1, 4)",2.009211,10,5,0,10
128,32,4,64,72,0,1,1,"(3, 0, 2, 1, 4)",8.535327500000001,10,5,0,10
32,16,64,8,96,2,1,0,"(3, 0, 1, 2, 4)",114.751617,10,5,0,10
1,8,8,2,40,1,0,0,"(2, 0, 3, 1, 4)",215.016399,10,5,0,10
8,2,4,128,96,0,1,1,"(1, 0, 3, 2, 4)",1.241201,10,5,0,10
512,16,2,1,84,0,1,0,"(3, 2, 0, 1, 4)",4.996700000000001,10,5,0,10
1024,64,8,128,88,1,1,1,"(1, 2, 0, 3, 4)",23.6177995,10,5,0,10
4,32,8,128,96,1,1,1,"(1, 2, 0, 3, 4)",18.4608385,10,5,0,10
128,32,32,16,42,1,1,0,"(1, 2, 3, 0, 4)",56.03156,10,5,0,10
2,4,1,8,18,1,1,0,"(3, 1, 0, 2, 4)",5.4494245,10,5,0,10
256,16,16,8,20,1,0,1,"(2, 0, 3, 1, 4)",1.741424,10,5,0,10
128,64,4,32,78,0,0,0,"(1, 2, 0, 3, 4)",2.655898,10,5,0,10
16,1,2,16,94,2,0,0,"(0, 1, 2, 3, 4)",4.587087,10,5,0,10
32,4,1,16,36,1,1,0,"(3, 0, 2, 1, 4)",2.8216965,10,5,0,10
1,64,4,256,30,0,0,0,"(2, 3, 0, 1, 4)",445.527143,10,5,0,10
4,2,4,2,36,0,1,0,"(0, 2, 1, 3, 4)",1.0894145,10,5,0,10
1,32,4,4,8,0,1,1,"(2, 0, 3, 1, 4)",149.7402405,10,5,0,10
128,32,1,4,28,0,1,1,"(0, 1, 3, 2, 4)",0.7018679999999999,10,5,0,10
4,64,16,1,60,0,0,1,"(3, 1, 0, 2, 4)",506.5732665,10,5,0,10
64,16,16,1,54,1,0,1,"(0, 1, 2, 3, 4)",2.741646,10,5,0,10
1024,16,64,256,12,2,1,0,"(0, 2, 1, 3, 4)",26.045924,10,5,0,10
8,2,16,128,80,0,0,0,"(3, 2, 0, 1, 4)",32.132353,10,5,0,10
32,32,2,4,118,0,1,1,"(2, 3, 1, 0, 4)",4.638612500000001,10,5,0,10
8,64,32,256,42,1,0,1,"(1, 0, 2, 3, 4)",3.8267305,10,5,0,10
128,8,2,16,72,0,0,1,"(3, 2, 0, 1, 4)",3.6879135,10,5,0,10
64,2,16,64,120,2,0,0,"(1, 2, 3, 0, 4)",28.286072,10,5,0,10
256,64,2,256,74,2,1,1,"(1, 3, 2, 0, 4)",4.1736595,10,5,0,10
512,4,1,16,128,2,0,1,"(0, 2, 3, 1, 4)",2.0074465,10,5,0,10
16,2,1,32,76,0,1,0,"(3, 1, 2, 0, 4)",2.6489645,10,5,0,10
1,32,16,256,12,1,0,1,"(2, 1, 0, 3, 4)",53.09057,10,5,0,10
16,4,16,32,124,2,1,1,"(1, 3, 2, 0, 4)",55.123323,10,5,0,10
1024,64,16,64,36,2,1,1,"(2, 0, 3, 1, 4)",5.1192315,10,5,0,10
2,64,64,32,70,0,0,1,"(0, 1, 2, 3, 4)",11.969765,10,5,0,10
64,16,1,4,118,1,0,0,"(3, 2, 0, 1, 4)",3.6881465,10,5,0,10
8,1,16,4,26,0,0,0,"(2, 1, 3, 0, 4)",27.057708,10,5,0,10
2,8,16,8,122,2,0,0,"(2, 1, 0, 3, 4)",6.5845,10,5,0,10
128,2,8,16,120,1,0,1,"(1, 3, 2, 0, 4)",14.161195,10,5,0,10
32,8,1,256,72,2,0,1,"(1, 2, 0, 3, 4)",10.912235,10,5,0,10
2,1,2,2,116,0,1,0,"(1, 2, 0, 3, 4)",1.904388,10,5,0,10
4,4,32,32,66,2,1,0,"(1, 3, 2, 0, 4)",61.348371,10,5,0,10
128,32,4,128,50,2,0,0,"(0, 2, 3, 1, 4)",1.5442114999999998,10,5,0,10
256,4,1,2,92,0,0,1,"(2, 0, 3, 1, 4)",1.534685,10,5,0,10
512,64,4,1,26,0,0,0,"(2, 0, 1, 3, 4)",2.362273,10,5,0,10
32,1,1,128,20,1,0,0,"(0, 2, 1, 3, 4)",8.3336235,10,5,0,10
4,32,16,32,118,1,0,1,"(2, 0, 1, 3, 4)",12.406766,10,5,0,10
4,2,8,256,98,2,0,0,"(1, 3, 0, 2, 4)",17.0700205,10,5,0,10
1024,4,8,128,96,2,0,0,"(0, 1, 3, 2, 4)",6.753890999999999,10,5,0,10
128,16,8,2,114,2,1,0,"(0, 1, 3, 2, 4)",2.0070675,10,5,0,10
32,2,16,8,122,0,0,1,"(2, 1, 0, 3, 4)",2.744702,10,5,0,10
64,8,16,4,54,0,1,0,"(0, 2, 3, 1, 4)",1.377176,10,5,0,10
4,8,16,8,94,2,1,0,"(0, 2, 3, 1, 4)",2.705874,10,5,0,10
1,4,8,64,118,1,1,1,"(0, 3, 2, 1, 4)",3.59532,10,5,0,10
64,32,32,1,22,2,1,0,"(3, 0, 1, 2, 4)",58.8691505,10,5,0,10
256,16,64,8,8,0,1,1,"(0, 2, 1, 3, 4)",2.5084835,10,5,0,10
2,16,16,2,64,2,0,1,"(1, 2, 3, 0, 4)",217.8174855,10,5,0,10
4,4,16,8,28,1,0,1,"(0, 3, 1, 2, 4)",2.4582465,10,5,0,10
2,2,8,1,68,2,1,0,"(2, 1, 0, 3, 4)",3.3275680000000003,10,5,0,10
64,16,16,1,84,0,0,1,"(0, 1, 3, 2, 4)",0.757437,10,5,0,10
256,8,8,64,68,0,1,0,"(1, 2, 3, 0, 4)",14.2171945,10,5,0,10
4,32,4,128,28,0,0,1,"(1, 3, 2, 0, 4)",55.81401,10,5,0,10
64,2,64,4,52,1,0,0,"(1, 0, 2, 3, 4)",6.0497685,10,5,0,10
256,64,2,64,74,2,0,1,"(1, 0, 3, 2, 4)",5.9456725,10,5,0,10
2,4,8,1,36,1,1,1,"(1, 0, 3, 2, 4)",27.9809765,10,5,0,10
1024,8,8,32,90,0,1,1,"(1, 3, 0, 2, 4)",14.661698,10,5,0,10
1024,8,1,2,36,1,0,0,"(1, 3, 2, 0, 4)",2.7191405,10,5,0,10
1024,16,16,32,68,0,1,0,"(2, 0, 3, 1, 4)",4.093283,10,5,0,10
16,2,1,1,124,2,0,0,"(0, 3, 2, 1, 4)",7.412646499999999,10,5,0,10
1024,4,64,8,44,0,1,0,"(1, 2, 3, 0, 4)",112.5979945,10,5,0,10
64,2,64,4,44,1,1,1,"(1, 3, 0, 2, 4)",127.592037,10,5,0,10
64,1,16,4,42,2,0,1,"(1, 2, 3, 0, 4)",27.1613585,10,5,0,10
1,1,1,2,22,2,1,0,"(1, 3, 0, 2, 4)",1.6968615,10,5,0,10
256,8,16,2,8,2,0,1,"(2, 0, 3, 1, 4)",3.312494,10,5,0,10
512,8,64,32,6,0,1,0,"(2, 3, 1, 0, 4)",116.376279,10,5,0,10
512,64,32,32,98,0,1,1,"(0, 2, 1, 3, 4)",3.852761,10,5,0,10
32,2,8,64,84,1,1,0,"(0, 2, 3, 1, 4)",1.360839,10,5,0,10
4,8,2,32,58,0,1,1,"(2, 3, 1, 0, 4)",7.601152,10,5,0,10
8,8,16,8,88,1,0,0,"(1, 3, 0, 2, 4)",28.2635615,10,5,0,10
1,4,16,2,46,2,0,0,"(1, 3, 2, 0, 4)",110.6425695,10,5,0,10
512,64,16,64,98,1,1,0,"(2, 0, 3, 1, 4)",4.155794500000001,10,5,0,10
16,16,8,2,108,1,0,0,"(0, 3, 2, 1, 4)",3.127589,10,5,0,10
512,8,4,256,106,1,0,0,"(2, 3, 1, 0, 4)",7.498196500000001,10,5,0,10
512,32,1,16,124,2,0,1,"(2, 3, 1, 0, 4)",3.1849525,10,5,0,10
8,4,2,1,112,1,0,1,"(1, 3, 0, 2, 4)",4.690027000000001,10,5,0,10
64,16,2,32,8,1,1,1,"(3, 2, 0, 1, 4)",4.214646500000001,10,5,0,10
64,32,32,8,18,1,1,1,"(0, 3, 2, 1, 4)",1.979708,10,5,0,10
1024,1,4,128,46,0,0,1,"(1, 0, 2, 3, 4)",19.492391,10,5,0,10
1024,16,8,4,84,2,0,0,"(3, 2, 1, 0, 4)",15.245661,10,5,0,10
128,32,4,16,68,1,0,1,"(3, 1, 0, 2, 4)",7.9147155,10,5,0,10
64,64,8,64,56,1,0,1,"(2, 3, 0, 1, 4)",16.797722,10,5,0,10
1,4,32,2,108,1,0,1,"(1, 2, 0, 3, 4)",46.5830435,10,5,0,10
8,8,4,256,128,1,1,1,"(2, 3, 0, 1, 4)",13.582185,10,5,0,10
256,32,8,16,100,0,0,0,"(3, 1, 0, 2, 4)",15.505157,10,5,0,10
256,16,64,32,34,2,1,1,"(2, 3, 1, 0, 4)",112.6641675,10,5,0,10
1024,4,32,128,44,2,1,0,"(1, 2, 0, 3, 4)",19.857924500000003,10,5,0,10
4,64,1,16,4,2,1,1,"(1, 0, 2, 3, 4)",24.1862525,10,5,0,10
1,64,64,8,32,1,0,0,"(1, 2, 3, 0, 4)",7124.006506,10,5,0,10
512,16,8,256,4,2,0,1,"(1, 3, 0, 2, 4)",14.020256,10,5,0,10
128,32,4,64,44,1,1,0,"(2, 0, 3, 1, 4)",1.358277,10,5,0,10
8,2,2,128,102,0,0,0,"(3, 1, 0, 2, 4)",4.4425495,10,5,0,10
1024,4,64,1,74,0,1,1,"(1, 2, 3, 0, 4)",112.5013105,10,5,0,10
32,8,2,128,114,2,1,1,"(1, 0, 3, 2, 4)",6.518984,10,5,0,10
32,2,16,64,30,1,1,1,"(0, 1, 2, 3, 4)",1.832765,10,5,0,10
128,8,16,64,88,2,0,1,"(2, 0, 1, 3, 4)",2.561818,10,5,0,10
64,16,2,32,104,1,0,0,"(1, 3, 0, 2, 4)",4.5888405,10,5,0,10
1,8,64,32,64,1,1,1,"(3, 0, 1, 2, 4)",1020.894221,10,5,0,10
4,64,4,32,24,2,0,0,"(1, 0, 2, 3, 4)",5.9422845,10,5,0,10
64,32,32,1,2,0,1,1,"(3, 0, 1, 2, 4)",59.037601,10,5,0,10
256,1,2,256,64,2,0,0,"(3, 2, 1, 0, 4)",4.452159,10,5,0,10
32,2,2,128,10,2,0,0,"(2, 0, 1, 3, 4)",9.756967,10,5,0,10
512,2,1,4,6,1,1,1,"(0, 2, 3, 1, 4)",1.010757,10,5,0,10
512,8,32,64,64,1,0,1,"(0, 3, 2, 1, 4)",4.861568999999999,10,5,0,10
32,2,64,16,46,1,1,0,"(3, 0, 1, 2, 4)",133.26043199999998,10,5,0,10
2,2,64,16,86,1,0,0,"(1, 0, 3, 2, 4)",1.8220935,10,5,0,10
4,4,64,128,16,1,0,0,"(3, 1, 2, 0, 4)",107.4384155,10,5,0,10
128,16,1,16,108,2,1,0,"(2, 1, 3, 0, 4)",3.3374825,10,5,0,10
128,2,1,128,78,0,0,0,"(1, 3, 0, 2, 4)",2.2629590000000004,10,5,0,10
1024,4,32,1,88,1,1,1,"(2, 3, 1, 0, 4)",56.801285,10,5,0,10
1024,1,16,128,34,0,0,1,"(2, 1, 3, 0, 4)",27.0204835,10,5,0,10
128,32,2,16,122,2,0,1,"(2, 1, 3, 0, 4)",3.892718,10,5,0,10
32,1,8,8,80,1,0,1,"(1, 3, 0, 2, 4)",16.934394500000003,10,5,0,10
8,16,4,1,14,2,1,0,"(3, 0, 2, 1, 4)",15.5113375,10,5,0,10
8,16,4,64,104,2,1,0,"(2, 3, 0, 1, 4)",14.3513075,10,5,0,10
4,64,4,32,44,0,1,1,"(0, 3, 1, 2, 4)",3.3770135000000003,10,5,0,10
512,8,16,1,90,2,0,0,"(2, 0, 1, 3, 4)",2.7018275000000003,10,5,0,10
1024,32,16,1,72,0,1,0,"(3, 2, 0, 1, 4)",30.2371115,10,5,0,10
4,64,16,1,62,0,1,0,"(1, 3, 0, 2, 4)",460.17831450000006,10,5,0,10
8,64,8,32,46,1,1,1,"(3, 1, 0, 2, 4)",114.012104,10,5,0,10
1024,4,8,1,6,0,1,1,"(0, 2, 3, 1, 4)",2.308886,10,5,0,10
1024,64,16,64,114,2,0,0,"(1, 0, 2, 3, 4)",5.935848,10,5,0,10
4,1,4,4,112,1,1,0,"(2, 0, 1, 3, 4)",3.780394,10,5,0,10
4,4,8,1,26,2,1,1,"(1, 2, 0, 3, 4)",3.3032285,10,5,0,10
64,64,16,1,60,2,0,1,"(2, 0, 1, 3, 4)",7.4484895,10,5,0,10
32,64,32,32,84,2,0,1,"(2, 3, 1, 0, 4)",108.535691,10,5,0,10
1,8,4,128,30,0,1,0,"(3, 0, 2, 1, 4)",63.175193,10,5,0,10
