chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
16,32,128,8,114,0,1,0,"(4, 0, 2, 3, 1)",103.2344075,10,5,0,10
2,32,256,2,116,2,1,0,"(0, 1, 4, 3, 2)",3225.151449,10,5,0,10
64,2,128,32,40,2,1,1,"(0, 1, 2, 3, 4)",136.414086,10,5,0,10
256,2,16,1,68,2,1,0,"(0, 1, 2, 4, 3)",25.662586,10,5,0,10
256,32,2,16,58,0,0,0,"(0, 1, 4, 2, 3)",20.111593,10,5,0,10
32,16,64,8,44,1,1,1,"(0, 1, 4, 3, 2)",171.2369,10,5,0,10
32,128,32,32,102,2,0,0,"(1, 0, 2, 3, 4)",204.0681375,10,5,0,10
256,256,8,2,32,0,1,1,"(1, 0, 2, 3, 4)",17.16532,10,5,0,10
8,8,128,16,78,2,1,1,"(0, 1, 2, 4, 3)",968.6306545,10,5,0,10
8,8,64,1,84,2,0,1,"(1, 0, 2, 4, 3)",836.0444635,10,5,0,10
128,128,2,4,16,2,0,0,"(0, 1, 4, 3, 2)",1.046878,10,5,0,10
16,256,2,8,34,0,0,0,"(4, 0, 2, 3, 1)",102.6566725,10,5,0,10
64,16,32,32,126,0,1,0,"(1, 0, 2, 3, 4)",98.8306785,10,5,0,10
16,128,256,32,44,0,0,0,"(0, 4, 3, 2, 1)",102.606377,10,5,0,10
32,64,4,1,56,0,1,0,"(1, 0, 4, 3, 2)",2.1824015,10,5,0,10
64,64,4,16,18,2,0,1,"(4, 0, 2, 3, 1)",12.7507105,10,5,0,10
2,16,128,2,108,0,0,1,"(0, 1, 2, 4, 3)",119.098224,10,5,0,10
128,32,256,8,114,1,0,0,"(0, 1, 2, 3, 4)",3.8172725,10,5,0,10
16,4,4,16,86,1,1,1,"(0, 1, 2, 4, 3)",8.856459000000001,10,5,0,10
128,8,16,1,34,1,1,0,"(4, 0, 2, 3, 1)",5.142881,10,5,0,10
256,16,64,2,2,2,1,1,"(0, 1, 2, 3, 4)",17.881842,10,5,0,10
128,2,32,2,114,2,1,1,"(1, 0, 2, 3, 4)",49.968505,10,5,0,10
16,16,128,32,92,0,0,1,"(1, 0, 2, 3, 4)",27.9004405,10,5,0,10
8,16,128,2,118,0,0,1,"(1, 0, 2, 4, 3)",899.7287739999999,10,5,0,10
8,4,64,2,82,0,0,0,"(1, 0, 4, 2, 3)",72.1689585,10,5,0,10
16,64,2,8,106,1,1,0,"(4, 0, 2, 3, 1)",102.6039315,10,5,0,10
4,128,128,2,124,2,0,1,"(0, 1, 2, 4, 3)",1732.60582,10,5,0,10
32,16,2,32,66,1,0,0,"(0, 1, 2, 4, 3)",3.5418385,10,5,0,10
256,128,256,16,40,2,1,0,"(0, 1, 2, 3, 4)",4.2499,10,5,0,10
128,32,16,1,48,1,1,0,"(0, 1, 2, 3, 4)",36.7833835,10,5,0,10
64,4,16,32,72,2,0,1,"(1, 0, 4, 3, 2)",2.198203,10,5,0,10
2,8,256,8,118,0,0,0,"(1, 0, 4, 2, 3)",722.1488205,10,5,0,10
8,32,16,4,120,2,0,0,"(0, 1, 4, 2, 3)",18.1052515,10,5,0,10
2,8,32,16,106,0,1,1,"(4, 0, 2, 3, 1)",288.018282,10,5,0,10
128,2,128,2,116,1,0,1,"(1, 0, 4, 3, 2)",78.9400235,10,5,0,10
8,8,128,8,36,1,1,0,"(0, 1, 2, 3, 4)",1092.825522,10,5,0,10
16,256,128,2,18,2,1,1,"(1, 0, 4, 3, 2)",3.1273045,10,5,0,10
128,2,2,16,56,2,1,0,"(0, 4, 3, 2, 1)",13.4042155,10,5,0,10
2,128,2,4,74,0,1,1,"(0, 1, 4, 3, 2)",2420.26138,10,5,0,10
64,16,128,32,62,2,0,1,"(1, 0, 4, 3, 2)",93.0690375,10,5,0,10
256,8,4,8,16,1,0,1,"(0, 1, 4, 2, 3)",24.2658045,10,5,0,10
16,8,64,8,48,2,0,0,"(1, 0, 2, 4, 3)",12.490753,10,5,0,10
2,8,128,32,52,2,1,1,"(1, 0, 4, 3, 2)",67.7478215,10,5,0,10
16,8,2,1,94,1,1,1,"(0, 4, 3, 2, 1)",102.831549,10,5,0,10
256,4,8,16,80,2,1,1,"(4, 0, 2, 3, 1)",2.1494855,10,5,0,10
2,256,4,1,34,0,0,1,"(0, 4, 3, 2, 1)",811.285899,10,5,0,10
4,64,4,32,126,0,0,1,"(0, 1, 2, 3, 4)",1059.0010355,10,5,0,10
4,256,16,2,40,1,0,0,"(1, 0, 4, 2, 3)",1864.552834,10,5,0,10
8,128,32,1,32,0,0,0,"(1, 0, 2, 4, 3)",28.683527,10,5,0,10
2,128,64,32,58,0,1,0,"(1, 0, 4, 2, 3)",11343.380356,10,5,0,10
16,128,2,8,100,2,1,0,"(4, 0, 3, 2, 1)",102.432863,10,5,0,10
4,16,8,8,106,0,1,1,"(1, 0, 4, 3, 2)",1417.2721565,10,5,0,10
64,64,2,2,26,1,1,1,"(0, 1, 2, 4, 3)",3.282204,10,5,0,10
32,2,32,32,106,0,1,0,"(0, 4, 2, 3, 1)",10.1682125,10,5,0,10
2,128,64,16,24,1,1,0,"(0, 4, 2, 3, 1)",493.2329485,10,5,0,10
128,2,64,4,50,2,1,1,"(0, 1, 4, 3, 2)",4.277517,10,5,0,10
2,16,8,8,50,0,0,1,"(0, 4, 2, 3, 1)",811.2107035,10,5,0,10
4,16,256,32,38,2,0,1,"(0, 4, 3, 2, 1)",151.7269,10,5,0,10
32,4,16,2,60,2,0,1,"(1, 0, 2, 4, 3)",168.9631485,10,5,0,10
2,2,64,1,122,1,0,1,"(0, 1, 4, 3, 2)",1214.1150415000002,10,5,0,10
64,256,64,2,106,0,0,1,"(0, 4, 2, 3, 1)",27.274627,10,5,0,10
128,2,32,2,54,2,1,1,"(1, 0, 4, 2, 3)",172.2641665,10,5,0,10
256,4,8,2,4,2,0,0,"(1, 0, 4, 2, 3)",35.7357375,10,5,0,10
2,256,16,16,104,2,0,1,"(1, 0, 4, 3, 2)",19.1252885,10,5,0,10
8,256,128,4,58,1,1,0,"(0, 1, 2, 4, 3)",1015.373027,10,5,0,10
16,64,256,8,8,1,1,1,"(0, 4, 3, 2, 1)",48.020639,10,5,0,10
64,64,16,16,68,2,1,0,"(4, 0, 3, 2, 1)",13.127143,10,5,0,10
32,4,8,2,60,2,0,1,"(0, 4, 2, 3, 1)",52.5646255,10,5,0,10
128,32,8,32,50,2,0,0,"(0, 1, 2, 3, 4)",35.762415000000004,10,5,0,10
128,256,64,2,102,1,0,0,"(0, 1, 4, 2, 3)",3.879478,10,5,0,10
64,128,64,4,56,1,0,1,"(1, 0, 2, 4, 3)",112.552193,10,5,0,10
16,128,32,32,4,0,0,0,"(4, 0, 2, 3, 1)",68.671396,10,5,0,10
2,16,128,32,94,1,0,0,"(0, 1, 4, 2, 3)",12403.843276,10,5,0,10
2,4,16,16,8,2,0,0,"(0, 1, 2, 3, 4)",2207.37291,10,5,0,10
4,256,64,8,122,0,0,0,"(0, 4, 2, 3, 1)",412.6422025,10,5,0,10
32,8,2,8,82,1,1,0,"(0, 1, 4, 3, 2)",163.876024,10,5,0,10
4,256,64,4,72,1,1,0,"(0, 1, 2, 3, 4)",48.3225065,10,5,0,10
64,128,128,2,24,0,1,1,"(4, 0, 2, 3, 1)",20.969212,10,5,0,10
16,128,128,4,30,2,1,0,"(0, 1, 4, 2, 3)",88.8746505,10,5,0,10
128,64,128,4,64,1,0,0,"(0, 4, 2, 3, 1)",13.6852025,10,5,0,10
64,256,2,16,40,1,1,1,"(0, 1, 4, 2, 3)",3.38578,10,5,0,10
32,8,32,16,106,1,0,1,"(0, 1, 4, 2, 3)",8.661885999999999,10,5,0,10
128,2,4,16,26,1,0,1,"(0, 4, 2, 3, 1)",2.966574,10,5,0,10
16,16,16,2,56,0,1,0,"(0, 1, 4, 2, 3)",19.659506,10,5,0,10
32,64,16,32,94,2,1,1,"(4, 0, 2, 3, 1)",52.542111,10,5,0,10
32,16,64,8,4,2,0,1,"(0, 1, 2, 4, 3)",263.1133135,10,5,0,10
2,8,64,8,104,1,0,1,"(4, 0, 2, 3, 1)",811.1784190000001,10,5,0,10
16,8,8,16,32,1,0,0,"(4, 0, 2, 3, 1)",102.4631895,10,5,0,10
8,16,8,1,82,2,0,0,"(0, 1, 2, 4, 3)",16.686079499999998,10,5,0,10
32,128,4,8,64,2,0,1,"(0, 1, 2, 4, 3)",140.90636899999998,10,5,0,10
64,8,8,2,6,2,0,0,"(1, 0, 4, 3, 2)",84.795682,10,5,0,10
64,16,256,8,50,2,0,0,"(1, 0, 4, 2, 3)",29.8856985,10,5,0,10
8,16,128,32,68,0,1,0,"(0, 1, 2, 4, 3)",1013.9444275,10,5,0,10
32,32,2,32,74,1,0,1,"(0, 1, 2, 3, 4)",134.4775515,10,5,0,10
64,256,128,32,70,0,0,0,"(4, 0, 2, 3, 1)",105.5610485,10,5,0,10
4,2,128,32,70,0,1,1,"(0, 1, 4, 3, 2)",3057.3184515000003,10,5,0,10
128,16,4,2,26,0,0,0,"(0, 1, 4, 3, 2)",39.3726155,10,5,0,10
8,4,32,2,88,1,1,0,"(0, 1, 4, 2, 3)",2439.6365345,10,5,0,10
64,8,256,8,32,1,1,0,"(0, 4, 2, 3, 1)",9.9407835,10,5,0,10
64,2,256,1,106,1,1,0,"(0, 1, 4, 3, 2)",43.1576185,10,5,0,10
2,4,16,1,64,0,1,1,"(0, 1, 2, 3, 4)",119.55126,10,5,0,10
32,64,2,2,60,2,0,0,"(1, 0, 4, 2, 3)",144.766177,10,5,0,10
8,32,8,1,96,0,1,0,"(0, 1, 2, 4, 3)",11.825359,10,5,0,10
16,128,2,8,106,2,0,1,"(0, 4, 2, 3, 1)",102.5429215,10,5,0,10
8,32,8,1,112,0,1,0,"(0, 1, 4, 2, 3)",17.604373000000002,10,5,0,10
64,8,8,32,18,0,1,1,"(0, 1, 4, 3, 2)",88.100764,10,5,0,10
8,64,2,32,64,2,1,1,"(0, 1, 4, 3, 2)",669.38435,10,5,0,10
32,256,8,1,64,2,1,0,"(0, 1, 4, 3, 2)",3.534566,10,5,0,10
128,16,16,32,104,0,0,1,"(0, 1, 2, 4, 3)",2.2568795,10,5,0,10
32,4,128,1,100,1,1,0,"(1, 0, 4, 3, 2)",209.6943695,10,5,0,10
128,16,4,2,126,0,1,1,"(0, 1, 2, 3, 4)",36.260708,10,5,0,10
2,4,2,32,26,2,1,0,"(0, 1, 4, 2, 3)",2553.0586495,10,5,0,10
256,4,32,2,100,0,0,0,"(0, 4, 3, 2, 1)",1.7354215,10,5,0,10
4,4,16,8,102,1,0,1,"(0, 4, 3, 2, 1)",85.83766800000001,10,5,0,10
32,128,2,8,78,1,1,0,"(0, 1, 4, 3, 2)",1.6100895,10,5,0,10
64,256,64,1,118,1,0,0,"(4, 0, 3, 2, 1)",106.411236,10,5,0,10
32,128,128,8,10,1,1,0,"(1, 0, 4, 2, 3)",120.8432685,10,5,0,10
16,16,8,16,4,1,1,1,"(1, 0, 4, 2, 3)",370.923467,10,5,0,10
2,128,16,4,82,0,0,1,"(1, 0, 4, 3, 2)",9.1415325,10,5,0,10
4,4,8,8,72,1,1,1,"(1, 0, 4, 3, 2)",16.797776,10,5,0,10
2,128,2,16,102,2,0,0,"(4, 0, 3, 2, 1)",532.9230935,10,5,0,10
4,32,32,16,72,2,0,0,"(1, 0, 4, 2, 3)",3120.245295,10,5,0,10
128,32,2,8,120,2,1,1,"(1, 0, 2, 3, 4)",32.656102000000004,10,5,0,10
256,256,16,32,64,2,1,0,"(4, 0, 3, 2, 1)",7.0192485,10,5,0,10
4,64,64,32,88,2,0,1,"(0, 1, 4, 2, 3)",4995.3538115,10,5,0,10
16,128,16,16,82,0,1,0,"(0, 4, 3, 2, 1)",65.502291,10,5,0,10
32,4,4,2,52,1,1,0,"(0, 4, 3, 2, 1)",15.113094,10,5,0,10
128,8,16,8,16,1,0,0,"(4, 0, 2, 3, 1)",13.442509,10,5,0,10
256,32,128,4,74,0,1,0,"(4, 0, 3, 2, 1)",6.834246,10,5,0,10
256,64,8,2,94,1,0,0,"(0, 1, 4, 3, 2)",23.069236,10,5,0,10
8,32,256,4,60,0,0,1,"(0, 4, 3, 2, 1)",202.8160335,10,5,0,10
16,2,128,1,76,1,1,0,"(1, 0, 2, 3, 4)",505.236709,10,5,0,10
8,256,16,2,26,2,0,0,"(1, 0, 4, 2, 3)",915.5589875,10,5,0,10
256,32,16,16,22,0,0,1,"(0, 1, 2, 3, 4)",1.326478,10,5,0,10
256,16,16,16,102,2,0,0,"(0, 4, 3, 2, 1)",2.9930835,10,5,0,10
256,128,64,1,112,2,1,1,"(1, 0, 2, 4, 3)",2.812034,10,5,0,10
32,4,4,32,88,2,1,1,"(0, 4, 3, 2, 1)",14.82057,10,5,0,10
256,128,4,2,124,1,0,0,"(0, 1, 2, 4, 3)",2.0131335000000004,10,5,0,10
256,256,256,4,62,1,1,0,"(0, 1, 4, 2, 3)",121.8309805,10,5,0,10
64,32,256,16,32,1,1,0,"(1, 0, 2, 4, 3)",162.65259,10,5,0,10
8,8,64,2,50,2,0,1,"(0, 4, 2, 3, 1)",203.4284365,10,5,0,10
2,128,32,16,36,0,1,0,"(4, 0, 3, 2, 1)",810.4834235000001,10,5,0,10
8,256,64,1,126,2,0,1,"(1, 0, 4, 3, 2)",4.513015,10,5,0,10
32,16,4,16,44,0,1,0,"(4, 0, 3, 2, 1)",52.329479,10,5,0,10
16,16,64,32,8,0,0,1,"(4, 0, 2, 3, 1)",40.018695,10,5,0,10
128,128,128,4,28,1,0,1,"(1, 0, 2, 3, 4)",74.07692599999999,10,5,0,10
4,8,32,4,4,2,1,0,"(1, 0, 4, 3, 2)",1532.680845,10,5,0,10
32,8,4,32,96,2,0,1,"(0, 1, 2, 4, 3)",3.765968,10,5,0,10
64,256,64,4,100,2,1,1,"(0, 1, 4, 2, 3)",296.774051,10,5,0,10
32,2,256,2,4,2,1,1,"(0, 1, 4, 2, 3)",1879.1192295,10,5,0,10
256,8,64,2,22,0,0,0,"(0, 1, 4, 2, 3)",114.5129255,10,5,0,10
2,64,32,16,106,1,1,1,"(1, 0, 4, 3, 2)",7.4822405,10,5,0,10
256,2,16,1,88,1,1,1,"(1, 0, 2, 4, 3)",25.4604755,10,5,0,10
8,128,64,1,64,0,1,1,"(1, 0, 4, 2, 3)",69.0336875,10,5,0,10
4,256,16,1,18,1,0,0,"(0, 1, 2, 4, 3)",1154.5224515,10,5,0,10
16,64,2,4,10,1,1,0,"(1, 0, 4, 2, 3)",245.498866,10,5,0,10
2,4,64,16,52,0,1,1,"(1, 0, 2, 4, 3)",88.409447,10,5,0,10
256,64,16,4,6,0,0,0,"(0, 1, 2, 4, 3)",3.9825675,10,5,0,10
8,8,256,1,46,2,1,0,"(1, 0, 2, 4, 3)",60.3615525,10,5,0,10
8,256,64,1,104,0,0,1,"(4, 0, 3, 2, 1)",822.556387,10,5,0,10
16,64,256,2,8,0,1,0,"(4, 0, 3, 2, 1)",102.761781,10,5,0,10
8,128,128,4,68,0,1,1,"(0, 1, 2, 4, 3)",1015.5729645,10,5,0,10
32,64,256,8,52,0,0,0,"(0, 1, 4, 3, 2)",2.5489485,10,5,0,10
8,2,16,1,52,2,0,1,"(0, 1, 2, 4, 3)",31.2592735,10,5,0,10
64,16,4,16,12,1,1,1,"(1, 0, 2, 4, 3)",62.7027205,10,5,0,10
4,256,128,16,30,2,1,0,"(0, 4, 2, 3, 1)",420.562288,10,5,0,10
32,16,4,16,18,2,0,1,"(0, 1, 4, 3, 2)",150.04632,10,5,0,10
8,256,32,16,20,2,0,0,"(4, 0, 3, 2, 1)",822.967932,10,5,0,10
32,128,4,1,46,2,1,0,"(0, 4, 3, 2, 1)",52.31487,10,5,0,10
256,4,4,8,40,2,1,1,"(0, 1, 4, 3, 2)",1.333084,10,5,0,10
8,4,256,2,92,1,1,0,"(0, 4, 2, 3, 1)",44.75114,10,5,0,10
4,128,256,32,60,2,0,0,"(1, 0, 4, 2, 3)",13665.961702,10,5,0,10
8,128,128,8,98,2,1,1,"(1, 0, 2, 4, 3)",26.4404265,10,5,0,10
16,128,16,32,10,1,0,1,"(1, 0, 2, 4, 3)",252.197614,10,5,0,10
256,4,16,16,92,2,0,1,"(1, 0, 2, 3, 4)",1.1879625,10,5,0,10
2,8,256,16,108,0,0,0,"(0, 1, 4, 3, 2)",85.609051,10,5,0,10
8,16,32,32,128,1,1,0,"(1, 0, 2, 3, 4)",753.3000415,10,5,0,10
16,8,128,4,4,0,0,0,"(4, 0, 3, 2, 1)",36.6895195,10,5,0,10
2,4,256,4,120,1,1,1,"(0, 1, 2, 4, 3)",170.54534999999998,10,5,0,10
2,8,256,2,116,1,0,1,"(1, 0, 2, 3, 4)",97.0717895,10,5,0,10
128,256,4,2,62,0,1,1,"(1, 0, 4, 3, 2)",0.983785,10,5,0,10
2,256,8,2,120,0,0,0,"(1, 0, 2, 3, 4)",17.66443,10,5,0,10
2,64,8,1,90,0,1,0,"(0, 4, 3, 2, 1)",810.9649345,10,5,0,10
2,128,2,8,88,2,0,0,"(0, 1, 4, 2, 3)",36.189176,10,5,0,10
16,4,64,8,18,0,0,1,"(4, 0, 3, 2, 1)",22.620682,10,5,0,10
32,16,4,8,98,2,1,1,"(0, 4, 2, 3, 1)",52.3507595,10,5,0,10
2,256,64,1,56,0,0,0,"(4, 0, 2, 3, 1)",3259.697668,10,5,0,10
16,8,32,8,8,0,0,0,"(0, 1, 4, 2, 3)",1180.0023035,10,5,0,10
16,64,64,2,60,1,1,0,"(1, 0, 4, 3, 2)",2.12788,10,5,0,10
16,2,2,32,80,2,1,1,"(0, 1, 4, 2, 3)",8.479361,10,5,0,10
4,16,16,2,10,2,0,0,"(1, 0, 4, 2, 3)",163.67883,10,5,0,10
128,8,8,16,68,1,1,0,"(1, 0, 4, 3, 2)",50.8812185,10,5,0,10
8,8,128,1,60,2,0,0,"(0, 4, 2, 3, 1)",72.4204665,10,5,0,10
64,64,16,1,38,2,0,1,"(4, 0, 3, 2, 1)",13.01635,10,5,0,10
128,2,2,32,60,0,0,1,"(1, 0, 4, 3, 2)",79.5125735,10,5,0,10
64,8,2,1,58,2,0,1,"(4, 0, 3, 2, 1)",26.612920000000003,10,5,0,10
128,256,128,2,4,0,0,1,"(0, 4, 3, 2, 1)",13.6914525,10,5,0,10
2,2,32,2,20,1,0,1,"(4, 0, 3, 2, 1)",810.5341470000001,10,5,0,10
16,2,4,2,104,2,0,1,"(4, 0, 3, 2, 1)",102.582401,10,5,0,10
256,8,4,2,68,0,1,0,"(0, 1, 4, 2, 3)",24.6651695,10,5,0,10
8,64,32,8,60,0,0,0,"(0, 1, 2, 3, 4)",794.859807,10,5,0,10
16,128,256,1,108,1,0,1,"(4, 0, 2, 3, 1)",65.919377,10,5,0,10
16,64,8,1,92,2,1,1,"(0, 4, 2, 3, 1)",48.099092,10,5,0,10
256,64,8,1,116,2,0,1,"(0, 4, 2, 3, 1)",7.124155,10,5,0,10
2,32,32,8,82,2,1,1,"(4, 0, 3, 2, 1)",810.926283,10,5,0,10
64,32,4,1,10,0,1,1,"(0, 1, 4, 2, 3)",10.7093145,10,5,0,10
128,8,128,8,84,2,1,1,"(1, 0, 2, 3, 4)",62.874129,10,5,0,10
8,256,8,32,104,0,1,1,"(4, 0, 3, 2, 1)",826.9266975,10,5,0,10
64,4,2,1,76,0,1,0,"(4, 0, 3, 2, 1)",6.264183,10,5,0,10
4,128,8,32,44,2,0,0,"(0, 1, 4, 3, 2)",14.5055155,10,5,0,10
16,64,32,16,12,0,1,0,"(1, 0, 4, 2, 3)",779.341942,10,5,0,10
256,32,2,1,92,2,0,0,"(1, 0, 2, 3, 4)",17.114543,10,5,0,10
64,32,128,2,2,1,0,1,"(0, 4, 2, 3, 1)",10.645493,10,5,0,10
64,16,16,4,28,0,0,0,"(1, 0, 4, 3, 2)",79.671617,10,5,0,10
16,2,16,16,28,1,0,0,"(1, 0, 2, 3, 4)",324.922691,10,5,0,10
128,256,4,2,36,1,0,1,"(0, 1, 2, 4, 3)",32.167321,10,5,0,10
256,4,32,4,88,2,1,0,"(1, 0, 4, 2, 3)",74.426824,10,5,0,10
2,16,256,32,98,0,0,1,"(4, 0, 2, 3, 1)",815.8004920000001,10,5,0,10
4,2,128,8,10,0,0,1,"(4, 0, 3, 2, 1)",405.7539195,10,5,0,10
256,8,64,32,10,2,0,1,"(0, 1, 2, 4, 3)",5.320622,10,5,0,10
256,8,2,4,116,1,0,1,"(0, 1, 2, 3, 4)",2.326967,10,5,0,10
128,64,128,8,44,2,0,1,"(1, 0, 4, 2, 3)",8.298267,10,5,0,10
128,128,64,8,96,2,0,0,"(1, 0, 4, 3, 2)",40.635027,10,5,0,10
8,4,256,8,2,0,1,0,"(4, 0, 3, 2, 1)",203.14172,10,5,0,10
8,256,8,1,8,1,0,1,"(0, 1, 4, 3, 2)",476.8575725,10,5,0,10
128,64,4,32,108,1,1,0,"(1, 0, 2, 3, 4)",34.2142165,10,5,0,10
2,2,32,1,16,0,1,0,"(1, 0, 4, 2, 3)",1070.7954595,10,5,0,10
256,8,16,1,38,2,1,1,"(0, 1, 4, 2, 3)",2.6618645,10,5,0,10
4,128,32,16,122,1,1,0,"(0, 4, 3, 2, 1)",268.0285,10,5,0,10
64,64,8,16,94,2,1,0,"(0, 1, 4, 2, 3)",4.158287,10,5,0,10
4,4,16,4,126,2,1,1,"(0, 4, 2, 3, 1)",405.620313,10,5,0,10
2,16,4,1,62,0,1,0,"(1, 0, 4, 2, 3)",2584.8729565000003,10,5,0,10
128,256,8,4,100,2,1,0,"(0, 1, 4, 3, 2)",1.246062,10,5,0,10
128,2,64,4,108,2,1,1,"(0, 1, 4, 3, 2)",2.7522955,10,5,0,10
256,8,32,8,26,0,1,1,"(0, 1, 4, 3, 2)",1.854229,10,5,0,10
32,8,64,1,94,2,1,0,"(0, 1, 2, 3, 4)",209.067872,10,5,0,10
8,256,128,1,102,1,1,0,"(0, 1, 2, 4, 3)",25.717219,10,5,0,10
8,64,4,4,76,0,0,0,"(0, 4, 3, 2, 1)",203.297038,10,5,0,10
128,4,256,1,94,1,0,0,"(1, 0, 4, 3, 2)",55.7306135,10,5,0,10
4,8,4,16,14,2,0,1,"(0, 1, 2, 3, 4)",54.174264,10,5,0,10
64,256,64,32,56,0,0,1,"(0, 4, 3, 2, 1)",26.4717025,10,5,0,10
64,2,128,16,8,1,1,1,"(1, 0, 2, 3, 4)",29.1087305,10,5,0,10
128,16,256,16,110,2,0,1,"(1, 0, 4, 3, 2)",45.3775655,10,5,0,10
256,64,64,2,12,2,0,1,"(4, 0, 2, 3, 1)",6.9922875,10,5,0,10
128,4,64,4,96,1,1,1,"(0, 1, 4, 2, 3)",197.191152,10,5,0,10
128,128,64,1,80,0,0,1,"(1, 0, 2, 3, 4)",2.7008815,10,5,0,10
32,256,4,1,20,0,0,1,"(1, 0, 2, 4, 3)",4.8797175,10,5,0,10
32,8,8,16,60,0,0,1,"(4, 0, 2, 3, 1)",52.42978,10,5,0,10
8,16,256,2,80,2,1,1,"(4, 0, 3, 2, 1)",203.216603,10,5,0,10
256,16,32,4,70,2,1,0,"(0, 1, 4, 3, 2)",1.0814979999999998,10,5,0,10
256,2,256,4,46,0,1,1,"(1, 0, 4, 2, 3)",21.278531,10,5,0,10
8,64,2,8,24,1,1,0,"(1, 0, 2, 3, 4)",8.0529795,10,5,0,10
8,16,8,1,96,1,1,1,"(0, 4, 2, 3, 1)",76.67902649999999,10,5,0,10
64,64,2,16,40,0,0,1,"(4, 0, 3, 2, 1)",26.3472665,10,5,0,10
2,8,2,8,2,1,1,0,"(0, 1, 2, 3, 4)",1105.956771,10,5,0,10
128,8,16,1,12,1,1,1,"(4, 0, 3, 2, 1)",5.042419499999999,10,5,0,10
4,16,32,8,44,0,0,0,"(0, 1, 4, 2, 3)",3517.8874705,10,5,0,10
16,64,4,16,120,2,0,0,"(1, 0, 4, 3, 2)",3.944897,10,5,0,10
2,4,64,8,120,2,1,0,"(0, 1, 4, 3, 2)",3311.2953135,10,5,0,10
128,2,2,32,112,1,1,0,"(1, 0, 4, 2, 3)",45.584371,10,5,0,10
4,8,64,8,110,1,0,0,"(0, 1, 2, 4, 3)",39.806497,10,5,0,10
8,8,64,16,112,2,0,0,"(4, 0, 3, 2, 1)",72.479535,10,5,0,10
2,4,32,4,4,2,0,1,"(4, 0, 2, 3, 1)",811.188932,10,5,0,10
64,32,4,1,124,2,1,1,"(0, 1, 2, 3, 4)",3.5702,10,5,0,10
16,8,256,4,22,1,1,1,"(1, 0, 2, 4, 3)",63.758286,10,5,0,10
256,128,64,4,126,0,0,0,"(4, 0, 3, 2, 1)",4.937533,10,5,0,10
16,128,2,2,60,2,1,0,"(0, 1, 4, 2, 3)",298.75390300000004,10,5,0,10
64,32,64,8,86,1,0,1,"(1, 0, 4, 2, 3)",6.516772,10,5,0,10
256,8,256,32,2,1,1,1,"(4, 0, 2, 3, 1)",2.9804055,10,5,0,10
32,2,256,8,34,2,1,1,"(4, 0, 3, 2, 1)",52.5855755,10,5,0,10
8,128,2,2,102,0,1,0,"(1, 0, 4, 2, 3)",632.3900160000001,10,5,0,10
256,2,64,8,42,2,0,1,"(0, 1, 4, 2, 3)",6.88261,10,5,0,10
4,128,256,8,118,0,0,0,"(0, 1, 2, 4, 3)",1964.746341,10,5,0,10
256,8,256,16,74,0,0,1,"(0, 4, 3, 2, 1)",7.329505,10,5,0,10
128,16,8,1,110,1,1,0,"(4, 0, 2, 3, 1)",13.744755,10,5,0,10
8,32,128,4,108,0,1,1,"(0, 1, 4, 3, 2)",833.8854715,10,5,0,10
8,32,64,8,80,0,0,0,"(1, 0, 4, 2, 3)",43.596228,10,5,0,10
4,2,32,4,38,1,0,0,"(0, 1, 4, 2, 3)",405.282091,10,5,0,10
128,4,64,2,28,0,0,1,"(1, 0, 2, 3, 4)",60.1958525,10,5,0,10
16,64,128,2,6,2,0,0,"(1, 0, 2, 4, 3)",671.0188519999999,10,5,0,10
4,64,2,2,128,2,0,1,"(1, 0, 2, 3, 4)",5.417256500000001,10,5,0,10
2,32,128,4,56,2,1,0,"(1, 0, 2, 3, 4)",3923.8244645,10,5,0,10
64,16,128,8,10,1,0,1,"(1, 0, 2, 3, 4)",25.889728,10,5,0,10
8,8,2,2,90,0,1,0,"(1, 0, 4, 2, 3)",669.8864775,10,5,0,10
32,256,64,8,114,2,0,0,"(1, 0, 4, 2, 3)",691.3522125,10,5,0,10
4,256,128,32,92,0,0,1,"(4, 0, 3, 2, 1)",405.868199,10,5,0,10
2,4,128,2,118,2,1,0,"(1, 0, 4, 3, 2)",3155.0292675,10,5,0,10
256,32,64,1,80,1,0,0,"(1, 0, 2, 4, 3)",28.3860745,10,5,0,10
64,2,8,16,66,1,1,0,"(1, 0, 2, 4, 3)",86.9847465,10,5,0,10
8,2,64,4,8,0,1,0,"(1, 0, 2, 4, 3)",859.0205579999999,10,5,0,10
128,32,2,32,44,0,1,1,"(1, 0, 4, 2, 3)",38.0609505,10,5,0,10
128,128,32,32,88,0,1,1,"(1, 0, 2, 4, 3)",3.777229,10,5,0,10
8,256,128,8,82,1,0,0,"(0, 4, 3, 2, 1)",203.342102,10,5,0,10
32,32,4,4,82,0,0,0,"(4, 0, 2, 3, 1)",52.5719055,10,5,0,10
64,32,256,4,28,1,0,0,"(0, 1, 2, 3, 4)",154.81008400000002,10,5,0,10
128,2,4,32,102,2,1,0,"(0, 1, 4, 3, 2)",2.85305,10,5,0,10
