chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
64,2,1,14,1,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,79.5007715
64,4,2,14,2,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,57.160672500000004
8,1,4,16,1,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,36.5986055
64,1,16,6,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,84.934972
32,16,16,6,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,152.271342
4,16,2,16,0,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,65.920747
2,16,16,12,1,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,221.95216399999998
4,4,1,2,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,763.364041
4,2,2,18,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,28.0053
2,16,64,8,2,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,199.7670765
32,4,1,16,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,32.258036000000004
16,4,1,20,0,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,77.821945
4,1,16,12,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,60.5052715
8,8,4,4,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,315.4232095
64,2,32,14,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,65.8206055
8,2,1,20,2,0,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,60.518583
16,2,1,16,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,41.103496
64,2,8,2,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,168.6727635
8,8,64,18,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,42.523270999999994
16,4,32,18,0,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,38.9261615
64,2,64,8,0,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,137.26011649999998
64,1,2,18,0,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,33.409768
64,8,16,2,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,499.4847615
16,2,1,10,0,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,76.78468699999999
64,8,64,18,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,64.2524075
16,2,8,6,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,105.352648
4,8,1,8,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,183.373041
4,1,1,14,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,33.4957645
32,8,1,16,1,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,66.6296545
32,1,8,10,1,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,91.783698
64,1,16,4,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,270.20929
2,1,1,16,1,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,42.445097000000004
16,2,64,6,0,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,153.714406
4,4,32,12,1,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,77.3051645
32,2,1,6,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,118.7310075
32,16,1,14,0,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,207.47760549999998
2,4,64,12,2,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,80.39075299999999
8,2,16,2,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,305.374552
2,8,1,16,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,55.335179999999994
64,16,8,10,0,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,170.110735
16,8,4,18,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,38.0148725
2,2,1,18,0,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,41.228236499999994
4,4,64,4,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,129.2674505
32,16,64,20,2,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,100.347047
16,8,64,12,1,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,64.1050035
2,1,2,8,2,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,84.447474
8,16,1,4,0,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,260.564247
64,16,8,6,1,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,181.9921465
32,16,4,8,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,213.1682625
8,2,32,16,0,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,54.336096
16,2,2,16,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,34.7805435
32,16,4,20,2,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,59.445335
8,2,64,6,1,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,102.008227
64,16,8,14,0,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,148.404835
2,2,1,20,1,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,38.246294000000006
64,16,4,8,1,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,274.30813850000004
16,4,4,16,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,61.364857
4,16,32,4,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,182.674767
8,4,2,8,2,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,126.825361
64,16,64,8,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,177.2555595
64,8,4,12,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,72.47049150000001
16,16,32,8,1,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,264.073897
4,1,8,4,2,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,178.9952865
2,2,4,2,2,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,289.09714
4,4,1,20,1,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,55.7559725
4,8,32,2,1,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,650.7687450000001
32,1,2,2,2,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,386.4842665
8,2,4,14,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,58.602447
16,8,4,16,2,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,113.1642765
64,16,8,10,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,112.75550799999999
2,8,2,4,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,178.1979235
64,16,32,16,2,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,93.692019
4,2,64,4,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,159.43901899999997
8,1,32,20,1,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,46.632923
8,16,4,6,0,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,183.2769095
4,4,8,10,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,64.266181
4,16,1,14,2,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,166.585554
2,8,1,2,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,377.6048955
8,4,8,20,2,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,53.929299
64,1,2,6,1,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,120.846401
16,1,8,2,2,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,708.168703
64,4,4,16,1,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,88.7729415
8,8,16,2,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,484.0382975
2,8,32,4,2,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,541.7114055
8,1,16,18,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,29.326390500000002
64,8,64,6,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,120.451379
16,8,64,12,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,65.1445935
4,16,1,20,2,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,69.0271275
4,1,32,20,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,40.9483205
8,1,32,12,0,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,56.6807455
64,8,64,2,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,719.5181875
8,1,2,8,2,0,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,123.7777325
4,1,4,12,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,58.725815499999996
2,8,4,2,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,371.99665849999997
8,4,16,2,0,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,394.337168
64,2,64,10,0,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,105.212707
8,8,2,4,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,488.332854
4,4,2,12,0,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,100.1128395
16,4,64,20,2,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,54.281853
32,4,8,6,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,161.5448985
32,2,32,12,0,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,63.064302
64,1,16,2,0,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,481.8470115
16,1,2,12,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,40.648900499999996
8,16,2,4,2,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,260.90459450000003
16,2,16,6,2,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,145.873299
32,16,16,8,1,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,174.887076
4,4,16,10,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,66.954509
2,2,16,10,0,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,69.384083
16,16,8,10,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,125.432436
64,1,32,10,1,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,55.870089500000006
16,8,32,2,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,354.33853050000005
2,1,4,18,0,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,30.20897
64,8,32,18,1,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,108.88773
2,2,32,18,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,39.6141425
2,2,16,20,2,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,48.901809
4,4,32,18,0,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,74.394322
16,2,16,16,2,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,65.437517
32,4,8,6,1,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,162.147539
2,16,32,2,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,357.3763905
4,16,2,10,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,118.0955495
4,16,2,8,1,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,106.7416535
16,8,32,8,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,97.4080165
16,1,2,16,2,0,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,59.488420500000004
8,4,32,20,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,46.560902999999996
8,2,16,12,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,66.38045199999999
16,4,32,18,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,64.23464200000001
64,1,2,20,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,30.769782499999998
4,1,64,18,1,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,36.63485
4,2,4,12,0,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,62.56418
16,16,1,2,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,580.7251495
16,16,8,6,2,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,203.25694349999998
16,1,8,12,2,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,70.9244125
32,1,32,6,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,86.31923599999999
4,1,8,18,2,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,38.1750155
64,1,32,4,0,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,311.213692
32,8,16,8,1,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,166.2936655
32,8,1,6,2,0,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,285.259879
8,2,4,10,2,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,77.87902600000001
4,4,8,20,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,31.4968775
4,2,64,2,1,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,660.4429104999999
64,1,8,14,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,59.874479
64,1,2,12,2,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,73.167788
16,16,64,4,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,303.4506945
2,8,1,20,2,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,84.4326325
32,1,32,8,1,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,118.091159
16,8,2,20,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,63.098411
32,1,32,16,1,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,43.958372
32,8,16,16,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,61.65881
16,4,4,14,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,74.187124
4,2,1,16,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,56.100901
4,4,16,20,2,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,53.732158
8,4,2,18,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,38.039189
16,16,16,10,0,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,112.914848
8,4,8,14,1,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,47.4432075
32,16,2,16,2,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,80.57425
16,16,64,18,1,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,50.269956
2,4,4,16,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,51.990094
16,8,64,12,2,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,94.44810799999999
8,4,8,4,1,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,177.775285
32,16,4,8,1,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,122.0689605
2,8,1,12,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,69.509818
4,2,16,12,1,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,67.596621
4,2,8,20,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,36.3493975
2,16,8,20,2,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,53.896876
2,2,16,14,2,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,46.386684
64,8,32,20,0,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,63.719907
4,16,64,12,0,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,219.130724
64,16,32,8,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,133.36656299999999
2,8,64,12,2,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,77.1242145
2,1,64,2,0,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,563.061777
64,1,1,18,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,60.4907565
32,2,4,6,0,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,198.63838750000002
8,8,64,12,2,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,73.8171665
2,16,2,18,2,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,71.439487
16,16,16,8,2,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,252.08228150000002
16,8,2,4,2,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,327.537087
2,16,32,14,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,101.52234
4,2,2,4,1,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,175.2666455
4,4,1,8,0,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,79.809643
32,16,8,16,0,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,96.4185635
16,8,1,8,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,153.4880195
8,4,8,10,1,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,104.802405
32,4,2,4,1,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,238.986488
16,1,2,12,2,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,47.6016515
2,2,8,8,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,74.493092
32,1,64,12,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,73.380223
64,1,16,20,0,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,36.566017
4,16,1,16,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,76.80014349999999
64,16,16,20,1,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,64.6582515
16,16,32,8,0,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,271.317005
64,16,16,10,2,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,117.8952825
16,4,16,14,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,61.8816695
4,2,32,12,0,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,62.495724
32,2,16,18,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,68.735807
32,2,8,16,1,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,55.804718
64,8,8,12,2,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,104.92918850000001
4,8,1,4,2,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,181.94978700000001
32,4,32,18,1,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,41.022329
4,2,2,2,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,292.6543125
64,8,1,16,1,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,87.1347325
2,1,2,16,0,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,34.6753065
4,8,4,10,2,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,149.500365
2,16,2,4,1,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,296.03598250000005
32,1,8,4,0,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,160.90574800000002
32,4,1,6,2,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,120.58906049999999
16,1,2,10,2,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,50.53584
8,2,2,14,2,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,54.018162000000004
8,4,2,10,0,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,67.3841385
2,4,32,6,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,165.44521500000002
64,8,1,16,0,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,91.506689
16,4,32,2,0,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,914.276636
8,4,8,20,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,80.34210250000001
16,8,2,18,1,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,46.78044
2,2,1,14,1,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,59.1116385
32,8,32,6,2,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,165.459711
16,2,32,20,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,48.0140305
32,1,1,18,2,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,36.961372499999996
8,2,2,10,2,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,76.25745699999999
8,2,32,4,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,177.381912
8,8,64,18,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,42.621334000000004
4,4,1,6,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,172.04719599999999
64,1,1,16,2,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,57.824005
32,2,32,18,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,34.3565585
2,1,4,12,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,59.878651
8,16,8,14,0,1,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,76.7580835
32,4,4,20,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,25.459137
2,4,2,2,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,353.85276
4,1,32,18,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,46.82905649999999
2,16,32,12,2,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,145.56268899999998
16,16,2,4,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,870.1507955
2,1,1,6,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,77.8658305
2,8,8,2,1,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,470.0835415
16,16,16,12,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,106.2562725
8,16,32,20,0,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,60.852294
16,8,32,8,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,126.84000549999999
4,4,8,14,2,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,38.224705
8,1,2,10,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,42.342072
16,1,1,8,1,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,82.9794285
4,16,32,8,0,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,134.31829499999998
4,1,16,6,1,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,124.8831725
64,2,1,10,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,84.76783
4,4,16,16,1,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,81.121993
32,1,1,6,2,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,132.5618245
2,8,8,12,0,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,144.6344335
64,8,2,12,0,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,95.891654
64,8,2,20,1,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,135.405848
2,16,8,14,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,164.910456
16,8,8,4,0,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,454.98420450000003
16,8,2,12,2,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,89.991663
32,2,4,4,0,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,313.069571
2,2,2,4,0,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,338.58493599999997
32,2,32,8,2,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,107.2835305
8,2,2,20,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,24.8614955
16,8,8,6,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,227.90895849999998
8,4,32,18,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,47.591065
32,1,16,20,1,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,54.0062825
8,1,2,8,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,93.76971800000001
64,1,4,18,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,55.8319945
16,16,1,12,0,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,216.1164
2,4,1,2,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,424.1018815
8,16,32,16,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,49.0590935
64,2,16,20,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,62.535566
2,8,4,16,1,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,47.40298
2,1,64,14,2,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,47.768575999999996
8,2,32,20,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,56.9106015
4,1,16,2,2,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,478.6642865
32,2,32,18,2,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,40.089364
4,8,64,4,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,337.65961749999997
16,8,32,2,1,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,454.737458
64,4,2,16,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,67.6603265
32,2,2,20,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,38.250224
4,16,32,6,1,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,197.709381
16,16,16,10,0,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,262.678675
4,4,8,14,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,59.0304115
4,1,16,8,1,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,125.08561900000001
64,4,2,2,1,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,676.9869805000001
16,1,64,20,1,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,36.692878
32,2,32,8,1,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,77.13599500000001
32,4,16,18,2,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,60.710122999999996
16,1,16,20,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,28.520947
4,4,4,4,2,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,310.559596
64,4,16,8,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,86.41896249999999
64,8,64,14,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,62.5311665
