chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
8,1,64,4,6,2,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,8.1882535
64,32,32,16,2,2,1,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,78.3743595
512,1,32,32,5,0,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,8.081743
4,1,32,2,6,0,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,86.969379
32,4,32,8,18,2,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,5.920769
128,32,1,4,11,1,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.6618635
64,64,32,64,14,1,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,130.23472600000002
512,16,2,64,2,2,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,7.471894
512,16,2,128,12,1,1,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,1.918224
64,1,4,8,18,2,1,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,4.9144585
64,8,1,128,16,0,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,1.9847075
256,4,16,1,19,2,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,65.1663145
8,8,64,8,7,1,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,126.35754349999999
16,8,4,128,5,1,1,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,10.3002275
2,64,1,64,20,0,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,70.92727099999999
32,4,8,8,2,2,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,14.923695500000001
1,16,16,256,18,2,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,918.020521
256,64,16,128,20,0,0,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,3.746635
64,16,8,2,18,0,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,15.794823000000001
512,16,32,128,4,2,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,8.681309
1,1,16,64,7,1,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,27.1811835
4,4,4,128,12,0,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,7.966926
2,8,2,64,9,0,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,16.670627500000002
1,8,1,8,12,0,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,19.813554
32,32,2,4,8,1,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,4.3944815
2,8,2,256,16,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,17.483727000000002
8,4,4,2,2,1,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,11.054968500000001
4,4,64,256,4,1,1,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,139.150839
8,4,32,8,12,2,0,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,5.0499595
1,8,8,128,14,2,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,16.762389499999998
16,1,4,8,8,0,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,16.479443500000002
16,1,64,128,11,1,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,5.0932005
1,8,32,8,13,2,0,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,32.724532499999995
8,8,64,4,17,1,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,155.6212045
1,64,2,16,3,2,1,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,258.224325
4,32,32,4,6,0,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,21.3473225
512,4,4,8,20,0,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,0.618687
512,2,8,1,6,1,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,17.996649
8,4,1,1,17,0,0,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,3.1220369999999997
4,64,32,32,18,1,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,1086.239289
8,8,32,128,7,0,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,5.382965
32,32,1,2,6,0,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,10.324913
128,16,8,32,15,2,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,2.5956275
512,1,16,8,6,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,7.8137155
1,2,2,4,14,0,1,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,8.010479499999999
2,16,4,64,10,2,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,80.7918335
1024,8,32,16,20,2,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,72.1637925
32,4,2,2,14,0,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,4.3343475
256,2,1,128,11,0,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,2.247553
512,2,8,256,4,1,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,5.515597
1024,8,2,64,5,1,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,8.423156
4,2,32,8,5,2,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,90.1263985
64,8,64,8,11,0,1,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,4.55288
512,8,4,8,19,1,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,11.4275995
128,32,16,2,17,1,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,1.0358665
512,4,2,1,16,0,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,4.0103585
1024,1,8,32,12,2,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,16.9613555
1024,4,1,128,4,0,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,3.181673
2,32,64,32,10,1,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,65.57473
16,16,4,8,3,0,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,10.4239195
2,1,32,256,10,0,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,2.396414
256,4,1,32,14,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.4286505
2,16,4,4,10,0,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,10.427171999999999
1024,64,64,1,6,1,1,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,130.6021335
2,1,1,32,8,1,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,2.0121805
256,1,64,16,11,1,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,126.370863
128,32,16,64,7,2,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,5.175328
16,8,16,1,11,1,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,40.50244
1,4,8,64,5,0,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,9.3796495
512,64,32,2,14,1,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,80.54323
8,64,64,8,12,2,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,1089.318936
64,1,2,8,12,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.366254
1024,16,2,8,6,1,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,12.9971235
256,8,64,128,19,2,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,9.7073045
16,8,16,4,14,0,0,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,1.2468059999999999
4,8,32,64,14,2,1,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,8.914965500000001
16,8,4,2,16,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.894299
1024,4,4,1,15,0,1,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,7.974864
1024,32,4,8,14,2,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,16.750701999999997
4,8,1,128,19,1,1,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,4.6647775
1024,32,64,2,5,2,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,162.1449475
1,16,8,64,11,1,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,13.003198000000001
64,32,64,1,12,1,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,159.6452255
8,8,32,64,7,1,1,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,81.6093755
2,64,1,32,17,2,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,13.8985105
32,4,64,256,13,2,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,126.289377
1024,1,1,1,7,1,1,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,2.0052944999999998
128,32,4,4,18,1,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,0.5430215
16,2,32,64,10,2,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,78.32197099999999
2,1,16,256,4,0,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,4.8706625
128,2,32,8,6,2,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,11.696366999999999
16,1,2,128,20,1,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,0.9074925
16,8,16,2,16,1,0,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,33.163043
128,8,16,1,4,2,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,31.500453
1,64,2,8,16,1,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,231.234052
128,2,64,64,19,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,4.132353
256,8,32,8,12,0,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,130.254506
16,16,16,128,15,1,0,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,34.8653605
16,2,16,128,6,0,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,41.892671500000006
1,8,4,128,19,1,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,5.9903794999999995
32,2,8,8,20,2,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,22.3924705
64,16,1,4,7,0,1,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,1.8801299999999999
16,8,16,32,7,0,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,3.0631695
16,4,64,32,19,2,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,152.739297
8,2,64,32,10,2,1,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,6.387677500000001
512,64,4,64,8,1,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,7.9831755
1024,8,64,4,3,1,0,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,129.76486749999998
128,4,16,8,5,2,0,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,40.8550635
2,64,8,2,10,1,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,740.3054105
128,16,16,16,7,2,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,8.700632
1024,8,16,256,12,1,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,31.869017499999998
2,16,8,1,4,2,0,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,139.209304
1024,64,2,128,10,2,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,4.288163
64,4,1,256,19,0,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,1.916662
32,64,8,4,13,2,1,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,38.913320999999996
32,2,2,32,14,0,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,1.1968385000000001
32,1,16,256,4,1,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,5.289207
1,64,1,4,17,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,271.612436
512,16,16,4,15,2,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,4.073715
128,32,8,16,13,2,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,17.641621
1,8,64,8,20,1,1,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,1439.443
4,16,1,2,13,2,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,9.276686999999999
32,8,32,2,15,0,0,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,2.6807055
64,2,1,128,9,2,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,2.6771425
4,32,32,128,20,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,6.157375500000001
1,4,32,1,9,1,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,168.306093
4,8,32,64,9,0,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,5.5708035
1024,8,8,128,8,1,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,20.2183095
256,4,16,1,11,2,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,3.658836
8,2,8,4,18,2,0,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,17.4949385
4,4,8,256,2,1,1,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,19.5861895
256,4,16,1,18,1,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,36.814426499999996
256,1,4,256,17,0,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,7.811209
16,32,1,1,13,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,4.676602
256,8,8,1,4,0,0,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,15.9460895
128,16,2,128,12,1,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,5.7516745
64,4,32,16,16,1,1,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,2.6477145
2,8,2,16,12,1,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,16.615718
1,4,8,256,2,0,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,41.229181499999996
64,16,1,256,3,0,1,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,3.5444839999999997
128,4,16,2,12,2,0,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,3.5165165
32,1,2,1,19,1,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,5.348655
16,32,2,32,3,1,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,10.711793
1,2,2,128,2,1,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,10.408406
16,1,64,16,4,0,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,7.0547825
256,8,1,2,11,0,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,0.79843
4,64,1,4,6,0,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,190.940252
16,8,16,128,12,1,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,1.787626
4,2,1,4,12,2,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,2.7509040000000002
32,32,8,4,16,2,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,4.4395445
256,4,2,8,3,1,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,3.33002
2,2,4,4,14,1,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,8.295644
2,8,16,64,3,2,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,29.855314999999997
512,64,64,1,18,1,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,183.4727825
2,1,4,32,17,2,1,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,9.806511
2,1,8,1,8,2,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,22.606216
2,1,4,2,10,2,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,9.830616
64,4,2,2,14,1,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,16.1733535
64,2,32,16,9,2,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,8.148644
4,8,64,64,12,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,11.50863
64,4,16,1,10,0,1,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,2.1795425
64,4,32,8,12,2,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,4.168820500000001
512,32,2,64,4,2,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,3.733739
1024,4,1,128,20,0,1,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,46.401791
64,32,4,128,9,1,1,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,7.997363999999999
16,64,2,2,8,2,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,17.1272605
1024,64,64,2,10,0,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,126.545552
4,2,2,64,15,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1.017806
512,1,16,4,6,0,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,7.943797
8,32,32,16,9,1,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,21.234022
128,32,2,128,15,2,0,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,1.4102359999999998
256,32,2,8,10,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.473441
16,2,32,32,6,0,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,6.531699
4,32,32,256,15,1,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,12.3287495
1024,16,32,64,12,0,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,5.858018
512,4,16,32,13,1,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,8.306168
1024,2,1,1,6,0,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,4.927887500000001
4,4,16,4,17,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,2.5193054999999998
256,16,1,128,10,1,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,3.1836105
8,16,16,128,16,0,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.634685
2,4,16,32,10,1,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,69.639194
256,32,2,32,2,0,1,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,7.560554
1,8,16,1,8,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,30.0074685
128,32,32,32,19,0,1,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,69.42644
2,32,4,128,12,1,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,9.824940999999999
16,64,32,16,12,2,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,21.0623035
512,2,1,64,7,1,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,2.3422609999999997
128,1,4,1,10,0,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,7.961261
32,8,32,128,17,2,0,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,4.0262895
1024,4,1,256,12,2,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,7.900208
1,8,64,4,6,1,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,1012.863454
64,8,32,128,5,1,0,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,78.63019399999999
64,1,64,8,11,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.5905125
8,16,16,4,16,1,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,5.6573329999999995
128,8,2,2,2,1,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,4.035848
64,32,2,4,17,2,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,4.021753
1,32,1,4,20,1,0,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,62.0840125
1,16,64,1,16,2,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,66.76376049999999
16,32,4,4,14,1,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,16.164783
16,2,4,256,4,2,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,5.907909
512,4,16,1,16,1,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,30.285317
256,1,1,2,20,1,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,2.0368174999999997
1,32,64,256,15,2,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,137.9006845
1024,64,8,256,13,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,7.7617585
1,64,64,1,8,1,1,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,3461.582886
2,64,8,128,12,1,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,42.6192125
1,2,32,4,7,2,1,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,13.9717715
256,4,32,2,19,0,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,66.0733455
1,16,32,2,2,0,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,1836.190226
1,8,64,16,18,1,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,2092.363627
8,64,4,8,19,2,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,115.543357
1,1,4,1,10,1,0,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,6.871417
32,8,8,4,17,2,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,16.128163999999998
2,2,4,8,8,1,0,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,14.426611000000001
128,2,64,2,6,0,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,183.8249715
512,2,8,1,10,2,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,10.156013999999999
4,16,2,16,11,2,1,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,4.5123285
1,4,64,32,18,0,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,719.6518315000001
4,2,2,128,18,1,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,3.9926395
512,4,2,8,4,1,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,4.160525
512,64,1,64,12,1,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,3.179391
8,1,16,256,19,1,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,1.888014
16,8,32,256,12,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,125.191261
16,32,1,64,14,1,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,4.6970955
256,16,1,64,4,0,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,3.1880135000000003
1024,4,4,1,2,2,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,8.2823145
4,32,8,2,12,2,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,21.4303485
8,32,16,32,16,2,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,17.811259
64,64,4,8,17,2,0,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,16.348191
1024,16,4,16,20,0,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,8.776330000000002
16,32,64,8,7,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,7.8584274999999995
16,4,4,256,2,0,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,20.839221000000002
1,16,32,64,6,0,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,57.048952
8,8,4,1,9,1,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,8.5662225
8,8,1,256,10,2,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,6.5738865
16,8,32,128,11,1,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,3.60693
16,32,4,32,18,2,1,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,5.549864
64,8,64,256,16,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,4.5654345
1024,2,2,2,20,2,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,0.928456
8,1,8,256,7,2,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,19.5858855
64,32,64,128,3,0,0,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,248.669814
2,32,2,8,14,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,12.166618
32,4,32,64,7,1,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,2.4878910000000003
32,64,64,256,18,1,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,252.733748
1,64,32,32,2,0,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1997.640301
512,16,1,2,3,2,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,3.1530945
1024,16,64,256,2,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,21.510695
16,2,4,256,9,0,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,9.831745999999999
1,32,64,2,16,0,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,8370.13342
32,8,64,2,14,2,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,261.818625
16,8,64,64,17,1,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,2.2848575
4,2,2,128,20,0,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,0.7706660000000001
32,64,2,2,12,0,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,2.2254690000000004
1024,4,8,4,11,1,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.2438470000000001
8,4,4,64,5,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,5.1266305
128,1,1,64,2,2,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,23.984510999999998
256,64,4,256,15,1,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,11.5504105
32,2,16,16,15,1,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,32.327295500000005
16,2,1,4,5,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3.416727
32,8,1,32,20,0,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,1.9930315
1,16,32,2,18,2,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,66.449675
256,2,16,32,13,1,0,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,1.4765
64,4,64,16,5,2,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,16.020242500000002
1024,8,8,1,11,2,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,14.787662000000001
1,64,8,16,4,2,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,1003.566118
128,16,4,32,13,2,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,5.679247999999999
16,1,1,128,12,1,1,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,1.930565
32,16,1,64,19,1,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,1.9864335
1,64,2,1,7,2,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,154.386434
32,4,64,2,17,1,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,5.657999
16,1,8,16,15,1,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,0.861281
