chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
4,16,1,64,10,1,1,1,"(1, 0, 2, 3, 4)",4.336182,10,5,0,10
1,32,32,8,8,0,1,0,"(2, 0, 3, 1, 4)",225.7516815,10,5,0,10
16,4,1,32,10,2,0,1,"(2, 3, 0, 1, 4)",3.140162,10,5,0,10
16,8,32,4,6,0,1,0,"(2, 1, 3, 0, 4)",107.3665495,10,5,0,10
256,2,2,32,4,0,0,1,"(0, 2, 3, 1, 4)",2.618113,10,5,0,10
2,2,4,256,4,1,0,1,"(2, 3, 0, 1, 4)",13.5295965,10,5,0,10
32,64,32,4,8,0,0,0,"(2, 3, 0, 1, 4)",195.772118,10,5,0,10
16,2,64,32,16,0,0,0,"(1, 0, 3, 2, 4)",4.4921595,10,5,0,10
1,16,4,4,2,0,0,0,"(3, 2, 1, 0, 4)",197.2570925,10,5,0,10
1,1,1,16,2,0,1,1,"(0, 3, 1, 2, 4)",10.3079545,10,5,0,10
1024,4,2,4,16,1,0,1,"(0, 1, 3, 2, 4)",1.2148235,10,5,0,10
512,1,16,1,6,1,0,0,"(0, 2, 1, 3, 4)",3.147506,10,5,0,10
1,1,8,2,6,0,0,0,"(1, 3, 2, 0, 4)",20.9735315,10,5,0,10
32,4,8,8,14,2,0,1,"(2, 3, 0, 1, 4)",24.631066,10,5,0,10
32,32,8,8,4,0,1,0,"(2, 3, 1, 0, 4)",26.956766,10,5,0,10
1,32,32,16,2,0,1,1,"(1, 2, 3, 0, 4)",3432.048502,10,5,0,10
4,32,4,16,2,0,0,1,"(3, 1, 2, 0, 4)",107.4242915,10,5,0,10
1,4,16,256,10,0,0,0,"(1, 3, 0, 2, 4)",211.4403505,10,5,0,10
512,16,4,1,10,1,0,0,"(3, 0, 2, 1, 4)",14.90988,10,5,0,10
32,1,1,1,14,1,0,1,"(3, 0, 1, 2, 4)",3.0614425,10,5,0,10
128,64,64,2,20,2,1,1,"(0, 3, 2, 1, 4)",7.132088,10,5,0,10
64,64,2,8,10,1,1,1,"(0, 1, 2, 3, 4)",1.6262,10,5,0,10
4,16,2,2,2,2,0,0,"(3, 0, 1, 2, 4)",27.271612,10,5,0,10
128,64,2,256,4,0,0,0,"(2, 3, 0, 1, 4)",6.4405205,10,5,0,10
1024,1,2,128,4,0,0,0,"(1, 0, 2, 3, 4)",15.455451,10,5,0,10
16,8,32,8,18,1,1,1,"(3, 2, 0, 1, 4)",113.8895435,10,5,0,10
4,2,1,8,20,0,0,1,"(2, 3, 1, 0, 4)",2.9828105,10,5,0,10
1,8,2,64,2,2,1,0,"(2, 3, 1, 0, 4)",51.882923000000005,10,5,0,10
1,4,1,1,6,0,0,0,"(0, 2, 1, 3, 4)",18.898257,10,5,0,10
128,16,1,8,16,2,1,1,"(0, 2, 1, 3, 4)",1.927444,10,5,0,10
128,16,64,16,16,2,0,0,"(2, 1, 3, 0, 4)",213.255271,10,5,0,10
1024,32,64,32,14,2,0,0,"(3, 0, 1, 2, 4)",229.7504805,10,5,0,10
1,8,1,8,6,0,0,0,"(2, 1, 0, 3, 4)",47.221948,10,5,0,10
4,1,4,2,4,0,1,0,"(0, 1, 3, 2, 4)",6.1692965,10,5,0,10
1024,32,4,32,20,1,1,0,"(3, 2, 1, 0, 4)",13.513854,10,5,0,10
32,4,16,1,20,2,1,1,"(0, 2, 1, 3, 4)",4.2003365,10,5,0,10
1024,64,8,16,16,2,1,0,"(1, 3, 2, 0, 4)",26.838849,10,5,0,10
128,16,16,1,2,1,1,0,"(0, 3, 2, 1, 4)",14.6898515,10,5,0,10
32,16,32,8,14,1,1,1,"(2, 1, 3, 0, 4)",107.378178,10,5,0,10
256,4,2,256,14,0,0,0,"(2, 3, 1, 0, 4)",6.2122505,10,5,0,10
1,2,8,128,2,1,1,1,"(3, 1, 0, 2, 4)",57.1486685,10,5,0,10
1024,64,16,64,6,1,1,1,"(2, 0, 1, 3, 4)",8.8969525,10,5,0,10
32,2,2,4,16,2,1,0,"(3, 1, 2, 0, 4)",6.829487,10,5,0,10
256,4,2,128,10,0,1,0,"(2, 1, 3, 0, 4)",6.8384540000000005,10,5,0,10
2,1,8,64,2,0,0,0,"(0, 3, 2, 1, 4)",9.980013,10,5,0,10
1024,4,8,32,6,0,0,0,"(2, 0, 1, 3, 4)",6.7708575,10,5,0,10
1,4,8,2,2,2,1,0,"(0, 3, 1, 2, 4)",44.693025500000005,10,5,0,10
2,2,1,128,4,0,0,0,"(3, 0, 1, 2, 4)",3.020563,10,5,0,10
128,2,2,1,18,2,1,0,"(3, 2, 0, 1, 4)",7.002537,10,5,0,10
1,16,8,64,16,1,1,0,"(3, 0, 2, 1, 4)",434.0166545,10,5,0,10
32,8,2,2,4,0,1,0,"(2, 3, 1, 0, 4)",6.844663499999999,10,5,0,10
32,2,4,32,14,0,1,1,"(2, 3, 1, 0, 4)",12.4182355,10,5,0,10
32,64,2,4,16,2,0,0,"(2, 0, 3, 1, 4)",11.894803,10,5,0,10
2,2,1,4,18,2,0,1,"(2, 1, 0, 3, 4)",3.1669340000000004,10,5,0,10
1,8,8,2,8,1,0,0,"(2, 1, 0, 3, 4)",211.937623,10,5,0,10
64,1,32,256,4,2,1,0,"(3, 0, 1, 2, 4)",108.9925235,10,5,0,10
8,64,1,64,16,0,1,1,"(1, 3, 0, 2, 4)",23.892419,10,5,0,10
2,8,16,2,2,0,0,0,"(2, 1, 0, 3, 4)",71.9293735,10,5,0,10
32,32,2,4,6,1,0,0,"(2, 1, 0, 3, 4)",15.546461,10,5,0,10
16,16,1,256,4,0,1,1,"(2, 0, 1, 3, 4)",10.8608325,10,5,0,10
512,1,32,8,16,2,0,1,"(0, 2, 3, 1, 4)",5.732842,10,5,0,10
128,2,4,4,2,0,1,0,"(2, 0, 3, 1, 4)",6.1727235,10,5,0,10
64,64,2,256,6,0,0,0,"(1, 2, 3, 0, 4)",6.8435715,10,5,0,10
1,1,4,4,10,0,1,0,"(2, 3, 0, 1, 4)",10.5207215,10,5,0,10
1,8,16,1,2,1,0,0,"(1, 0, 3, 2, 4)",318.25581550000004,10,5,0,10
16,16,1,128,8,2,1,0,"(3, 1, 0, 2, 4)",3.020198,10,5,0,10
512,8,4,4,6,0,1,1,"(0, 1, 2, 3, 4)",2.329845,10,5,0,10
32,4,32,1,18,1,1,0,"(0, 1, 2, 3, 4)",2.119294,10,5,0,10
4,32,1,4,4,1,1,0,"(0, 3, 2, 1, 4)",54.2897565,10,5,0,10
64,16,4,128,10,2,0,0,"(0, 2, 3, 1, 4)",3.0550545,10,5,0,10
1,16,2,256,2,0,0,1,"(0, 3, 2, 1, 4)",104.7818605,10,5,0,10
16,32,16,128,6,1,1,1,"(2, 3, 0, 1, 4)",98.4242305,10,5,0,10
1,16,16,64,8,0,1,1,"(2, 3, 1, 0, 4)",857.9481814999999,10,5,0,10
256,2,16,2,12,2,0,0,"(0, 3, 1, 2, 4)",5.540998999999999,10,5,0,10
64,8,64,1,18,2,1,1,"(3, 2, 0, 1, 4)",213.0179615,10,5,0,10
128,2,64,2,20,0,1,1,"(0, 3, 2, 1, 4)",3.7192765,10,5,0,10
4,8,1,32,14,2,0,0,"(3, 0, 2, 1, 4)",5.725314,10,5,0,10
1,16,8,256,10,0,1,1,"(2, 3, 0, 1, 4)",429.032189,10,5,0,10
1,64,1,1,8,0,0,0,"(1, 2, 3, 0, 4)",178.187256,10,5,0,10
256,32,16,64,16,1,1,1,"(1, 3, 2, 0, 4)",68.23141749999999,10,5,0,10
128,32,32,2,12,0,1,0,"(2, 0, 3, 1, 4)",5.450656,10,5,0,10
8,32,64,128,18,1,0,0,"(3, 1, 2, 0, 4)",857.8772235,10,5,0,10
128,1,16,16,2,0,0,1,"(3, 2, 1, 0, 4)",53.8882365,10,5,0,10
512,64,32,2,16,2,0,1,"(0, 3, 2, 1, 4)",5.639997,10,5,0,10
1,32,64,1,20,2,0,1,"(2, 3, 0, 1, 4)",6867.533757,10,5,0,10
4,16,4,2,14,0,1,0,"(1, 0, 3, 2, 4)",6.189147,10,5,0,10
256,4,2,128,18,1,1,1,"(0, 1, 3, 2, 4)",1.954591,10,5,0,10
512,16,4,64,18,2,1,0,"(3, 1, 2, 0, 4)",13.5114515,10,5,0,10
2,4,8,8,12,1,1,0,"(1, 3, 2, 0, 4)",53.709196000000006,10,5,0,10
128,2,16,1,4,2,0,0,"(3, 2, 1, 0, 4)",53.6634295,10,5,0,10
32,16,1,2,8,1,1,0,"(3, 1, 0, 2, 4)",3.29892,10,5,0,10
512,2,16,16,20,2,1,0,"(3, 2, 0, 1, 4)",56.7615155,10,5,0,10
32,32,64,64,14,2,1,0,"(2, 3, 0, 1, 4)",197.8311555,10,5,0,10
1,1,2,2,12,1,0,0,"(2, 1, 3, 0, 4)",5.320861000000001,10,5,0,10
1,8,1,1,16,0,1,0,"(3, 0, 1, 2, 4)",22.585112,10,5,0,10
8,4,32,8,6,2,1,1,"(3, 1, 2, 0, 4)",98.20186,10,5,0,10
512,2,32,2,20,1,1,0,"(1, 3, 2, 0, 4)",97.993819,10,5,0,10
64,4,2,8,18,0,1,0,"(0, 2, 3, 1, 4)",0.7071179999999999,10,5,0,10
4,4,2,16,14,0,1,0,"(2, 1, 3, 0, 4)",6.876721,10,5,0,10
2,16,64,4,8,2,1,0,"(2, 1, 0, 3, 4)",57.6619565,10,5,0,10
64,2,32,8,2,1,0,1,"(2, 3, 1, 0, 4)",137.205198,10,5,0,10
128,64,16,128,12,1,0,1,"(3, 0, 1, 2, 4)",56.1958775,10,5,0,10
16,16,32,2,16,0,1,0,"(1, 0, 3, 2, 4)",3.207631,10,5,0,10
64,2,2,32,20,0,0,0,"(0, 2, 3, 1, 4)",0.7365585,10,5,0,10
4,8,32,128,4,2,1,1,"(0, 2, 1, 3, 4)",17.275482,10,5,0,10
4,2,1,32,8,2,1,1,"(1, 0, 3, 2, 4)",3.736392,10,5,0,10
16,64,8,2,12,1,1,1,"(2, 0, 1, 3, 4)",71.4392785,10,5,0,10
1024,1,16,4,4,1,0,0,"(2, 3, 0, 1, 4)",53.824001,10,5,0,10
2,8,1,64,14,2,1,1,"(2, 1, 0, 3, 4)",15.340676,10,5,0,10
32,2,8,4,18,0,1,1,"(2, 3, 1, 0, 4)",24.740271,10,5,0,10
2,64,4,64,2,2,0,1,"(3, 2, 0, 1, 4)",426.378098,10,5,0,10
1,2,4,64,4,2,0,0,"(3, 0, 1, 2, 4)",26.5529395,10,5,0,10
1,32,1,64,8,1,0,0,"(3, 2, 0, 1, 4)",88.32693649999999,10,5,0,10
512,1,8,2,8,2,0,1,"(3, 2, 1, 0, 4)",26.861017,10,5,0,10
1,1,8,256,2,0,0,0,"(2, 1, 3, 0, 4)",20.9777355,10,5,0,10
512,32,8,64,8,2,1,0,"(1, 0, 3, 2, 4)",6.3504275,10,5,0,10
128,16,16,2,6,0,1,1,"(1, 2, 3, 0, 4)",53.433225,10,5,0,10
512,4,4,64,2,1,0,1,"(0, 1, 2, 3, 4)",6.2718095,10,5,0,10
64,32,2,64,12,1,1,0,"(2, 0, 3, 1, 4)",2.543312,10,5,0,10
1024,1,32,256,6,2,1,0,"(1, 0, 3, 2, 4)",50.3055795,10,5,0,10
128,64,32,8,6,2,1,1,"(3, 0, 2, 1, 4)",111.2876945,10,5,0,10
4,64,8,64,10,0,0,0,"(1, 2, 0, 3, 4)",26.7903135,10,5,0,10
32,32,8,8,10,0,1,1,"(1, 2, 3, 0, 4)",26.9587745,10,5,0,10
8,8,2,1,12,1,0,0,"(1, 2, 3, 0, 4)",6.521899,10,5,0,10
64,32,32,16,16,1,1,1,"(3, 2, 1, 0, 4)",98.319328,10,5,0,10
2,2,16,16,8,1,1,0,"(2, 1, 3, 0, 4)",53.7268325,10,5,0,10
4,1,8,8,2,0,1,0,"(0, 1, 3, 2, 4)",10.0707245,10,5,0,10
32,8,16,8,4,2,1,0,"(0, 3, 2, 1, 4)",10.6231105,10,5,0,10
16,64,64,256,4,1,1,0,"(2, 1, 3, 0, 4)",1087.791595,10,5,0,10
256,1,32,4,14,0,1,0,"(0, 2, 3, 1, 4)",4.1680215,10,5,0,10
256,4,1,2,6,2,0,0,"(2, 1, 0, 3, 4)",15.6291495,10,5,0,10
32,1,16,1,2,1,0,0,"(1, 3, 2, 0, 4)",68.65162749999999,10,5,0,10
32,2,16,64,16,1,1,1,"(3, 1, 2, 0, 4)",53.7594065,10,5,0,10
1,16,64,64,18,1,1,1,"(0, 1, 2, 3, 4)",29.626705,10,5,0,10
8,16,16,1,8,2,0,1,"(0, 3, 2, 1, 4)",12.873911,10,5,0,10
4,1,2,128,2,0,0,0,"(0, 2, 1, 3, 4)",6.210426999999999,10,5,0,10
64,4,2,128,20,1,0,1,"(0, 3, 1, 2, 4)",1.2242885,10,5,0,10
4,4,1,4,4,1,0,0,"(2, 3, 0, 1, 4)",2.887057,10,5,0,10
256,16,16,4,18,1,1,0,"(0, 1, 3, 2, 4)",1.371599,10,5,0,10
1,64,2,256,18,1,1,0,"(3, 2, 0, 1, 4)",394.5895035,10,5,0,10
32,1,2,8,12,2,1,0,"(1, 2, 0, 3, 4)",5.610144999999999,10,5,0,10
128,16,32,16,12,2,1,0,"(0, 1, 2, 3, 4)",5.554849,10,5,0,10
4,2,2,128,2,0,1,1,"(3, 0, 1, 2, 4)",7.364713,10,5,0,10
256,32,8,2,2,1,1,0,"(1, 3, 2, 0, 4)",24.5954635,10,5,0,10
16,16,1,16,8,2,1,1,"(3, 0, 2, 1, 4)",2.9884,10,5,0,10
16,1,64,2,16,0,0,0,"(1, 2, 0, 3, 4)",4.0177,10,5,0,10
8,16,32,8,12,1,0,0,"(0, 1, 2, 3, 4)",4.1521965000000005,10,5,0,10
128,1,64,1,10,0,1,0,"(3, 1, 2, 0, 4)",213.714759,10,5,0,10
512,2,32,2,20,1,1,1,"(0, 2, 3, 1, 4)",3.0199915,10,5,0,10
512,16,1,16,14,1,1,0,"(0, 2, 1, 3, 4)",2.4978695,10,5,0,10
2,2,16,16,8,0,0,1,"(1, 3, 2, 0, 4)",53.7536855,10,5,0,10
256,2,64,2,6,0,1,1,"(2, 3, 0, 1, 4)",206.4355835,10,5,0,10
128,32,4,4,14,0,1,0,"(2, 3, 0, 1, 4)",12.9032825,10,5,0,10
64,32,16,8,6,2,1,1,"(0, 2, 3, 1, 4)",8.0134395,10,5,0,10
32,2,64,32,2,2,0,1,"(1, 2, 0, 3, 4)",30.383771,10,5,0,10
256,1,32,128,2,1,0,1,"(0, 1, 2, 3, 4)",13.440628,10,5,0,10
128,1,1,4,18,1,1,1,"(1, 3, 0, 2, 4)",2.9505535,10,5,0,10
128,16,1,64,16,2,0,0,"(2, 3, 1, 0, 4)",2.9053565,10,5,0,10
4,1,16,256,18,2,1,1,"(2, 0, 3, 1, 4)",4.2888805,10,5,0,10
4,4,16,4,18,1,1,1,"(0, 1, 3, 2, 4)",3.384827,10,5,0,10
8,2,1,8,4,2,0,1,"(0, 2, 3, 1, 4)",4.571654,10,5,0,10
64,8,4,64,10,0,0,0,"(3, 1, 2, 0, 4)",13.4550305,10,5,0,10
1,32,1,8,16,2,0,1,"(1, 0, 3, 2, 4)",21.5538695,10,5,0,10
2,4,8,8,12,1,1,1,"(3, 1, 2, 0, 4)",53.7496995,10,5,0,10
4,16,32,64,4,1,1,1,"(0, 1, 2, 3, 4)",21.8042495,10,5,0,10
128,8,8,256,14,1,1,0,"(0, 3, 2, 1, 4)",3.49091,10,5,0,10
256,4,32,1,6,0,1,1,"(1, 2, 0, 3, 4)",11.610856,10,5,0,10
1,4,16,256,14,2,0,1,"(1, 0, 2, 3, 4)",19.821158,10,5,0,10
128,4,2,8,20,1,0,0,"(0, 1, 2, 3, 4)",1.2167175,10,5,0,10
256,8,4,32,4,0,1,0,"(2, 1, 3, 0, 4)",12.368895,10,5,0,10
64,2,32,128,16,1,1,1,"(2, 3, 0, 1, 4)",110.956035,10,5,0,10
1024,16,8,2,16,1,1,0,"(2, 1, 0, 3, 4)",28.0576975,10,5,0,10
128,32,2,4,14,1,0,1,"(3, 0, 1, 2, 4)",7.209096,10,5,0,10
256,32,16,64,20,0,1,1,"(3, 2, 0, 1, 4)",53.362623,10,5,0,10
64,8,8,64,16,0,0,1,"(3, 2, 0, 1, 4)",27.2237985,10,5,0,10
64,64,16,2,6,0,0,0,"(1, 0, 2, 3, 4)",2.5399465,10,5,0,10
32,32,64,16,14,2,1,0,"(3, 0, 2, 1, 4)",223.1797595,10,5,0,10
256,8,2,256,16,0,0,1,"(1, 0, 2, 3, 4)",5.959293499999999,10,5,0,10
16,32,2,32,18,2,1,1,"(3, 2, 1, 0, 4)",13.554944,10,5,0,10
1,1,8,64,6,0,0,1,"(3, 1, 2, 0, 4)",20.9608205,10,5,0,10
32,64,2,2,12,2,1,0,"(1, 2, 0, 3, 4)",11.318523,10,5,0,10
2,16,16,64,18,2,1,1,"(0, 2, 1, 3, 4)",31.074747,10,5,0,10
32,4,1,2,8,1,1,1,"(3, 1, 0, 2, 4)",3.0370495,10,5,0,10
4,1,2,128,4,0,0,0,"(0, 3, 1, 2, 4)",3.6052145,10,5,0,10
128,64,64,32,18,0,1,0,"(2, 1, 3, 0, 4)",213.4267455,10,5,0,10
32,16,1,32,14,1,0,0,"(2, 3, 1, 0, 4)",2.9088520000000004,10,5,0,10
256,64,32,256,14,2,1,1,"(0, 3, 1, 2, 4)",7.9031905,10,5,0,10
512,32,16,256,2,2,0,1,"(3, 1, 2, 0, 4)",53.7375625,10,5,0,10
1,8,1,1,12,2,1,1,"(0, 3, 1, 2, 4)",6.4877205,10,5,0,10
512,1,32,8,6,2,0,0,"(2, 0, 3, 1, 4)",11.3829125,10,5,0,10
32,8,32,4,10,2,1,1,"(2, 1, 3, 0, 4)",107.368718,10,5,0,10
32,8,32,256,14,1,1,1,"(1, 3, 0, 2, 4)",138.1897485,10,5,0,10
1,2,8,256,14,0,0,1,"(2, 1, 0, 3, 4)",2.2522985,10,5,0,10
256,64,64,16,10,2,1,0,"(0, 1, 2, 3, 4)",6.796646,10,5,0,10
1,16,1,1,10,1,0,1,"(1, 3, 2, 0, 4)",44.7808465,10,5,0,10
1,64,1,32,20,0,1,0,"(3, 2, 1, 0, 4)",175.31700899999998,10,5,0,10
256,8,1,128,4,1,1,1,"(0, 1, 2, 3, 4)",3.852084,10,5,0,10
64,32,8,8,16,0,0,1,"(1, 3, 0, 2, 4)",27.625329,10,5,0,10
256,1,2,4,14,2,0,1,"(0, 2, 1, 3, 4)",1.489258,10,5,0,10
128,32,32,16,2,2,0,1,"(3, 1, 2, 0, 4)",106.921497,10,5,0,10
128,2,16,128,18,0,0,0,"(3, 2, 1, 0, 4)",53.458342,10,5,0,10
256,64,64,64,8,0,0,1,"(1, 0, 3, 2, 4)",11.1095365,10,5,0,10
128,8,1,1,14,1,0,1,"(3, 1, 2, 0, 4)",2.855195,10,5,0,10
2,32,1,4,14,0,0,0,"(3, 1, 0, 2, 4)",47.431403,10,5,0,10
2,2,8,16,4,0,0,0,"(0, 2, 3, 1, 4)",4.621899,10,5,0,10
16,32,64,64,14,2,1,0,"(2, 0, 1, 3, 4)",11.6864335,10,5,0,10
512,4,64,2,20,2,0,0,"(1, 2, 0, 3, 4)",23.344666,10,5,0,10
1,1,2,1,20,0,1,1,"(1, 3, 0, 2, 4)",5.3510785,10,5,0,10
8,8,32,1,2,1,1,1,"(0, 1, 3, 2, 4)",44.8779995,10,5,0,10
64,4,32,64,2,1,1,0,"(0, 3, 2, 1, 4)",20.357684,10,5,0,10
512,64,32,8,6,2,0,0,"(1, 0, 2, 3, 4)",8.9839825,10,5,0,10
4,4,64,16,14,1,0,0,"(0, 1, 3, 2, 4)",5.479070500000001,10,5,0,10
16,1,8,4,10,2,1,1,"(2, 3, 0, 1, 4)",27.0267305,10,5,0,10
256,16,4,4,6,0,1,0,"(3, 0, 1, 2, 4)",14.1056655,10,5,0,10
32,16,4,4,14,2,1,0,"(0, 3, 2, 1, 4)",2.602504,10,5,0,10
32,32,1,8,18,2,1,0,"(2, 0, 3, 1, 4)",4.9014145,10,5,0,10
64,64,4,8,12,0,1,0,"(0, 3, 1, 2, 4)",1.2161215,10,5,0,10
2,32,16,128,8,0,1,0,"(1, 0, 2, 3, 4)",35.698742,10,5,0,10
256,64,32,64,18,1,0,0,"(2, 0, 1, 3, 4)",6.0851245,10,5,0,10
128,32,8,1,18,0,0,1,"(1, 3, 0, 2, 4)",28.194738,10,5,0,10
4,1,16,128,14,2,0,0,"(2, 3, 1, 0, 4)",53.74644,10,5,0,10
4,64,8,16,6,1,0,1,"(1, 3, 0, 2, 4)",437.3803085,10,5,0,10
8,8,8,1,2,2,0,1,"(2, 0, 1, 3, 4)",14.878578999999998,10,5,0,10
2,32,1,8,14,0,1,1,"(0, 2, 3, 1, 4)",22.459687,10,5,0,10
32,8,8,32,20,2,0,0,"(1, 3, 2, 0, 4)",24.6031415,10,5,0,10
32,16,8,256,10,2,0,1,"(0, 1, 2, 3, 4)",4.4937875,10,5,0,10
8,32,1,256,18,1,1,1,"(0, 2, 3, 1, 4)",2.7580115000000003,10,5,0,10
1,8,8,16,2,2,1,0,"(3, 0, 1, 2, 4)",216.9532255,10,5,0,10
128,4,1,128,14,1,0,1,"(0, 2, 3, 1, 4)",0.9953815,10,5,0,10
64,32,16,16,4,2,1,1,"(2, 0, 1, 3, 4)",11.5750175,10,5,0,10
512,2,32,256,8,0,1,0,"(0, 3, 1, 2, 4)",12.667672,10,5,0,10
1,64,2,256,4,0,0,0,"(3, 1, 0, 2, 4)",447.808289,10,5,0,10
512,1,4,256,14,0,0,1,"(2, 1, 3, 0, 4)",13.4995695,10,5,0,10
256,4,1,16,4,2,1,0,"(0, 3, 2, 1, 4)",5.132266,10,5,0,10
1,2,4,2,6,0,0,0,"(2, 0, 1, 3, 4)",12.7946735,10,5,0,10
4,8,1,16,10,0,1,0,"(1, 3, 0, 2, 4)",6.8829080000000005,10,5,0,10
32,64,64,32,16,1,1,0,"(0, 2, 3, 1, 4)",12.537244,10,5,0,10
1,4,1,128,18,0,1,1,"(2, 0, 1, 3, 4)",9.069529,10,5,0,10
1,8,32,4,12,2,0,0,"(1, 0, 2, 3, 4)",40.2793395,10,5,0,10
256,4,8,32,2,0,0,1,"(0, 3, 2, 1, 4)",9.128848,10,5,0,10
256,4,32,2,18,2,1,0,"(2, 1, 3, 0, 4)",106.878148,10,5,0,10
128,64,1,256,2,2,0,0,"(2, 3, 1, 0, 4)",2.9306855,10,5,0,10
1,1,64,4,10,0,1,0,"(0, 3, 2, 1, 4)",6.195848,10,5,0,10
64,2,64,128,16,0,0,0,"(0, 3, 2, 1, 4)",7.2879935,10,5,0,10
32,64,32,128,14,1,1,1,"(0, 3, 2, 1, 4)",4.391207,10,5,0,10
8,4,4,256,20,1,0,1,"(2, 1, 3, 0, 4)",13.540401500000002,10,5,0,10
64,16,4,64,2,0,1,1,"(1, 2, 0, 3, 4)",12.390961,10,5,0,10
256,64,8,8,18,0,1,1,"(1, 2, 3, 0, 4)",24.701358,10,5,0,10
256,32,64,128,10,1,0,0,"(0, 2, 3, 1, 4)",15.7619855,10,5,0,10
32,4,32,8,6,1,1,0,"(1, 0, 2, 3, 4)",7.025841,10,5,0,10
1024,8,16,128,4,1,1,1,"(1, 2, 3, 0, 4)",53.6238895,10,5,0,10
64,2,1,2,2,2,1,0,"(0, 2, 1, 3, 4)",8.267061,10,5,0,10
1024,32,64,64,4,2,0,1,"(2, 3, 0, 1, 4)",269.818829,10,5,0,10
1,4,16,16,16,0,0,0,"(3, 0, 1, 2, 4)",216.4431655,10,5,0,10
2,8,16,8,6,0,0,1,"(3, 2, 0, 1, 4)",214.595286,10,5,0,10
128,32,64,2,12,0,1,1,"(3, 1, 2, 0, 4)",213.955729,10,5,0,10
1024,16,2,8,14,0,0,0,"(3, 1, 2, 0, 4)",6.782537,10,5,0,10
128,1,16,32,2,2,1,0,"(0, 1, 3, 2, 4)",13.399386,10,5,0,10
256,4,32,1,14,2,1,1,"(1, 2, 3, 0, 4)",106.9434615,10,5,0,10
512,1,2,256,4,2,0,0,"(0, 1, 2, 3, 4)",5.1942185,10,5,0,10
64,16,2,256,20,2,1,0,"(0, 3, 1, 2, 4)",1.4268925,10,5,0,10
256,2,64,32,6,0,0,0,"(0, 2, 3, 1, 4)",20.6545285,10,5,0,10
256,2,8,8,12,0,0,0,"(0, 1, 2, 3, 4)",1.3888185000000002,10,5,0,10
4,8,16,128,20,1,0,0,"(3, 0, 2, 1, 4)",107.2907155,10,5,0,10
512,32,8,64,12,2,1,0,"(2, 0, 3, 1, 4)",3.819459,10,5,0,10
128,1,16,4,16,0,0,0,"(0, 2, 1, 3, 4)",1.3778325,10,5,0,10
128,1,64,128,10,0,1,0,"(2, 0, 3, 1, 4)",13.9245565,10,5,0,10
512,2,4,256,10,1,1,0,"(1, 2, 0, 3, 4)",21.207075,10,5,0,10
128,4,16,16,20,0,0,0,"(2, 0, 3, 1, 4)",1.938443,10,5,0,10
512,4,1,2,8,1,1,0,"(0, 2, 1, 3, 4)",3.5653675,10,5,0,10
32,16,8,2,16,2,1,0,"(1, 2, 0, 3, 4)",4.952997,10,5,0,10
8,8,32,4,18,1,1,0,"(3, 0, 1, 2, 4)",109.3262905,10,5,0,10
256,32,8,128,8,1,1,1,"(2, 1, 0, 3, 4)",9.42691,10,5,0,10
1,64,64,4,18,1,0,1,"(2, 0, 1, 3, 4)",652.539121,10,5,0,10
128,4,32,16,2,2,1,0,"(3, 0, 1, 2, 4)",109.449313,10,5,0,10
512,4,64,64,4,2,1,0,"(1, 3, 2, 0, 4)",196.029656,10,5,0,10
1024,32,2,32,20,2,0,1,"(0, 1, 3, 2, 4)",2.3702385,10,5,0,10
256,4,64,32,4,1,0,1,"(3, 2, 1, 0, 4)",213.9378025,10,5,0,10
16,16,32,128,12,1,1,1,"(2, 0, 3, 1, 4)",5.247936,10,5,0,10
8,16,4,64,16,1,1,0,"(3, 0, 1, 2, 4)",27.130378,10,5,0,10
2,1,16,256,4,2,0,0,"(1, 2, 3, 0, 4)",53.705245000000005,10,5,0,10
1024,4,8,32,8,1,0,0,"(2, 0, 1, 3, 4)",3.9177545,10,5,0,10
256,8,64,32,14,1,1,1,"(3, 0, 1, 2, 4)",224.8395945,10,5,0,10
1,16,4,4,20,0,0,1,"(2, 3, 1, 0, 4)",214.5789135,10,5,0,10
64,4,8,256,8,2,0,0,"(3, 1, 0, 2, 4)",28.3077205,10,5,0,10
1024,16,4,32,16,0,0,1,"(3, 2, 1, 0, 4)",13.5224995,10,5,0,10
256,1,64,256,12,1,1,1,"(0, 3, 1, 2, 4)",9.65677,10,5,0,10
16,16,16,8,18,1,0,1,"(2, 1, 0, 3, 4)",5.306762,10,5,0,10
32,4,16,256,16,1,0,0,"(2, 0, 1, 3, 4)",2.1298805,10,5,0,10
512,16,8,1,4,1,0,0,"(2, 3, 1, 0, 4)",26.962794,10,5,0,10
4,16,8,64,2,0,1,0,"(1, 3, 2, 0, 4)",107.460812,10,5,0,10
1024,2,16,128,8,0,0,1,"(0, 3, 2, 1, 4)",11.611432,10,5,0,10
256,2,4,4,4,0,1,1,"(1, 2, 3, 0, 4)",17.197144,10,5,0,10
4,1,8,128,4,1,0,1,"(1, 0, 3, 2, 4)",7.389139,10,5,0,10
256,16,4,8,18,1,0,1,"(1, 2, 3, 0, 4)",12.294913,10,5,0,10
512,4,32,4,2,0,0,1,"(2, 1, 3, 0, 4)",107.022159,10,5,0,10
